ocn1	eco	seq
E.KID.Fch.MLn.O-O	E67	0
E.KID.Fch.MLn.O-O	E68	1
E.KID.Fch.MLn.O-O	E69	2
E.KID.Fou.Bg5	E77	0
E.KID.Fou.Be2	E78	0
E.KID.Fou.Be2	E79	1
E.KID.Cls.Old	E90	0
E.KID.Cls.Old	E91	1
E.KID.Cls.Old.e5	E91	0
E.Nim.Rub.Cls	E42	0
E.Nim.Rub.Cls	E44	1
E.Nim.Rub.Cls.cxd5	E45	0
E.Nim.Rub.Cls.cxd5	E47	1
B.Fre.Adv.NwG	C02	0
B.Fre.Cls.MLn	C13	0
B.Fre.Cls.MLn	C14	1
B.Fre.Stn.MLn	C11	0
B.Fre.Mac.MLn	C12	0
B.Fre.Exc.Uhl	C01	0
B.Fre.Exc.Bg4	C01	0
B.Fre.Exc.Nc6	C01	0
A.KIA.Fre.MLn	A08	0
A.KIA.Fre.Bar	A08	0
B.Sic.Alp.Dd6	B22	0
B.Sic.Ros.a6	B30	0
B.Sic.Ros.a6	B31	1
A.Tro.Bxf6	A45	0
B.CaK.Cls.Spd.Nd7	B18	0
B.Fre.Rub.MLn	C10	0
B.Fre.Mac.exd5	C12	0
B.Fre.Cls.MLn.ACh	C14	0
B.Sic.Mor.Bd7	B52	0
B.Sic.Mor.Nd7	B51	0
B.Fre.RPa	C00	0
B.Fre.Kor	C00	0
B.CaK.Exc.MLn	B13	0
B.CaK.Fan.MLn	B12	0
B.CaK.Brn.c3	B16	0
B.Pir.Cls.Bg7	B08	0
B.Sic.Kal.MLn	B32	0
B.Sic.Loe.MLn	B32	0
B.Sic.Nim.e5	B29	0
B.Sca.Por.Bnk	B01	0
B.Sca.Por.Bnk.MLn	B01	0
B.Sca.Por.Jad	B01	0
B.Sca.Por.Mel	B01	0
B.Sca.Por.Cor	B01	0
B.Sca.Por.Wus	B01	0
B.Sca.Por.Lus	B01	0
B.Sca.Por.Elb	B01	0
B.Sca.Por.Cls	B01	0
B.Sca.Pan	B01	0
B.Sca.Nf6.Nf3	B01	0
B.Sca.Nf6.Nf3.Gou	B01	0
B.Sca.Nf6.Nf3.Cel	B01	0
B.Sca.Nf6.Nf3.Cha	B01	0
B.Sca.Nf6.Chk	B01	0
B.Sca.Nf6.Chk.Bd7	B01	0
B.Sca.Nf6.Chk.Nbd	B01	0
B.CaK.Two.Nf6	B11	0
B.CaK.Two.Bf5	B11	0
B.CaK.Tar.Be3	B15	0
C.RyL.AntM.a4	C88	0
C.RyL.AntM.h3	C88	0
C.RyL.AntM.d3	C88	0
A.Tro.Cls.MLn	A45	0
A.Tro.Cls.MLn.e3	A45	0
A.Tro.Rap.MLn	A45	0
A.Tro.Rap.MLn.e6	A45	0
A.Tro.Rap.MLn.f6	A45	0
A.Tro.Bxf6.e3	A45	0
A.Tor.ClD.MLn	A46	0
A.Tor.ClD.MLn.c3	A46	0
A.Tor.Nim.MLn	A46	0
A.Tor.Yus.MLn	A46	0
B.Ale.Fou.MLn	B03	0
B.Ale.Fou.MLn.Nf3	B03	0
B.Ale.Fou.MLn.Be3	B03	0
B.Ale.Fou.Trd.MLn	B03	0
B.Ale.Mod.MLn	B04	0
B.Ale.Chs.MLn	B03	0
B.Pir.Cls.Bg7.MLn	B08	0
B.Pir.Cls.Bg7.MLn.O-O	B08	0
B.Pir.Aus.Drg.MLn	B09	0
B.Pir.Aus.Unz.MLn	B09	0
B.Pir.150.MLn	B07	0
B.Pir.150.MLn.O-O-O	B07	0
B.Pir.Byr.MLn	B07	0
C.PhD.Han.MLn	C41	0
C.PhD.Han.MLn.O-O	C41	0
C.PhD.Exc.MLn	C41	0
C.PhD.Lio.MLn	C41	0
C.Pon.CGm.MLn	C44	0
C.Pon.CGm.MLn.exf5	C44	0
C.Pon.Jae.MLn.e5	C44	0
C.Pon.Ste.MLn.f6	C44	0
C.Vie.Cls.MLn	C25	0
C.Vie.Cls.MLn	C26	1
C.Vie.Cls.MLn.Nf3	C25	0
C.Vie.Cls.MLn.Nf3	C26	1
C.Vie.Mie.MLn	C26	0
C.Vie.Fal.MLn	C26	0
C.Vie.Gbt.Pie.MLn	C29	0
B.Sic.Alp.Nf6.MLn	B22	0
B.Sic.Alp.Cen.MLn	B22	0
B.Sic.Alp.Dd6.MLn	B22	0
B.Sic.Ros.Cls.MLn	B31	0
B.Sic.Ros.Cls.MLn.c3	B31	0
B.Sic.Ros.a6.Bxc6	B30	0
B.Sic.Ros.a6.Bxc6	B31	1
B.Sic.Mor.Bd7.MLn	B52	0
B.Sic.Mor.Nd7.O-O	B51	0
B.Fre.Rub.MLn.Nf6	C10	0
B.Fre.Rub.MLn.Bd3	C10	0
B.Fre.Mac.MLn.Bd3	C12	0
B.Fre.Mac.MLn.Bh4	C12	0
B.CaK.Two.Nf6.MLn	B11	0
B.CaK.Two.Bf5.MLn	B11	0
D.Bgm.Acc.Bog.MLn	D00	0
D.Bgm.Acc.Euw.MLn	D00	0
D.Bgm.Acc.Tei.MLn	D00	0
D.Bgm.Acc.Gun.MLn	D00	0
D.Bgm.Acc.Zie.MLn	D00	0
D.Bgm.Dec.Elb.MLn	D00	0
D.Chi.Jan.Mod.e3	D07	0
D.Chi.Laz.MLn.Ne5	D07	0
D.Chi.Tar.MLn.Nb5	D07	0
D.Sla.Sml.MLn.Bg4	D16	0
D.Sla.Ala.MLn.a4	D15	0
D.Sla.Not.MLn.a4	D31	0
D.Sla.Stn.MLn.e4	D10	0
D.QGA.Bog.MLn.O-O	D24	0
D.QGA.Flo.MLn.a4	D20	0
D.QGA.Jan.MLn.O-O	D25	0
D.QGA.Man.MLn.e4	D23	0
D.Tar.HSc.MLn.Qd1	D32	0
D.Tar.Mar.MLn.Bd6	D32	0
D.STa.Kmo.MLn.Be7	D41	0
D.STa.Sym.MLn.b6	D40	0
D.STa.End.MLn.Bc4	D41	0
D.QPG.Ver.MLn.Be7	D01	0
D.QPG.Ama.MLn.c6	D00	0
D.QPG.Mas.MLn.e6	D00	0
D.QPG.Sto.MLn.c5	D00	0
D.QPG.Zur.MLn.h3	D00	0
E.OldI.Ukr.MLn.Be7	A54	0
E.OldI.Jan.MLn.e3	A53	0
E.Bog.Exc.MLn.Nc3	E11	0
E.Bog.Hai.MLn.O-O	E11	0
E.Bog.Rom.MLn.O-O	E11	0
E.Bog.NEn.MLn.g3	E11	0
E.Bog.Grn.MLn.e3	E11	0
E.QID.Sps.MLn.O-O	E14	0
E.QID.Euw.MLn.Bxd2	E17	0
E.QID.Kas.MLn.Bd2	E13	0
E.QID.Pet.KPe.Be7	E12	0
E.QID.Cls.MLn.exd5	E17	0
E.QID.Cls.MLn.exd5	E18	1
E.QID.Cls.MLn.exd5.Nh4	E17	0
E.QID.Cls.MLn.exd5.Nd4	E17	0
E.Gru.Hng.MLn	D80	0
E.Gru.Sml.MLn.c5.dxc5	D80	0
E.Gru.Thr.MLn.Qb3.Nxc3	D70	0
E.Gru.Thr.MLn.Qb3.Nxc3	D71	1
E.Gru.Neo.MLn.cxd5.Nxd5.e4	D73	0
E.Gru.Exc.Mod.MLn.Be2	D85	0
E.KID.Fou.Bg5.Be2	E77	0
E.KID.Fou.Be2.O-O	E78	0
E.KID.Fou.Be2.O-O	E79	1
E.KID.Cls.Old.e5.d5	E91	0
E.KID.Cls.Arb.MLn.Nxd4	E97	0
E.KID.Sml.Bob.MLn.b5	E84	0
E.KID.Sml.Krs.MLn.c5	E80	0
E.Ben.Czk.MLn.Be7.Nf3	A56	0
E.Ben.Bnk.Acc.MLn.Bxa6	A57	0
E.Ben.Bnk.Acc.MLn.Bxa6	A58	1
E.Ben.Bnk.Dec.MLn.Bxe7	A57	0
A.Eng.Org.MLn	A15	0
A.Eng.Org.MLn.Bb2	A15	0
A.Eng.Org.MLn.Bb2.Bxb4	A15	0
A.Eng.Mik.MLn.Ne4	A18	0
A.Eng.Mik.MLn.Ne4.Nfd7	A18	0
A.Eng.Rev.Bot.MLn.Qd7	A22	0
A.Eng.Rev.Bot.MLn.Qd7.f4	A22	0
A.Eng.Sym.Hdg.MLn.Bxg2	A30	0
A.Eng.Sym.Hdg.MLn.Bxg2.Kxg2	A30	0
A.Eng.Sym.Rub.MLn.O-O	A34	0
A.Eng.Sym.Rub.MLn.O-O.Be2	A34	0
A.Eng.Rev.Fou.MLn.e3	A28	0
A.Eng.Rev.Fou.MLn.e3.Be7	A28	0
A.Ret.Acc.MLn	A09	0
A.Ret.Acc.MLn.Be6	A09	0
A.Ret.Acc.MLn.Be6.Bxc4	A09	0
A.Ret.Adv.MLn	A09	0
A.Ret.Adv.MLn.Nc6	A09	0
A.Ret.Adv.MLn.Nc6.Bg2	A09	0
A.Ret.Ang.MLn	A11	0
A.Ret.Ang.MLn	A12	1
A.Ret.Ang.MLn.Nf6	A11	0
A.Ret.Ang.MLn.Nf6	A12	1
A.Ret.QGI.MLn	A06	0
A.Ret.QGI.MLn.Nf6	A06	0
A.Ret.Fch.MLn	A05	0
A.Ret.Fch.MLn.Bg2	A05	0
A.KIA.Sic.MLn	A07	0
A.KIA.Sic.MLn.g3	A07	0
A.KIA.Sic.MLn.g3.Nf6	A07	0
A.KIA.Car.MLn	A07	0
A.KIA.Car.MLn.Ngf3	A07	0
A.Hol.Fch.MLn	A86	0
A.Hol.Fch.MLn.c4	A86	0
A.Hol.Sta.MLn	A82	0
A.Hol.Sta.MLn	A83	1
A.Hol.Sta.MLn.d5	A82	0
A.Hol.Sta.MLn.d5	A83	1
A.Hol.Hop.MLn	A80	0
A.Hol.Kre.MLn	A80	0
A.Hol.Alp.MLn	A80	0
A.Hol.Lng.MLn.b3	A87	0
A.Hol.Lng.MLn.b3.Nc6	A87	0
A.Hol.Sto.Bot.MLn.c5	A93	0
A.Lon.Msn.MLn	D02	0
A.Lon.Msn.MLn.Nbd2	D02	0
A.Lon.Job.Nc6.MLn	A45	0
A.Lon.Job.Nc6.MLn.Nb5	A45	0
A.Lon.Psn.Qxb2	D02	0
A.Lon.Psn.Qxb2.Nb5	D02	0
A.Col.Zuk.MLn	D05	0
A.Col.Zuk.MLn.Be7	D05	0
A.Col.Phn.MLn	D05	0
A.Tor.Yus.MLn.c3	A46	0
A.Tor.Yus.MLn.c3.Bb7	A46	0
A.Ver.Cls.MLn	D01	0
A.Ver.Cls.MLn.Be7	D01	0
A.Lar.Cls.MLn	A01	0
A.Lar.Cls.MLn.Be2	A01	0
A.Pol.Bhm.MLn	A00	0
A.Pol.Bhm.MLn.Bb2	A00	0
A.Gro.Gbt.MLn	A00	0
A.Gro.Gbt.MLn.d4	A00	0
A.Mod.Avk.MLn	A42	0
A.Mod.Avk.MLn.Be2	A42	0
A.PQI.Bf4.MLn	A47	0
A.PQI.Fch.MLn	A47	0
A.EID.Fch.MLn	A49	0
A.EID.Col.MLn	A48	0
C.RyL.AntM.a4.Bb7	C88	0
C.RyL.AntM.a4.Bb7.d3	C88	0
C.RyL.AntM.a4.Bb7.d3.d6	C88	0
C.RyL.AntM.h3.Bb7	C88	0
C.RyL.AntM.h3.Bb7.d3	C88	0
C.RyL.AntM.h3.Bb7.d3.d5	C88	0
C.RyL.AntM.d3.d6	C88	0
C.RyL.AntM.d3.d6.c3	C88	0
C.RyL.AntM.d3.d6.c3.Na5	C88	0
C.RyL.Cls.Cen.exd4	C84	0
C.RyL.Cls.Cen.exd4.cxd4	C84	0
C.RyL.Cls.Cen.exd4.cxd4.Bg4	C84	0
C.PhD.Han.MLn.O-O.O-O	C41	0
C.PhD.Han.MLn.O-O.O-O.Re1	C41	0
C.PhD.Exc.MLn.Be7	C41	0
C.PhD.Exc.MLn.Be7.O-O	C41	0
C.PhD.Lio.MLn.O-O	C41	0
C.PhD.Lio.MLn.O-O.Re1	C41	0
C.Pon.Jae.MLn.e5.Ne4	C44	0
C.Pon.Jae.MLn.e5.Ne4.cxd4	C44	0
C.Pon.CGm.MLn.exf5.Nf6	C44	0
C.Pon.CGm.MLn.exf5.Nf6.Bd3	C44	0
C.Pon.Ste.MLn.f6.exd5	C44	0
C.Pon.Ste.MLn.f6.exd5.Qxd5	C44	0
C.Cen.Pau.MLn	C22	0
C.Cen.Pau.MLn.Bb4	C22	0
C.Cen.Pau.MLn.Bb4.Bd2	C22	0
C.Ita.Pia.Wai.MLn	C50	0
C.Ita.Pia.Wai.MLn.Re1	C50	0
C.Ita.Giu.Mol.MLn.d5	C54	0
C.Ita.Giu.Mol.MLn.d5.exd5	C54	0
C.Ita.Evn.Acc.Mor.d6.cxd4	C52	0
C.KGm.Acc.Kie.MLn	C39	0
C.KGm.Acc.Kie.MLn.d4	C39	0
C.KGm.Acc.Muz.MLn	C37	0
C.KGm.Acc.Muz.MLn.Qxf3	C37	0
C.KGm.Acc.Bsh.MLn	C33	0
C.KGm.Dec.Fal.MLn.d3.Nf6	C31	0
C.Pet.Stf.MLn	C42	0
C.Pet.Stf.MLn.d3	C42	0
C.Pet.Stf.MLn.d3.Bc5	C42	0
C.Sco.Cls.Sch.MLn	C45	0
C.Sco.Cls.Sch.MLn.O-O	C45	0
C.Vie.Mie.MLn.exd5	C26	0
C.Vie.Mie.MLn.exd5.Nxd5	C26	0
C.Vie.Fal.MLn.Nxe4	C26	0
C.Vie.Fal.MLn.Nxe4.d5	C26	0
C.Fou.Spa.Dbl.MLn.d3	C49	0
C.Fou.Spa.Dbl.MLn.d3.d6	C49	0
C.Fou.Spa.Cls.MLn.d3	C48	0
C.Fou.Spa.Cls.MLn.d3.d6	C48	0
B.Sic.Naj.Eng.e5	B90	0
B.Sic.Naj.Eng.e5.Nb3	B90	0
B.Sic.Naj.Sch.O-O	B90	0
B.Sic.Naj.Sch.O-O.Be7	B90	0
B.Sic.Dra.Yug.Bd7	B76	0
B.Sic.Dra.Yug.Bd7.O-O-O	B78	0
B.Sic.Sch.Krs.h6	B81	0
B.Sic.Sch.Krs.h6.h4	B81	0
B.Sic.Sch.Krs.h6.h4.Nc6	B81	0
B.Sic.Acc.Mar.Nf6	B36	0
B.Sic.Acc.Mar.Nf6.Nc3	B36	0
B.Sic.Acc.Mar.Nf6.Nc3.Nxd4	B36	0
B.Sic.Ros.Nim.O-O	B31	0
B.Sic.Ros.Nim.O-O.Nge7	B31	0
B.CaK.Adv.Sht.O-O	B12	0
B.CaK.Adv.Sht.O-O.Nc6	B12	0
B.CaK.Adv.Tal.h5	B12	0
B.CaK.Adv.Tal.h5.Bd3	B12	0
B.CaK.Pmv.Nc6.Nf3	B14	0
B.CaK.Pmv.Nc6.Nf3.Bg4	B14	0
B.CaK.Two.Bf5.MLn.d3	B11	0
B.CaK.Two.Bf5.MLn.d3.Nd7	B11	0
B.Fre.Cls.MLn.e5	C11	0
B.Fre.Cls.MLn.e5.Nfd7	C11	0
B.Fre.Stn.MLn.f4	C11	0
B.Fre.Stn.MLn.f4.c5	C11	0
B.Fre.Win.Psn.Kd1	C18	0
B.Fre.Win.Psn.Kd1.dxc3	C18	0
B.Fre.Tar.Ope.exd5	C07	0
B.Fre.Tar.Ope.exd5.exd5	C07	0
B.Pir.150.MLn.f3	B07	0
B.Pir.150.MLn.f3.c6	B07	0
B.Pir.Aus.Drg.MLn.Nc6	B09	0
B.Ale.Mod.MLn.Be2	B04	0
B.Ale.Mod.MLn.Be2.e6	B04	0
B.Sca.Mod.Mie.Nf3	B01	0
B.Sca.Por.Cls.MLn	B01	0
B.Sca.Por.Cls.MLn.Be2	B01	0
B.Sca.Nf6.Nf3.MLn	B01	0
B.Sca.Nf6.Nf3.MLn.Nxd5	B01	0
B.CaK.Exc.MLn.Nf6	B13	0
B.CaK.Exc.MLn.Nf6.O-O	B13	0
D.QGD.Cls.MLn.Bh4.b6	D55	0
D.QGD.Cls.MLn.Bh4.b6.cxd5	D55	0
D.QGD.Ort.MLn.dxc4	D60	0
D.QGD.Ort.MLn.dxc4.Bxc4	D60	0
D.QGD.Ort.MLn.dxc4.Bxc4.Nd5	D60	0
D.QGD.Tar.MLn.Bd3.Bb7	D58	0
D.QGD.Tar.MLn.Bd3.Bb7.O-O	D58	0
D.QGD.Rag.Bg5.h6	D38	0
D.QGD.Rag.Bg5.h6.Bh4	D38	0
D.QGD.Rag.Bg5.h6.Bh4.dxc4	D38	0
D.QGD.Vie.MLn.e5	D39	0
D.QGD.Vie.MLn.e5.Bxc4	D39	0
D.QGD.Bal.MLn.e3	D06	0
D.QGD.Bal.MLn.e3.Be7	D06	0
D.Sla.Cls.MLn.O-O	D19	0
D.Sla.Cls.MLn.O-O.Nbd7	D19	0
D.Sla.Che.MLn.c5	D15	0
D.Sla.Che.MLn.c5.g6	D15	0
D.Sla.Exc.MLn.e3.Bf5	D13	0
D.Sla.Exc.MLn.e3.Bf5.Nf3	D13	0
D.Sla.Sch.MLn.Bd3	D12	0
D.Sla.Sch.MLn.Bd3.O-O	D12	0
D.Sla.Qui.MLn.Be2	D12	0
D.Sla.Qui.MLn.Be2.Nbd7	D12	0
D.Sem.Mer.MLn.O-O	D49	0
D.Sem.Mer.MLn.O-O.cxd4	D49	0
D.Sem.AMe.Bd3.O-O	D45	0
D.Sem.AMe.Bd3.O-O.O-O	D45	0
D.Sem.Bg5.Mos.e3	D43	0
D.Sem.Bg5.Mos.e3.Nd7	D43	0
D.Sem.Bg5.AMo.e4	D44	0
D.Sem.Bg5.AMo.e4.g5	D44	0
D.Sem.Bg5.Bot.e5	D44	0
D.Sem.Bg5.Bot.e5.h6	D44	0
D.Cat.Ope.Qa4.Bd7	E04	0
D.Cat.Cls.Qc2.c6	E08	0
D.Cat.Cls.Qc2.c6.Rd1	E08	0
D.Tar.Cls.MLn.Be3	D34	0
D.Tar.Cls.MLn.Be3.Bxc5	D34	0
D.STa.Exc.MLn.Nxd5	D41	0
D.STa.Exc.MLn.Nxd5.Bb4	D41	0
D.QGA.Cls.MLn.Bd3	D27	0
D.QGA.Cls.MLn.Bd3.Bb7	D27	0
D.Alb.Nrm.MLn.b4	D08	0
D.Alb.Nrm.MLn.b4.Qd7	D08	0
D.QPG.Ver.MLn.Be7.Nf3	D01	0
D.QPG.Ver.MLn.Be7.Nf3.O-O	D01	0
C.Bsh.Ber.d3	C24	0
C.Bsh.Ber.d3.Nc6	C24	0
C.Bsh.Cal.d3	C23	0
C.Bsh.Cal.d3.Nf6	C23	0
C.Bsh.Cal.d3.Nf6.Nf3	C23	0
C.Bsh.Cal.d3.Nf6.Nf3.Nc6	C23	0
C.RyL.Coz.d4	C60	0
C.RyL.Coz.d4.exd4	C60	0
C.RyL.Coz.d4.exd4.Nxd4	C60	0
C.RyL.Coz.d4.exd4.Nxd4.Nxd4	C60	0
C.RyL.Ber.Cls.Re1	C67	0
C.RyL.Ber.Cls.Re1.O-O	C67	0
C.RyL.Ber.Cls.Re1.O-O.Nc3	C67	0
C.Pet.Cls.MLn.O-O	C42	0
C.Pet.Cls.MLn.O-O.Re1	C42	0
C.Pet.Cls.MLn.O-O.Re1.c6	C42	0
C.Ita.Two.Opn.MLn.O-O	C56	0
C.Ita.Two.Opn.MLn.O-O.Bc5	C56	0
C.Ita.Two.Max.MLn.exf6	C56	0
C.Ita.Two.Max.MLn.exf6.Qxf6	C56	0
C.Ita.Giu.Grc.MLn.exd6	C54	0
C.Ita.Giu.Grc.MLn.exd6.Qxd6	C54	0
C.KGm.Acc.Bsh.MLn.d6	C33	0
C.KGm.Acc.Bsh.MLn.d6.Nf3	C33	0
C.KGm.Acc.Kie.MLn.d4.d6	C39	0
C.KGm.Acc.Muz.MLn.Qxf3.d5	C37	0
C.Pet.Stf.MLn.d3.Bc5.Be2	C42	0
C.Sco.Mie.Ste.Nf3	C45	0
C.Vie.Cls.MLn.Nf3.O-O	C25	0
C.Vie.Cls.MLn.Nf3.O-O	C26	1
C.Vie.Cls.MLn.Nf3.O-O.O-O	C25	0
C.Vie.Cls.MLn.Nf3.O-O.O-O	C26	1
C.Vie.Mie.MLn.exd5.Nxd5.Bg2	C26	0
C.Cen.Pau.MLn.Bb4.Bd2.Qe7	C22	0
C.PhD.Lio.MLn.O-O.Re1.Nb6	C41	0
C.Ele.Nor.MLn.Nc3	C40	0
C.Ele.Nor.MLn.Nc3.Be7	C40	0
C.KPO.Prt.MLn.Nc6	C20	0
C.KPO.Prt.MLn.Nc6.Nf3	C20	0
C.KPO.Prt.MLn.Nc6.Nf3.Be7	C20	0
C.LtO.Acc.MLn.Nh4	C40	0
C.LtO.Acc.MLn.Nh4.Nf6	C40	0
C.LtO.Acc.MLn.Nh4.Nf6.Nc3	C40	0
A.Hol.Rap.Nf6	A80	0
A.Hol.Alp.MLn.c5	A80	0
A.Hol.Hop.MLn.Nf6	A80	0
A.Hol.Kre.MLn.Nf6	A80	0
A.Hol.Lng.Mat.d5	A89	0
A.Hol.Lng.War.d5	A88	0
A.Hol.Rap.Nf6.Nf3	A80	0
A.Hol.Alp.MLn.c5.Nf3	A80	0
A.Hol.Lng.Mat.d5.e6	A89	0
A.Hol.Lng.War.d5.c5	A88	0
A.Hol.Sta.MLn.d5.Nf3	A82	0
A.Hol.Sta.MLn.d5.Nf3	A83	1
A.Hol.Hop.MLn.Nf6.Nf3	A80	0
A.Eng.Mik.MLn.Ne4.Nfd7.Nf3	A18	0
A.Eng.Org.MLn.Bb2.Bxb4.Nf3	A15	0
A.Ret.Eng.d4	A05	0
A.Ret.Lis.Nf6	A04	0
A.Ret.Eng.d4.c5	A05	0
A.Ret.Lis.Nf6.d4	A04	0
A.Ret.Nim.MLn.d4	A06	0
A.Ret.Eng.d4.c5.g6	A05	0
A.Ret.Lis.Nf6.d4.d5	A04	0
A.Ret.Nim.MLn.d4.c5	A06	0
A.KIA.Fre.Bar.Nf6	A08	0
A.KIA.Fre.MLn.d4	A08	0
A.KIA.Fre.MLn.d4.c4	A08	0
A.KIA.Fre.Bar.Nf6.Nf3	A08	0
A.KIA.Car.MLn.Ngf3.Nf6	A07	0
A.KIA.Fre.MLn.d4.c4.c5	A08	0
A.OID.Wad.d5	A41	0
A.OID.Nf6.e4.d5	A53	0
A.OID.Wad.d5.Nf6	A41	0
A.OID.Mod.MLn.Nf6	A53	0
A.OID.Nf6.e4.d5.Nf3	A53	0
A.EID.Prz.d5	A49	0
A.EID.Prz.d5.c5	A49	0
A.EID.Col.MLn.d5	A48	0
A.EID.Fch.MLn.d5	A49	0
A.Mod.Pte.Nf3	A42	0
A.Mod.Ran.Nf3	A42	0
A.Mod.Pte.Nf3.Nf6	A42	0
A.Mod.Ran.Nf3.Nf6	A42	0
A.Lon.Cls.MLn.c4	D02	0
A.Lon.Cls.MLn.c4.g3	D02	0
A.Lon.Msn.MLn.Nbd2.c4	D02	0
A.Lon.Psn.Qxb2.Nb5.c4	D02	0
A.Lon.Cls.MLn.c4.g3.g6	D02	0
A.Tro.Psn.Nf3	A45	0
A.Tro.Bxf6.e3.d5	A45	0
A.Tro.Psn.Nf3.c4	A45	0
A.Tro.Bxf6.e3.d5.Nf3	A45	0
A.Tor.Nim.MLn.d5	A46	0
A.Tor.ClD.MLn.c3.c5	A46	0
A.Tor.Nim.MLn.d5.c4	A46	0
A.Tor.ClD.MLn.c3.c5.c4	A46	0
A.Col.Kol.MLn.c4	D04	0
A.Col.Phn.MLn.c4	D05	0
A.Col.Kol.MLn.c4.g6	D04	0
A.Col.Phn.MLn.c4.g6	D05	0
A.Pol.Bal.Nf3	A00	0
A.Pol.Bug.d5	A00	0
A.Pol.Cze.Nf3	A00	0
A.Pol.Dut.Nf3	A00	0
A.Pol.Out.Nf3	A00	0
A.Gro.Als.Nf3	A00	0
A.Gro.Dbl.Nf3	A00	0
A.Gro.Kee.Nf3	A00	0
A.Gro.Spk.Nf6	A00	0
A.Gro.Zil.Nf6	A00	0
A.Bir.Dut.Nf3	A03	0
A.Bir.Hob.Nf3	A02	0
A.Bir.Hor.Nf3	A02	0
A.Bir.Muj.d5	A02	0
A.Bir.Wil.Nf6	A03	0
A.Hng.Cat.Nf3	A00	0
A.Hng.ReA.Nf6	A00	0
A.Hng.ReM.Nf3	A00	0
A.Lar.Fch.Nf3	A01	0
A.Lar.Mod.Nf3	A01	0
A.Lar.Fch.Nf3.d5	A01	0
A.Ver.Hub.c5	D01	0
A.Ver.Ric.Nf3	D01	0
A.Ver.Hub.c5.g3	D01	0
A.Van.ReN.Nf3	A00	0
A.Van.ReS.Nf6	A00	0
A.Owe.Eng.Nf3	A40	0
A.Owe.Eng.Nf3.Nf6	A40	0
A.PQI.Tor.d5	A47	0
A.PQI.Tor.d5.c5	A47	0
A.PQI.Bf4.MLn.d5	A47	0
A.Egl.Cha.Nf3	A40	0
A.Egl.Dec.Nf6	A40	0
A.Egl.Cha.Nf3.Nf6	A40	0
A.Mie.ReR.MLn.Nf6	A00	0
A.Mie.Ven.MLn.Nf3	A00	0
A.Mik.Eng.Nf3	A40	0
A.Bar	A00	0
A.Sar	A00	0
A.QPO	A40	0
A.QPO	A41	1
A.QPO	A45	2
A.QPO	A46	3
A.QPO.c6	A40	0
A.QPO.d6	A41	0
A.QPO.g6	A40	0
A.QPO.Nf6	A45	0
A.QPO.Nf6	A46	1
A.QPO.Nf6.Nf3	A46	0
A.QPO.Nf6.Nc3	A45	0
A.QPO.Nf6.f3	A45	0
A.QPO.Nf6.g4	A45	0
A.Aus	A40	0
A.PoD	A40	0
B.KPG	B00	0
B.Bar	B00	0
B.Bar.FrF	B00	0
B.Dur	B00	0
B.Lem	B00	0
B.Pir.Pre	B00	0
B.Pir.Pre.d4	B00	0
B.Pir.Pre.d4.Nf6	B00	0
B.Pir.Pre.d4.Nf6.Nf3	B00	0
B.Pir.Pre.d4.Nf6.Nc3	B07	0
B.Pir.Pre.d4.Nf6.Nc3.Nbd7	B07	0
B.Rat.Bal	A82	0
B.Sic.Nf3	B27	0
B.Sic.Nf3	B30	1
B.Sic.Nf3	B40	2
B.Sic.Nf3	B50	3
B.Sic.Old	B30	0
B.Sic.Old	B32	1
B.Sic.Old	B33	2
B.Sic.Fre	B40	0
B.Sic.Mod	B50	0
B.Sic.Mod	B53	1
B.Sic.Ama	B20	0
B.Sic.Nf3.f5	B27	0
B.Sic.Nf3.h6	B27	0
B.Sic.Nf3.e5	B27	0
B.Sic.Nf3.b6	B27	0
B.Sic.Nf3.Qa5	B27	0
B.Sic.Nf3.b5	B27	0
B.Sic.Nf3.Qc7	B27	0
B.Sic.Cen	B21	0
B.Sic.Cen.Col	B21	0
B.Sic.Cen.Hal	B21	0
B.Sic.Cen.MGm	B21	0
B.Sic.Cen.MGm.And	B21	0
B.Sic.McD	B21	0
B.Sic.McD.Tal	B21	0
B.Sic.McD.Toi	B21	0
B.Sic.Cze	B20	0
B.Sic.Cze.QFn	B20	0
B.Sic.Cze.Euw	B20	0
B.Sic.BCl	B20	0
B.Sic.Bri	B20	0
B.Sic.Glo	B20	0
B.Sic.Grb	B20	0
B.Sic.Ker	B20	0
B.Sic.KDa	B20	0
B.Sic.Kro	B20	0
B.Sic.Kro.Nem	B20	0
B.Sic.LDu	B20	0
B.Sic.Men	B20	0
B.Sic.Mya	B20	0
B.Sic.Myh	B20	0
B.Sic.StC	B20	0
C.KGm.Acc.Nf3	C34	0
C.KGm.Acc.Nf3	C35	1
C.KGm.Acc.Nf3	C36	2
C.KGm.Acc.Nf3	C37	3
C.KGm.Acc.Nf3	C38	4
C.KGm.Acc.Nf3	C39	5
C.KGm.Acc.Bas	C33	0
C.KGm.Acc.Bre	C33	0
C.KGm.Acc.Car	C33	0
C.KGm.Acc.Dod	C33	0
C.KGm.Acc.Eis	C33	0
C.KGm.Acc.Gag	C33	0
C.KGm.Acc.MKe	C33	0
C.KGm.Acc.Ors	C33	0
C.KGm.Acc.Par	C33	0
C.KGm.Acc.SBb	C33	0
C.KGm.Acc.SBd	C33	0
C.KGm.Acc.Sta	C33	0
