ocn1	eco	seq
C.RyL.Cls.c3.O-O.h3.Re8	C99	9
C.RyL.Cls.c3.Na5	C96	0
C.RyL.Cls.c3.Na5	C97	1
C.RyL.Cls.c3.Na5	C98	2
C.RyL.Cls.c3.Na5	C99	3
C.RyL.Cls.c3.Na5.Bc2	C96	0
C.RyL.Cls.c3.Na5.Bc2	C97	1
C.RyL.Cls.c3.Na5.Bc2	C98	2
C.RyL.Cls.c3.Na5.Bc2	C99	3
C.RyL.Cls.c3.Na5.Bc2.c5	C96	0
C.RyL.Cls.c3.Na5.Bc2.c5	C97	1
C.RyL.Cls.c3.Na5.Bc2.c5	C98	2
C.RyL.Cls.c3.Na5.Bc2.c5	C99	3
C.RyL.Cls.d4	C84	0
C.RyL.Cls.d4	C85	1
C.RyL.Cls.d4	C86	2
C.RyL.Cls.d4	C87	3
C.RyL.Cls.d4	C88	4
C.RyL.Cls.d4	C89	5
C.RyL.Exc.dxc6	C68	0
C.RyL.Exc.dxc6	C69	1
C.RyL.Exc.dxc6.Nc3	C68	0
C.RyL.Exc.dxc6.Nc3	C69	1
C.RyL.Exc.dxc6.Nc3.f6	C68	0
C.RyL.Exc.dxc6.Nc3.f6	C69	1
C.RyL.Exc.dxc6.Nc3.f6.d3	C68	0
C.RyL.Exc.dxc6.Nc3.f6.d3	C69	1
C.RyL.Exc.bxc6	C68	0
C.RyL.Exc.bxc6	C69	1
C.RyL.Exc.dxc6.O-O	C68	0
C.RyL.Exc.dxc6.O-O	C69	1
C.RyL.Exc.dxc6.O-O.Bg4	C68	0
C.RyL.Exc.dxc6.O-O.Bg4	C69	1
C.RyL.Exc.dxc6.O-O.Bg4.h3	C68	0
C.RyL.Exc.dxc6.O-O.Bg4.h3	C69	1
C.RyL.Exc.dxc6.O-O.Qd6	C68	0
C.RyL.Exc.dxc6.O-O.Qd6	C69	1
C.RyL.Exc.dxc6.O-O.f6	C68	0
C.RyL.Exc.dxc6.O-O.f6	C69	1
C.RyL.Exc.dxc6.O-O.Bd6	C68	0
C.RyL.Exc.dxc6.O-O.Bd6	C69	1
C.RyL.Exc.dxc6.d4	C68	0
C.RyL.Exc.dxc6.d4	C69	1
C.RyL.Exc.dxc6.d4.exd4	C68	0
C.RyL.Exc.dxc6.d4.exd4	C69	1
C.RyL.Exc.dxc6.d4.exd4.Qxd4	C68	0
C.RyL.Exc.dxc6.d4.exd4.Qxd4	C69	1
C.RyL.Mor.Ba4.d6.Nc3	C71	0
C.RyL.Mor.Ba4.d6.Nc3	C72	1
C.RyL.Mor.Ba4.d6.Nc3	C73	2
C.RyL.Mor.Ba4.d6.Nc3	C74	3
C.RyL.Mor.Ba4.d6.c4	C71	0
C.RyL.Mor.Ba4.d6.c4	C72	1
C.RyL.Mor.Ba4.d6.c4	C73	2
C.RyL.Mor.Ba4.d6.c4	C74	3
C.RyL.Mor.Ba4.d6.O-O	C71	0
C.RyL.Mor.Ba4.d6.O-O	C72	1
C.RyL.Mor.Ba4.d6.O-O	C73	2
C.RyL.Mor.Ba4.d6.O-O	C74	3
C.RyL.Mor.Ba4.d6.O-O	C75	4
C.RyL.Mor.Ba4.d6.O-O	C76	5
C.RyL.Mor.Ba4.d6.O-O.Bd7	C71	0
C.RyL.Mor.Ba4.d6.O-O.Bd7	C72	1
C.RyL.Mor.Ba4.d6.O-O.Bd7	C73	2
C.RyL.Mor.Ba4.d6.O-O.Bd7	C74	3
C.RyL.Mor.Ba4.d6.O-O.Bd7	C75	4
C.RyL.Mor.Ba4.d6.O-O.Bd7	C76	5
C.RyL.Mor.Ba4.d6.c3	C71	0
C.RyL.Mor.Ba4.d6.c3	C72	1
C.RyL.Mor.Ba4.d6.c3	C73	2
C.RyL.Mor.Ba4.d6.c3	C74	3
C.RyL.Mor.Ba4.d6.c3	C75	4
C.RyL.Mor.Ba4.d6.c3	C76	5
C.RyL.Mor.Ba4.d6.c3.Bd7	C71	0
C.RyL.Mor.Ba4.d6.c3.Bd7	C72	1
C.RyL.Mor.Ba4.d6.c3.Bd7	C73	2
C.RyL.Mor.Ba4.d6.c3.Bd7	C74	3
C.RyL.Mor.Ba4.d6.c3.Bd7	C75	4
C.RyL.Mor.Ba4.d6.c3.Bd7	C76	5
C.RyL.Mor.Ba4.d6.Bxc6	C71	0
C.RyL.Mor.Ba4.d6.Bxc6	C72	1
C.RyL.Mor.Ba4.d6.Bxc6	C73	2
C.RyL.Mor.Ba4.d6.Bxc6	C74	3
C.RyL.Mor.Ba4.d6.Bxc6.bxc6	C71	0
C.RyL.Mor.Ba4.d6.Bxc6.bxc6	C72	1
C.RyL.Mor.Ba4.d6.Bxc6.bxc6	C73	2
C.RyL.Mor.Ba4.d6.Bxc6.bxc6	C74	3
C.RyL.Mor.Ba4.Nf6.O-O.g6	C75	0
C.RyL.Mor.Ba4.Nf6.O-O.g6	C76	1
C.RyL.Mor.Ba4.Nf6.O-O.g6	C77	2
C.RyL.Mor.Ba4.Nf6.O-O.g6	C78	3
C.RyL.Mor.Ba4.Nf6.O-O.d5	C75	0
C.RyL.Mor.Ba4.Nf6.O-O.d5	C76	1
C.RyL.Mor.Ba4.Nf6.O-O.d5	C77	2
C.RyL.Mor.Ba4.Nf6.O-O.d5	C78	3
C.RyL.Mor.Ba4.Nf6.O-O.b5	C77	0
C.RyL.Mor.Ba4.Nf6.O-O.b5	C78	1
C.RyL.Mor.Ba4.Nf6.O-O.b5	C79	2
C.RyL.Mor.Ba4.Nf6.O-O.b5	C80	3
C.RyL.Mor.Ba4.Nf6.O-O.b5	C81	4
C.RyL.Mor.Ba4.Nf6.O-O.b5	C82	5
C.RyL.Mor.Ba4.Nf6.O-O.b5	C83	6
C.RyL.Mor.Ba4.Nf6.O-O.b5	C84	7
C.RyL.Mor.Ba4.Nf6.O-O.b5	C85	8
C.RyL.Mor.Ba4.Nf6.O-O.b5	C86	9
C.RyL.Mor.Ba4.Nf6.O-O.b5	C87	10
C.RyL.Mor.Ba4.Nf6.O-O.b5	C88	11
C.RyL.Mor.Ba4.Nf6.O-O.b5	C89	12
C.RyL.Mor.Ba4.Nf6.O-O.b5	C90	13
C.RyL.Mor.Ba4.Nf6.O-O.b5	C91	14
C.RyL.Mor.Ba4.Nf6.O-O.b5	C92	15
C.RyL.Mor.Ba4.Nf6.O-O.b5	C93	16
C.RyL.Mor.Ba4.Nf6.O-O.b5	C94	17
C.RyL.Mor.Ba4.Nf6.O-O.b5	C95	18
C.RyL.Mor.Ba4.Nf6.O-O.b5	C96	19
C.RyL.Mor.Ba4.Nf6.O-O.b5	C97	20
C.RyL.Mor.Ba4.Nf6.O-O.b5	C98	21
C.RyL.Mor.Ba4.Nf6.O-O.b5	C99	22
C.RyL.Mor.Ba4.Nf6.O-O.d6	C78	0
C.RyL.Mor.Ba4.Nf6.O-O.d6	C79	1
C.RyL.Mor.Ba4.Nf6.O-O.d6	C80	2
C.RyL.Mor.Ba4.Nf6.O-O.d6	C81	3
C.RyL.Mor.Ba4.Nf6.O-O.d6	C82	4
C.RyL.Mor.Ba4.Nf6.O-O.d6	C83	5
C.RyL.Mor.Ba4.Nf6.O-O.d6	C84	6
C.RyL.Mor.Ba4.Nf6.O-O.d6	C85	7
C.RyL.Mor.Ba4.Nf6.O-O.d6	C86	8
C.RyL.Mor.Ba4.Nf6.O-O.d6	C87	9
C.RyL.Mor.Ba4.Nf6.O-O.d6	C88	10
C.RyL.Mor.Ba4.Nf6.O-O.d6	C89	11
C.RyL.Mor.Ba4.Nf6.O-O.d6	C90	12
C.RyL.Mor.Ba4.Nf6.O-O.d6	C91	13
C.RyL.Mor.Ba4.Nf6.O-O.d6	C92	14
C.RyL.Mor.Ba4.Nf6.O-O.d6	C93	15
C.RyL.Mor.Ba4.Nf6.O-O.d6	C94	16
C.RyL.Mor.Ba4.Nf6.O-O.d6	C95	17
C.RyL.Mor.Ba4.Nf6.O-O.d6	C96	18
C.RyL.Mor.Ba4.Nf6.O-O.d6	C97	19
C.RyL.Mor.Ba4.Nf6.O-O.d6	C98	20
C.RyL.Mor.Ba4.Nf6.O-O.d6	C99	21
C.KGm.Dec.Fal.exd5	C31	0
C.KGm.Dec.Fal.Nf3	C31	0
C.KGm.Dec.Fal.d4	C31	0
C.KGm.Dec.Fal.Nc3	C31	0
C.KGm.Dec.Fal.exd5.Bc5	C31	0
C.KGm.Dec.Fal.exd5.exf4	C31	0
C.KGm.Dec.Fal.exd5.c6	C31	0
C.KGm.Dec.Fal.exd5.c6.dxc6	C31	0
C.KGm.Dec.Fal.Nc3.dxe4	C31	0
C.KGm.Dec.Fal.Nc3.dxe4.Nxe4	C31	0
B.Fre.Mac.MLn.exf6	C12	0
B.Fre.Mac.MLn.exf6.hxg5	C12	0
B.Fre.Mac.MLn.exf6.hxg5.fxg7	C12	0
B.Fre.Mac.MLn.Bc1	C12	0
B.Fre.Mac.MLn.Bd2	C12	0
B.Fre.Mac.MLn.Bd2.Bxc3	C12	0
B.Fre.Mac.MLn.Bd2.Nfd7	C12	0
B.Fre.Mac.MLn.Be3	C12	0
D.Sla.Nc3.Nf6.e3.e6	D30	0
D.Sla.Nc3.Nf6.e3.e6	D43	1
D.Sla.Nc3.Nf6.e3.e6	D44	2
D.Sla.Nc3.Nf6.e3.e6	D45	3
D.Alb.Nrm.Nbd2	D09	0
D.Alb.Nrm.Nbd2.Qe7	D09	0
D.Alb.Nrm.Nbd2.f6	D09	0
D.Alb.Nrm.Nbd2.Bg4	D09	0
D.Alb.Nrm.Nbd2.Bg4.h3	D09	0
D.Alb.Nrm.Nbd2.Bg4.h3.Bxf3	D09	0
D.Alb.Nrm.g3	D09	0
D.Alb.Nrm.g3.Be6	D09	0
D.Alb.Nrm.g3.Bf5	D09	0
D.Alb.Nrm.g3.Bg4	D09	0
E.QID.Pet.KPe.d5	E12	0
E.QID.Pet.KPe.d5.cxd5	E12	0
E.QID.Pet.KPe.d5.cxd5.exd5	E12	0
E.QID.Pet.KPe.d5.cxd5.Nxd5	E12	0
D.Sem.e3	D45	0
D.Sem.e3	D46	1
D.Sem.e3	D47	2
D.Sem.e3	D48	3
D.Sem.e3	D49	4
D.Sem.e3.a6	D45	0
D.Sem.e3.Nbd7	D45	0
D.Sem.e3.Nbd7	D46	1
D.Sem.e3.Nbd7	D47	2
D.Sem.e3.Nbd7.Bd3	D46	0
D.Sem.e3.Nbd7.Bd3	D47	1
D.Sem.e3.Nbd7.Bd3.Be7	D46	0
D.Sem.e3.Nbd7.Bd3.Bd6	D46	0
D.Sem.e3.Nbd7.Bd3.Bd6.Qc2	D46	0
D.Sem.e3.Nbd7.Bd3.Bb4	D46	0
D.Sem.e3.Nbd7.Bd3.dxc4	D47	0
D.Sem.e3.Nbd7.Bd3.dxc4.Bxc4	D47	0
D.Sem.e3.Nbd7.b3	D46	0
D.Sem.e3.Nbd7.b3.Bd6	D46	0
D.Sem.e3.Nbd7.b3.Bd6.Bb2	D46	0
D.Sem.e3.Nbd7.Ne5	D45	0
D.Sem.e3.Ne4	D45	0
D.Sem.e3.Ne4.Bd3	D45	0
D.Sem.e3.Ne4.Bd3.f5	D45	0
D.Sem.e3.Bd6	D46	0
D.Sem.e3.Bd6.Bd3	D46	0
D.Sem.e3.Bd6.Bd3.dxc4	D46	0
D.Sem.e3.Bd6.Bd3.dxc4.Bxc4	D46	0
A.KIA.Bg2	A05	0
A.KIA.Bg2	A07	1
A.KIA.Bg2	A11	2
A.KIA.Bg2.c6	A07	0
A.KIA.Bg2.c6	A11	1
A.KIA.Bg2.c6.O-O	A07	0
A.KIA.Bg2.c6.O-O	A11	1
A.KIA.Bg2.c6.O-O.Bf5	A07	0
A.KIA.Bg2.c6.O-O.Bf5	A11	1
A.KIA.Bg2.c6.O-O.Bf5.d3	A07	0
A.KIA.Bg2.c6.O-O.Bf5.d3	A11	1
A.KIA.Bg2.c6.O-O.Bg4	A07	0
A.KIA.Bg2.e6	A07	0
C.KPO.Kgt.Qe7	C40	0
C.KPO.Kgt.Qe7.Bc4	C40	0
C.KPO.Kgt.Qe7.Bc4.f5	C40	0
C.KPO.Kgt.Bc5	C40	0
C.KPO.Kgt.Bc5.Nxe5	C40	0
C.KPO.Kgt.Bc5.Nxe5.Nc6	C40	0
C.KPO.Kgt.c6	C40	0
C.KPO.Kgt.Qf6	C40	0
C.KPO.Kgt.Qf6.Bc4	C40	0
C.KPO.Kgt.Qf6.Bc4.Qg6	C40	0
C.KPO.Kgt.Qf6.Bc4.Qg6.O-O	C40	0
C.LtO.Gre.d4	C40	0
C.LtO.Gre.d4.d6	C40	0
C.LtO.Gre.d4.d6.Nc4	C40	0
C.LtO.Gre.d4.d6.Nc4.fxe4	C40	0
C.LtO.Gre.Nc4	C40	0
C.LtO.Gre.Nc4.fxe4	C40	0
C.LtO.Gre.Nc4.fxe4.d3	C40	0
C.LtO.Gre.Nc4.fxe4.Nc3	C40	0
C.Sco.Gbt.Bb4	C44	0
C.Sco.Gbt.Bb4.c3	C44	0
C.Sco.Gbt.Bb4.c3.dxc3	C44	0
C.Sco.Gbt.Bb4.c3.dxc3.O-O	C44	0
C.Sco.Gbt.Bb4.c3.dxc3.bxc3	C44	0
C.Sco.Gbt.Bc5	C44	0
C.Sco.Gbt.Bc5.Ng5	C44	0
C.Sco.Gbt.Bc5.Ng5.Nh6	C44	0
C.Sco.Gbt.Bc5.Ng5.Nh6.Qh5	C44	0
C.Sco.Gbt.Bc5.Ng5.Nh6.Nxf7	C44	0
D.Sla.Not.a4	D31	0
D.Sla.Not.a4.Bb4	D31	0
D.Sla.Not.a4.Bb4.e3	D31	0
D.Sla.Not.g3	D31	0
D.Sla.Not.Bg5	D31	0
D.Sla.Not.Bg5.f6	D31	0
D.QGD.Cmb.Nd2	D52	0
D.QGD.Cmb.Nd2.Bb4	D52	0
D.QGD.Cmb.Nd2.Bb4.Qc2	D52	0
D.QGD.Cmb.Nd2.Bb4.Qc2.O-O	D52	0
D.QGD.Cmb.Nd2.dxc4	D52	0
D.QGD.Cmb.cxd5	D52	0
D.QGD.Cmb.cxd5.Nxd5	D52	0
D.QGD.Cmb.cxd5.exd5	D52	0
A.Bir.Nf6	A02	0
A.Bir.Nf6.Nf3	A02	0
A.Bir.Nf6.Nf3.g6	A02	0
A.Bir.Nf6.Nf3.g6.b4	A02	0
A.Bir.f5	A02	0
A.Bir.f5.d4	A02	0
A.Bir.f5.d4.d5	A02	0
A.Bir.f5.e4	A02	0
A.Bir.f5.e4.fxe4	A02	0
A.Bir.f5.e4.fxe4.Nc3	A02	0
A.Bir.f5.e4.fxe4.Nc3.Nf6	A02	0
A.Bir.h6	A02	0
A.Bir.h6.Nf3	A02	0
A.Bir.h6.Nf3.g5	A02	0
A.Bir.b5	A02	0
A.Kad.c5	A00	0
A.Kad.c5.b4	A00	0
A.Kad.d5	A00	0
A.Kad.d5.d4	A00	0
A.Kad.d5.d4.c5	A00	0
A.Kad.d5.d4.c5.Nf3	A00	0
A.Kad.d5.d4.c5.Nf3.cxd4	A00	0
A.Kad.d5.d4.c5.e4	A00	0
A.Kad.e5	A00	0
A.Kad.e5.d4	A00	0
A.Kad.e5.d4.exd4	A00	0
A.Kad.e5.d4.exd4.c3	A00	0
A.Kad.f5	A00	0
A.Kad.f5.e4	A00	0
A.Kad.f5.e4.fxe4	A00	0
A.Kad.f5.e4.fxe4.d3	A00	0
A.War.a5	A00	0
A.War.e5	A00	0
A.War.e5.h4	A00	0
A.War.e5.Ra3	A00	0
A.War.b6	A00	0
A.War.b6.d4	A00	0
A.War.b6.d4.d5	A00	0
A.War.b6.d4.d5.Nc3	A00	0
A.War.b6.d4.d5.Nc3.Nd7	A00	0
A.War.b5	A00	0
A.War.b5.axb5	A00	0
A.War.b5.axb5.Bb7	A00	0
A.Hng.ReM.Nf3.Nc6	A08	0
A.Hng.ReM.Nf3.Nc6.d4	A08	0
A.Hng.ReM.Nf3.Nc6.d4.Nf6	A08	0
A.Hng.ReM.Nf3.Nc6.d4.e6	A08	0
A.Hng.ReM.Nf3.Nf6	A08	0
A.Hng.ReM.Nf3.Nf6.O-O	A08	0
A.Hng.ReM.Nf3.Nf6.O-O.e6	A08	0
A.QPO.g6.Nf3	A40	0
A.QPO.g6.Nf3.Bg7	A40	0
A.QPO.g6.Nf3.Bg7.e3	A40	0
A.QPO.g6.Nf3.Bg7.e3.c5	A40	0
A.QPO.g6.Nf3.Bg7.g3	A40	0
A.QPO.g6.Nf3.Bg7.g3.c5	A40	0
A.QPO.g6.Nf3.Bg7.Nc3	D00	0
A.QPO.g6.Nf3.Bg7.Nc3.d5	D00	0
A.QPO.g6.Nf3.Bg7.Bf4	D02	0
A.QPO.g6.Nf3.Bg7.Bf4.c5	D02	0
A.QPO.g6.h4	A40	0
A.QPO.g6.h4.Nf6	A40	0
A.QPO.g6.h4.Nf6.h5	A40	0
B.Sca.MLn.Qd6	B01	0
B.Sca.MLn.Qd6.d4	B01	0
B.Sca.MLn.Qd6.d4.Nf6	B01	0
B.Sca.MLn.Qd6.d4.Nf6.Nf3	B01	0
B.Sca.MLn.Qd6.d4.c6	B01	0
B.Sca.MLn.Qd8	B01	0
B.Sca.MLn.Qd8.d4	B01	0
B.Sca.MLn.Qd8.d4.Nf6	B01	0
B.Sca.MLn.Qd8.d4.Nf6.Nf3	B01	0
B.CaK.Kar.Ng5	B17	0
B.CaK.Kar.Ng5.Ngf6	B17	0
B.CaK.Kar.Ng5.Ndf6	B17	0
B.CaK.Kar.Ng5.Ngf6.Bd3	B17	0
B.CaK.Kar.Ng5.Ngf6.Bd3.e6	B17	0
B.CaK.Kar.Bc4	B17	0
B.CaK.Kar.Bc4.Ngf6	B17	0
B.CaK.Kar.Bc4.Ngf6.Ng5	B17	0
B.CaK.Kar.Bc4.Ngf6.Ng5.e6	B17	0
B.CaK.Kar.Bc4.Ngf6.Nxf6	B17	0
B.CaK.Kar.Bc4.Ngf6.Nxf6.Nxf6	B17	0
C.Bsh.Ber.f4	C24	0
C.Bsh.Ber.d4	C24	0
C.Bsh.Ber.d4.exd4	C24	0
C.Bsh.Ber.d4.exd4.c3	C24	0
C.Bsh.Ber.Ne2	C24	0
C.Bsh.Ber.Ne2.Nxe4	C24	0
C.Bsh.Ber.Ne2.Nxe4.Nec3	C24	0
C.Bsh.Ber.f3	C24	0
C.Bsh.Ber.f3.Bc5	C24	0
C.Bsh.Ber.f3.Bc5.Ne2	C24	0
C.Bsh.Ber.f3.Bc5.Ne2.Nc6	C24	0
C.Pet.Mod.exd4	C43	0
C.Pet.Mod.Nxe4	C43	0
C.Pet.Mod.Nxe4.Bd3	C43	0
C.Pet.Mod.Nxe4.Bd3.Nc6	C43	0
C.Pet.Mod.Nxe4.Bd3.d5	C43	0
C.Pet.Mod.Nxe4.Bd3.d5.Nxe5	C43	0
C.Pet.Mod.d5	C43	0
C.Pon.Jae.d3	C44	0
C.Pon.Jae.d3.d5	C44	0
C.Pon.Jae.d3.d5.Nbd2	C44	0
C.Pon.Jae.Bc4	C44	0
C.Pon.Jae.d4	C44	0
C.Pon.Jae.d4.Nxe4	C44	0
C.Pon.Jae.d4.Nxe4.d5	C44	0
C.Pon.Jae.d4.Nxe4.d5.Bc5	C44	0
C.Fou.Sco.exd4	C47	0
C.Fou.Sco.exd4.Nxd4	C47	0
C.Fou.Sco.exd4.Nxd4.Nxe4	C47	0
C.Fou.Sco.Bb4	C47	0
C.Fou.Sco.Bb4.Nxe5	C47	0
C.Fou.Sco.Bb4.Nxe5.Qe7	C47	0
C.Fou.Sco.Bb4.d5	C47	0
C.Fou.Sco.Bb4.d5.Nd4	C47	0
A.Bar.e5	A00	0
A.Bar.e5.g4	A00	0
A.Bar.e5.g4.Qh4	A00	0
A.Bar.e5.Kf2	A00	0
A.Bar.d5	A00	0
A.Bar.d5.e4	A00	0
A.Bar.d5.e4.g6	A00	0
A.Bar.d5.e4.g6.d4	A00	0
A.Bar.d5.e4.g6.d4.dxe4	A00	0
A.Bar.f5	A00	0
A.Bar.f5.e4	A00	0
A.Bar.f5.e4.fxe4	A00	0
A.Bar.f5.e4.fxe4.Nc3	A00	0
A.Gro.Gbt.c6	A00	0
A.Gro.Gbt.c6.c4	A00	0
A.Gro.Gbt.c6.c4.dxc4	A00	0
A.Gro.Gbt.c6.c4.dxc4.b3	A00	0
A.Gro.Gbt.h5	A00	0
A.Gro.Gbt.h5.gxh5	A00	0
A.Gro.Gbt.e5	A00	0
A.Gro.Gbt.e5.d4	A00	0
A.Gro.Gbt.e5.d4.exd4	A00	0
A.Gro.Gbt.e5.d4.exd4.c3	A00	0
A.Pol.Cen.Bb2	A00	0
A.Pol.Cen.Bb2.Nf6	A00	0
A.Pol.Cen.Bb2.Nf6.Nf3	A00	0
A.Pol.Cen.Bb2.Qd6	A00	0
A.Pol.Cen.Bb2.c6	A00	0
A.Pol.Cen.Bb2.c6.a4	A00	0
A.Pol.Cen.Nf3	A06	0
A.VtK.e5	A00	0
A.VtK.e5.Bc4	A00	0
A.VtK.e5.Bc4.b5	A00	0
A.VtK.e5.Bc4.b5.Bb3	A00	0
A.VtK.e5.Nc3	A00	0
A.VtK.e5.Nc3.Nf6	A00	0
A.VtK.e5.Nc3.Nf6.f4	A00	0
A.VtK.e5.Nc3.Nf6.f4.exf4	A00	0
A.VtK.e5.Nc3.Nc6	A00	0
A.VtK.e5.Nc3.Nc6.f4	A00	0
A.VtK.e5.Nc3.d5	A00	0
A.VtK.e5.Nc3.d5.f4	A00	0
A.Mod.Nc3	A40	0
A.Mod.Nc3	A42	1
A.Mod.Nc3.c5	A40	0
A.Mod.Nc3.c5	A42	1
A.Mod.Nc3.c5.e3	A40	0
A.Mod.Nc3.c5.d5	A40	0
A.Mod.Nc3.c5.d5.Bxc3	A40	0
A.Mod.Nc3.c5.d5.Bxc3.bxc3	A40	0
E.Ben.Old.dxc5	A43	0
E.Ben.Old.dxc5.Na6	A43	0
E.Ben.Old.dxc5.b6	A43	0
E.Ben.Old.c4	A43	0
E.Ben.Old.c4.cxd4	A43	0
E.Ben.Old.c4.cxd4.e3	A43	0
B.Pir.Pre.f4	B00	0
B.Pir.Pre.f4.d5	B00	0
B.Pir.Pre.f4.d5.exd5	B00	0
B.Pir.Pre.f4.d5.exd5.Nf6	B00	0
B.Pir.Pre.h4	B00	0
B.Pir.Pre.g4	B00	0
B.Sca.Nf6.d4	B01	0
B.Sca.Nf6.d4.g6	B01	0
B.Sca.Nf6.d4.g6.c4	B01	0
B.Sca.Nf6.d4.g6.c4.b5	B01	0
B.Sca.Nf6.d4.c6	B01	0
B.Sca.Nf6.d4.c6.dxc6	B01	0
B.Sca.Nf6.d4.c6.dxc6.e5	B01	0
D.Bgm.Acc.Nxf3	D00	0
D.Bgm.Acc.Nxf3.Qd6	D00	0
D.Bgm.Acc.Nxf3.c5	D00	0
D.Bgm.Acc.Nxf3.Nc6	D00	0
D.Bgm.Acc.Nxf3.b6	D00	0
D.Bgm.Acc.Nxf3.Nbd7	D00	0
D.QPG.Chi.e6	D00	0
D.QPG.Chi.e6	D01	1
D.QPG.Chi.e6.Bf4	D01	0
D.QPG.Chi.Bg4	D00	0
D.QPG.Chi.e5	D00	0
D.QPG.Chi.h5	D00	0
D.QGD.Exc.Bg5	D35	0
D.QGD.Exc.Bg5	D36	1
D.QGD.Exc.Bg5.c6	D35	0
D.QGD.Exc.Bg5.c6	D36	1
D.QGD.Exc.Bg5.c6.Qc2	D36	0
D.QGD.Exc.Bg5.Be7	D35	0
D.QGD.Exc.Bg5.Be7.e3	D35	0
D.QGD.Exc.Bg5.Be7.e3.h6	D35	0
D.QGD.Lsk.Bxe7	D56	0
D.QGD.Lsk.Bxe7	D57	1
D.QGD.Lsk.Bxe7.Qxe7	D56	0
D.QGD.Lsk.Bxe7.Qxe7	D57	1
D.QGD.Lsk.Bxe7.Qxe7.Qc2	D56	0
D.QGD.Lsk.Bxe7.Qxe7.cxd5	D57	0
D.QGD.Lsk.Bxe7.Qxe7.cxd5.Nxc3	D57	0
E.Nim.Kas.c5	E20	0
E.Nim.Kas.c5	E21	1
E.Nim.Kas.c5.g3	E20	0
E.Nim.Kas.c5.g3.O-O	E20	0
E.Nim.Kas.c5.g3.cxd4	E20	0
E.Nim.Kas.c5.g3.cxd4.Nxd4	E20	0
E.Nim.Kas.b6	E43	0
E.Nim.Kas.b6.e3	E43	0
E.Nim.Kas.b6.e3.Ne4	E43	0
E.Nim.Kas.b6.e3.Ne4.Qc2	E43	0
E.Nim.Cls.Noa.Ne4	E36	0
E.Nim.Cls.Noa.Ne4	E37	1
E.Nim.Cls.Noa.Ne4.Qc2	E37	0
E.Nim.Cls.Noa.Ne4.Qc2.c5	E37	0
E.Nim.Cls.Noa.Ne4.Qc2.Nc6	E37	0
E.Nim.Cls.Noa.Nc6	E36	0
E.Nim.Cls.Noa.c5	E36	0
E.Nim.Rub.Cls.Nf3	E48	0
E.Nim.Rub.Cls.Nf3	E51	1
E.Nim.Rub.Cls.Nf3	E52	2
E.Nim.Rub.Cls.Nf3.Nc6	E48	0
E.Nim.Rub.Cls.Nf3.Nc6	E51	1
E.Nim.Rub.Cls.Nf3.Nc6.O-O	E48	0
E.Nim.Rub.Cls.Nf3.Nc6.O-O	E51	1
E.Nim.Rub.Cls.Nf3.b6	E52	0
E.Nim.Rub.Cls.a3	E49	0
E.Nim.Rub.Cls.a3	E59	1
E.Nim.Rub.Cls.a3.Bxc3	E49	0
E.Nim.Rub.Cls.a3.Bxc3	E59	1
E.Nim.Rub.Cls.a3.Bxc3.bxc3	E49	0
E.Nim.Rub.Cls.a3.Bxc3.bxc3	E59	1
A.Ret.Adv.b4	A09	0
A.Ret.Adv.b4.c5	A09	0
A.Ret.Adv.b4.g5	A09	0
A.Ret.Adv.Rg1	A09	0
A.Ret.Adv.e3	A09	0
A.Ret.Adv.e3.c5	A09	0
A.Ret.Adv.e3.c5.b4	A09	0
A.Eng.Mik.Nc6	A18	0
A.Eng.Mik.d5	A18	0
A.Eng.Mik.d5.e5	A18	0
A.Eng.Mik.c5	A19	0
A.Eng.Mik.c5.e5	A19	0
A.Eng.Mik.c5.e5.Ng8	A19	0
A.OID.Nf6.g4	A53	0
A.OID.Nf6.Nc3	A53	0
A.OID.Nf6.Nc3.c6	A53	0
A.OID.Nf6.Nf3	A53	0
A.OID.Nf6.Nf3	A54	1
A.OID.Nf6.Nf3.c6	A53	0
A.OID.Nf6.Nf3.Bg4	A54	0
A.Hol.Alp.e6	A80	0
A.Hol.Alp.e6.g4	A80	0
A.Hol.Alp.g6	A80	0
A.Hol.Alp.g6.g4	A80	0
A.Hol.Alp.d6	A80	0
A.Hol.Alp.d6.g4	A80	0
A.Hol.Alp.d5	A80	0
A.Hol.Alp.d5.g4	A80	0
A.Hol.Sta.MLn.g6	A83	0
A.Hol.Sta.MLn.g6.h4	A83	0
A.Hol.Sta.MLn.g6.f3	A83	0
A.Hol.Sta.MLn.c6	A83	0
A.Hol.Sta.MLn.b6	A83	0
B.CaK.Two.dxe4	B10	0
B.CaK.Two.dxe4	B11	1
B.CaK.Two.dxe4.Ng5	B10	0
B.CaK.Two.Bg4	B11	0
B.CaK.Two.Bg4.h3	B11	0
B.CaK.Two.Bg4.h3.Bxf3	B11	0
B.CaK.Two.Bg4.h3.Bh5	B11	0
B.CaK.Pmv.Nf6	B13	0
B.CaK.Pmv.Nf6	B14	1
B.CaK.Pmv.Nf6.c5	B13	0
B.CaK.Pmv.Nf6.Nc3	B13	0
B.CaK.Pmv.Nf6.Nc3	B14	1
B.CaK.Pmv.Nf6.Nc3.e6	B14	0
B.CaK.Pmv.Nf6.Nc3.e6.Nf3	B14	0
B.CaK.Cls.Ng3	B18	0
B.CaK.Cls.Ng3.Bg6	B18	0
