ocn1	match_kind	matched_plies	total_plies	lichess_eco	lichess_name
A.Mie	exact	1	1	A00	Mieses Opening
A.And	exact	1	1	A00	Anderssen's Opening
A.Clm	exact	1	1	A00	Clemenz Opening
A.Ama	exact	1	1	A00	Amar Opening
A.Sod	exact	1	1	A00	Sodium Attack
A.Eng.Org	exact	3	3	A15	English Orangutan
A.Owe.Eng	prefix	2	4	A40	English Defense
A.Mik	exact	2	2	A40	Mikenas Defense
A.Hor	exact	2	2	A40	Horwitz Defense
A.Kan	exact	4	4	A40	Kangaroo Defense
A.Egl	exact	2	2	A40	Englund Gambit
A.Egl.Dec	exact	3	3	A40	Englund Gambit Declined
D.QPG	exact	2	2	D00	Queen's Pawn Game
D.QPG.Ama	exact	3	3	D00	Amazon Attack
D.QPG.Lev	exact	3	3	D00	Queen's Pawn Game: Levitsky Attack
D.Bgm.Acc	exact	8	8	D00	Blackmar-Diemer Gambit Accepted
D.Bgm.Dec	exact	8	8	D00	Blackmar-Diemer Gambit Declined: Brombacher Countergambit
D.Rub	exact	9	9	D05	Rubinstein Opening
D.Chi.Jan	exact	6	6	D07	Queen's Gambit Declined: Chigorin Defense
C.Thr	exact	5	5	C46	Three Knights Opening
C.Thr.Stn	exact	6	6	C46	Three Knights Opening: Steinitz Defense
C.Ele	exact	4	4	C40	Elephant Gambit
C.Dam	exact	4	4	C40	King's Pawn Game: Damiano Defense
C.Cen.Dsh.Acc	exact	6	6	C21	Danish Gambit Accepted
C.LtO.Acc	exact	5	5	C40	Latvian Gambit Accepted
C.KPO	exact	2	2	C20	King's Pawn Game
C.KPO.Nap	exact	3	3	C20	King's Pawn Game: Napoleon Attack
C.KPO.Prt	exact	3	3	C20	Portuguese Opening
C.KPO.Kgt	exact	3	3	C40	King's Knight Opening
B.Brg	exact	2	2	B00	Borg Defense
B.StG	exact	2	2	B00	St. George Defense
B.Lio	exact	5	5	B00	Lion Defense: Lion's Jaw
B.Rat	prefix	3	4	B00	Pirc Defense
B.Car	exact	2	2	B00	Carr Defense
B.Gld	exact	2	2	B00	Goldsmith Defense
B.Hip	exact	2	2	B00	Hippopotamus Defense
B.War	exact	2	2	B00	Ware Defense
B.OwM.Eng	prefix	2	4	B00	Owen Defense
E.Blf	exact	8	8	E10	Blumenfeld Countergambit
E.Blf.Acc	prefix	8	11	E10	Blumenfeld Countergambit
E.Gru.Neo	exact	6	6	D70	Neo-Grünfeld Defense: with g3
E.Ben.Bnk.Acc	exact	8	8	A57	Benko Gambit Accepted
E.Ben.Bnk.Dec	exact	7	7	A57	Benko Gambit Declined: Bishop Attack
E.Gru.Brn.Nad	prefix	10	11	D83	Grünfeld Defense: Brinckmann Attack, Grünfeld Gambit
D.QGA.Old	prefix	5	6	D20	Queen's Gambit Accepted: Old Variation
D.QGA.Ale	prefix	6	8	D20	Queen's Gambit Accepted: Central Variation, Alekhine System
D.QGA.Flo	exact	10	10	D20	Queen's Gambit Accepted: Linares Variation
D.QGA.Bog	exact	8	8	D25	Queen's Gambit Accepted: Winawer Defense
D.Sla.Sch	prefix	5	8	D10	Slav Defense
D.Sla.Qui	exact	8	8	D12	Slav Defense: Quiet Variation, Schallopp Defense
D.Sla.Cze	exact	11	11	D18	Slav Defense: Czech Variation, Classical System
D.Sla.Stn	prefix	5	8	D10	Slav Defense
D.Sem.Not	prefix	8	10	D43	Semi-Slav Defense
D.Sem.Mer.Rab	prefix	8	16	D43	Semi-Slav Defense
D.Sem.Mer.Lun	prefix	8	17	D43	Semi-Slav Defense
D.Sem.Bg5.Mos.Qxf6	exact	12	12	D43	Semi-Slav Defense: Moscow Variation
D.QGD.Ort.Rub	prefix	8	14	D53	Queen's Gambit Declined
D.QGD.Ort.Cap	prefix	8	16	D53	Queen's Gambit Declined
D.QGD.Exc.Car	prefix	6	12	D35	Queen's Gambit Declined: Normal Defense
D.QGD.Exc.Min	prefix	6	15	D35	Queen's Gambit Declined: Normal Defense
D.Cat.Ope.Yug	prefix	4	12	D30	Queen's Gambit Declined
D.Cat.Ope.Bb4	prefix	4	11	D30	Queen's Gambit Declined
D.Cat.Cls.Kor	prefix	4	14	D30	Queen's Gambit Declined
D.Tar.HSc	exact	8	8	D32	Tarrasch Defense: Schara Gambit
D.STa.Kmo	prefix	6	14	D35	Queen's Gambit Declined: Normal Defense
E.KID.Cls.Bol	exact	14	14	E94	King's Indian Defense: Orthodox Variation, Ukrainian Defense
E.KID.Cls.Ort	exact	14	14	E97	King's Indian Defense: Orthodox Variation, Aronin-Taimanov Defense
E.KID.Cls.Arb	prefix	14	15	E97	King's Indian Defense: Orthodox Variation, Aronin-Taimanov Defense
E.KID.Sml.Bob	exact	14	14	E83	King's Indian Defense: Sämisch Variation, Ruban Variation
E.KID.Sml.Krs	prefix	10	11	E81	King's Indian Defense: Sämisch Variation, Normal Defense
E.KID.Fch.Sim	prefix	5	14	E61	King's Indian Defense
E.KID.Fch.Kav	prefix	5	14	E61	King's Indian Defense
E.KID.Avk.Fle	prefix	12	13	E73	King's Indian Defense: Averbakh Variation, Flexible Defense
E.Nim.Rub.Flo	exact	10	10	E45	Nimzo-Indian Defense: St. Petersburg Variation, Fischer Variation
E.Nim.Rub.Res	exact	9	9	E47	Nimzo-Indian Defense: Normal Variation
E.Nim.Rub.Kmo	prefix	8	14	E46	Nimzo-Indian Defense: Normal Variation
E.Nim.Cls.Noa	prefix	9	11	E36	Nimzo-Indian Defense: Classical Variation, Noa Variation
E.Nim.Cls.Bot	prefix	10	12	E39	Nimzo-Indian Defense: Classical Variation, Berlin Variation, Pirc Variation
E.Nim.Cls.Mil	prefix	7	11	E32	Nimzo-Indian Defense: Classical Variation
E.Nim.Sml.Kmo	prefix	7	12	E24	Nimzo-Indian Defense: Sämisch Variation
E.QID.Pet.Kas	prefix	7	10	E12	Queen's Indian Defense: Petrosian Variation
E.QID.Mod.Fch	prefix	11	12	E17	Queen's Indian Defense: Classical Variation
E.QID.Euw	exact	9	9	E14	Queen's Indian Defense: Spassky System
E.Bog.Rom	prefix	8	10	E11	Bogo-Indian Defense: Exchange Variation
E.Bog.Ret.Fch	prefix	8	9	E11	Bogo-Indian Defense: Retreat Variation
E.OldI.Cls	prefix	7	8	A54	Old Indian Defense: Two Knights Variation
E.OldI.Jan	exact	6	6	A53	Old Indian Defense: Janowski Variation
E.Gru.Rus.Prz	prefix	9	12	D96	Grünfeld Defense: Russian Variation
E.Gru.Rus.Szs	prefix	9	12	D96	Grünfeld Defense: Russian Variation
E.Gru.Exc.SeV	prefix	8	12	D85	Grünfeld Defense: Exchange Variation
E.Gru.Exc.Mod	prefix	8	11	D85	Grünfeld Defense: Exchange Variation
E.Gru.Fch.Pac	prefix	8	12	D90	Grünfeld Defense: Three Knights Variation
E.Blf.Dec	exact	9	9	E10	Blumenfeld Countergambit: Duz-Khotimirsky Variation
A.Pol.Cen	exact	2	2	A00	Polish Opening, with d5
A.Pol.Bhm	exact	2	2	A00	Polish Opening: Birmingham Gambit
A.Pol.Cze	exact	4	4	A00	Polish Opening: Czech Defense
A.Gro.Gbt	exact	3	3	A00	Grob Opening: Grob Gambit
A.Gro.Zil	exact	5	5	A00	Grob Opening: Zilbermints Gambit
A.Hng.Cat	exact	4	4	A00	Hungarian Opening: Catalan Formation
A.Hng.Sic	exact	2	2	A00	Hungarian Opening: Sicilian Invitation
A.Van.ReN	exact	2	2	A00	Van Geet Opening: Reversed Nimzowitsch
A.Van.ReS	exact	7	7	A00	Van Geet Opening: Reversed Scandinavian
A.Van.Tub	exact	3	3	A00	Van Geet Opening: Tübingen Gambit
A.Bir.Dut	exact	2	2	A03	Bird Opening: Dutch Variation
A.Bir.Fro.Lsk	exact	8	8	A02	Bird Opening: From's Gambit, Lasker Variation
D.QPG.Lon	exact	3	3	D00	Queen's Pawn Game: Accelerated London System
D.QPG.Chi	exact	3	3	D00	Queen's Pawn Game: Chigorin Variation
D.QPG.Mas	exact	3	3	D00	Queen's Pawn Game: Mason Attack
D.QPG.Sto	exact	5	5	D00	Queen's Pawn Game: Stonewall Attack
D.QPG.Zuk	exact	3	3	D02	Queen's Pawn Game: Zukertort Variation
D.QPG.Tor	exact	5	5	D03	Queen's Pawn Game: Torre Attack
D.Bgm.Acc.Bog	exact	10	10	D00	Blackmar-Diemer Gambit Accepted: Bogoljubow Defense
D.Bgm.Acc.Euw	exact	10	10	D00	Blackmar-Diemer Gambit Accepted: Euwe Defense
D.Bgm.Acc.Tei	exact	10	10	D00	Blackmar-Diemer Gambit Accepted: Teichmann Defense
D.Chi.Exc	exact	6	6	D07	Queen's Gambit Declined: Chigorin Defense, Exchange Variation
D.Chi.Laz	exact	6	6	D07	Queen's Gambit Declined: Chigorin Defense, Lazard Gambit
D.Chi.MLn	exact	6	6	D07	Queen's Gambit Declined: Chigorin Defense, Main Line
D.Sla.Dim	exact	5	5	D10	Slav Defense: Diemer Gambit
D.Sla.Win	exact	6	6	D10	Slav Defense: Winawer Countergambit
D.Sla.Exc.Boo	exact	9	9	D10	Slav Defense: Exchange Variation, Boor Attack
D.Sla.Che.Adv	exact	9	9	D15	Slav Defense: Chebanenko Variation, Advance System
D.Sla.Cls.Bld	exact	11	11	D17	Slav Defense: Czech Variation, Bled Attack
D.Tar.Mar	exact	9	9	D32	Tarrasch Defense: Marshall Gambit
D.Tar.Prg	exact	12	12	D33	Tarrasch Defense: Prague Variation
D.Tar.Cls	exact	16	16	D34	Tarrasch Defense: Classical Variation
D.STa.Pil	exact	9	9	D40	Queen's Gambit Declined: Semi-Tarrasch Defense, Pillsbury Variation
D.STa.Sym	exact	14	14	D40	Queen's Gambit Declined: Semi-Tarrasch Defense, Symmetrical Variation
E.Bog.NEn	exact	7	7	E11	Bogo-Indian Defense: New England Variation
E.QID.Pet.And	exact	10	10	E12	Queen's Indian Defense: Kasparov-Petrosian Variation, Andersson Variation
E.QID.Pet.Hdg	exact	10	10	E12	Queen's Indian Defense: Kasparov-Petrosian Variation, Hedgehog Variation
E.Nim.Kas.Kor	exact	9	9	E21	Nimzo-Indian Defense: Three Knights Variation, Korchnoi Variation
E.Nim.Spl.Rom	exact	10	10	E23	Nimzo-Indian Defense: Spielmann Variation, Romanovsky Gambit
E.Nim.Lng.Avg	exact	12	12	E30	Nimzo-Indian Defense: Leningrad Variation, Averbakh Gambit
E.Nim.Cls.Zur	exact	8	8	E33	Nimzo-Indian Defense: Classical Variation, Zurich Variation
E.Nim.Rub.Tai	exact	8	8	E40	Nimzo-Indian Defense: Rubinstein System, Taimanov Variation
E.Nim.Rub.StP	exact	8	8	E43	Nimzo-Indian Defense: St. Petersburg Variation
E.QID.Mod.Sms	exact	10	10	E15	Queen's Indian Defense: Fianchetto Variation, Sämisch Variation
E.Gru.Fch.Euw	prefix	8	11	D90	Grünfeld Defense: Three Knights Variation
E.Blf.Spl	exact	12	12	E10	Blumenfeld Countergambit: Spielmann Variation
C.Ita.Evn.Acc	exact	8	8	C51	Italian Game: Evans Gambit Accepted
C.Ita.Evn.Dec	exact	8	8	C51	Italian Game: Evans Gambit Declined
C.RyL.Shl.Jae	exact	7	7	C63	Ruy Lopez: Schliemann Defense, Dyckhoff Variation
C.Pet.Thr	exact	5	5	C42	Petrov's Defense: Three Knights Game
A.Gro.Dbl	exact	2	2	A00	Grob Opening: Double Grob
A.Gro.Als	exact	2	2	A00	Grob Opening: Alessi Gambit
A.Gro.Kee	exact	6	6	A00	Grob Opening: Keene Defense
A.Gro.Spk	exact	5	5	A00	Grob Opening: Spike Attack
A.Hng.Sym	exact	2	2	A00	Hungarian Opening: Symmetrical Variation
A.Hng.Sla	exact	4	4	A00	Hungarian Opening: Slav Formation
A.Hng.ReM	exact	4	4	A00	Hungarian Opening: Reversed Modern Defense
A.Hng.ReA	exact	3	3	A00	Hungarian Opening: Reversed Alekhine
A.Pol.Dut	exact	2	2	A00	Polish Opening: Dutch Defense
A.Pol.Bug	exact	5	5	A00	Polish Opening: Bugayev Advance Variation
A.Pol.Bal	exact	4	4	A00	Polish Opening: Baltic Defense
A.Bir.Hob	exact	2	2	A02	Bird Opening: Hobbs Gambit
A.Bir.Hor	exact	2	2	A02	Bird Opening: Horsefly Defense
A.Bir.Muj	exact	3	3	A02	Bird Opening: Mujannah
A.Bir.Wil	exact	3	3	A03	Bird Opening: Williams Gambit
D.QPG.Lev.Wel	exact	4	4	D00	Queen's Pawn Game: Levitsky Attack, Welling Variation
D.QPG.Lon.Stn	exact	4	4	D00	Queen's Pawn Game: Accelerated London System, Steinitz Countergambit
D.QPG.Chi.Alb	exact	4	4	D00	Queen's Pawn Game: Chigorin Variation, Alburt Defense
D.QPG.Chi.Iri	exact	4	4	D00	Queen's Pawn Game: Chigorin Variation, Irish Gambit
D.QPG.Zur	exact	3	3	D00	Queen's Pawn Game: Zurich Gambit
D.QPG.Tor.Gos	exact	6	6	D03	Queen's Pawn Game: Torre Attack, Gossip Variation
D.Bgm.Acc.Gun	exact	10	10	D00	Blackmar-Diemer Gambit Accepted: Gunderam Defense
D.Bgm.Acc.Zie	exact	10	10	D00	Blackmar-Diemer Gambit Accepted: Ziegler Defense
D.Bgm.Dec.Elb	exact	8	8	D00	Blackmar-Diemer Gambit Declined: Elbert Countergambit
D.Bgm.Dec.Lam	exact	8	8	D00	Blackmar-Diemer Gambit Declined: Lamb Defense
D.Chi.Tar	exact	6	6	D07	Queen's Gambit Declined: Chigorin Defense, Tartakower Gambit
D.Chi.Jan.Mod	exact	8	8	D07	Queen's Gambit Declined: Chigorin Defense, Modern Gambit
D.Sla.Qui.Pin	exact	8	8	D11	Slav Defense: Quiet Variation, Pin Defense
D.Sla.Exc.Sym	exact	12	12	D14	Slav Defense: Exchange Variation, Symmetrical Line
D.Sla.Che.Bf5	exact	10	10	D15	Slav Defense: Chebanenko Variation
D.Sem.Not.Abr	prefix	8	12	D43	Semi-Slav Defense
D.Sem.Bg5.Mos.Hst	exact	13	13	D43	Semi-Slav Defense: Hastings Variation
B.Sca.MLn	prefix	4	5	B01	Scandinavian Defense: Mieses-Kotroc Variation
B.Sca.Mod.Mie	prefix	6	7	B01	Scandinavian Defense: Main Line
B.Sca.Nf6	exact	4	4	B01	Scandinavian Defense: Modern Variation
B.Sca.Nf6.Mar	exact	6	6	B01	Scandinavian Defense: Marshall Variation
B.Fre.Win.Arm	exact	10	10	C17	French Defense: Winawer Variation, Retreat Variation
B.Fre.Tar.Gui	exact	6	6	C03	French Defense: Tarrasch Variation, Guimard Defense
B.Fre.Adv.Nim	exact	10	10	C02	French Defense: Advance Variation, Wade Variation
B.CaK.Adv.Bot	exact	6	6	B12	Caro-Kann Defense: Advance Variation, Botvinnik-Carls Defense
B.Pir.Aus.Drg	exact	10	10	B09	Pirc Defense: Austrian Attack
C.Ita.Evn.Acc.Stn	exact	10	10	C52	Italian Game: Evans Gambit, Main Line
C.Bsh.Ber	exact	4	4	C24	Bishop's Opening: Berlin Defense
C.Bsh.Cal	exact	4	4	C23	Bishop's Opening: Calabrese Countergambit
C.Pet.Thr.Fou	prefix	5	6	C42	Petrov's Defense: Three Knights Game
E.QID.Nim.NAt	exact	9	9	E15	Queen's Indian Defense: Fianchetto Variation, Nimzowitsch Variation, Nimzowitsch Attack
E.QID.Nim.Qui	exact	9	9	E15	Queen's Indian Defense: Fianchetto Variation, Nimzowitsch Variation, Quiet Line
E.QID.Cls.Krm	exact	13	13	E17	Queen's Indian Defense: Fianchetto Variation, Kramnik Variation
E.Gru.Neo.Exc	prefix	6	9	D70	Neo-Grünfeld Defense: with g3
E.Bog.Grn	exact	7	7	E11	Bogo-Indian Defense: Grünfeld Variation
A.Ama.Par	exact	5	5	A00	Amar Opening: Paris Gambit
A.And.Pol	exact	3	3	A00	Anderssen's Opening: Polish Gambit
A.Clm.Spk	exact	3	3	A00	Clemenz Opening: Spike Lee Gambit
A.Kad.Beg	exact	3	3	A00	Kádas Opening: Beginner's Trap
A.Kad.Koo	exact	2	2	A00	Kádas Opening: Koola-Koola Variation
A.Kad.Sch	exact	2	2	A00	Kádas Opening: Schneider Gambit
A.Mie.ReR	exact	2	2	A00	Mieses Opening: Reversed Rat
A.Mie.Ven	exact	5	5	A00	Mieses Opening: Venezolana Variation
A.Lar.Mod	exact	4	4	A01	Nimzo-Larsen Attack: Modern Variation
A.Lon.Psn	prefix	5	9	D02	Queen's Pawn Game: London System
A.Tor.Nim	exact	6	6	A46	Torre Attack: Classical Defense, Nimzowitsch Variation
A.Pol.Out	prefix	1	4	A00	Polish Opening
B.Sic.Ros.Cls	exact	6	6	B31	Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation
B.Sic.Ros.Nim	prefix	5	6	B30	Sicilian Defense: Nyezhmetdinov-Rossolimo Attack
B.Sic.Alp.Nf6	prefix	3	4	B22	Sicilian Defense: Alapin Variation
B.Sic.Alp.Cen	prefix	3	4	B22	Sicilian Defense: Alapin Variation
B.Sic.SmM.Acc	exact	6	6	B21	Sicilian Defense: Smith-Morra Gambit Accepted
B.Sic.SmM.Dec	exact	6	6	B21	Sicilian Defense: Smith-Morra Gambit Declined, Alapin Formation
B.Sic.OKe.MLn	prefix	5	10	B28	Sicilian Defense: O'Kelly Variation, Normal System
B.CaK.Pmv.Fch	exact	10	10	B14	Caro-Kann Defense: Panov Attack, Fianchetto Defense
B.CaK.Pmv.Nc6	exact	10	10	B13	Caro-Kann Defense: Panov Attack, Modern Defense
B.Ale.Fou.Trd	prefix	9	12	B03	Alekhine Defense: Four Pawns Attack
B.Pir.Aus.Unz	prefix	7	12	B09	Pirc Defense: Austrian Attack
B.Fre.Exc.Mon	exact	7	7	C01	French Defense: Exchange Variation, Monte Carlo Variation
C.RyL.Ber.Cls	prefix	7	8	C65	Ruy Lopez: Berlin Defense
C.RyL.Mor.Ark.Ctr	prefix	12	13	C78	Ruy Lopez: Morphy Defense, Arkhangelsk Variation
C.Ita.Pia.Nf6	prefix	7	8	C50	Italian Game: Giuoco Pianissimo
C.Ita.Pia.Wai	prefix	7	8	C50	Italian Game: Giuoco Pianissimo
C.Sco.Cls.Sch	prefix	8	12	C45	Scotch Game: Classical Variation
C.Sco.Mie.Ste	prefix	8	10	C45	Scotch Game: Schmidt Variation
C.Pet.Mod.Stn	prefix	6	8	C43	Petrov's Defense: Modern Attack
C.PhD.Exc	exact	7	7	C41	Philidor Defense: Exchange Variation
C.Bsh.Urs.Kei	prefix	7	8	C43	Bishop's Opening: Urusov Gambit
C.KGm.Dec.Cls	prefix	4	6	C30	King's Gambit Declined: Classical Variation
D.QGA.Cen.McD	exact	6	6	D20	Queen's Gambit Accepted: Central Variation, McDonnell Defense
D.QGA.Cen.Gre	exact	6	6	D20	Queen's Gambit Accepted: Central Variation, Greco Variation
D.QGA.Cen.Mod	exact	6	6	D20	Queen's Gambit Accepted: Central Variation, Modern Defense
D.QGA.Cls.Rub	exact	13	13	D27	Queen's Gambit Accepted: Classical Defense, Rubinstein Variation
D.QGA.Cls.Ale	exact	13	13	D28	Queen's Gambit Accepted: Classical Defense, Alekhine System
D.Sem.Mar	exact	7	7	D31	Semi-Slav Defense: Marshall Gambit
D.Sem.Mar.MLn	exact	11	11	D31	Semi-Slav Defense: Marshall Gambit, Main Line
D.Sem.Bg5.Bot.MLn	prefix	11	15	D44	Semi-Slav Defense: Botvinnik Variation
D.STa.End	prefix	6	15	D35	Queen's Gambit Declined: Normal Defense
D.QGD.Rag.Bg5	prefix	6	9	D35	Queen's Gambit Declined: Normal Defense
E.Nim.Kas.Euw	exact	10	10	E21	Nimzo-Indian Defense: Three Knights Variation, Euwe Variation
E.Nim.Sml.OKe	exact	12	12	E26	Nimzo-Indian Defense: Sämisch Variation, O'Kelly Variation
E.QID.Mod.Brg	exact	13	13	E15	Queen's Indian Defense: Buerger Variation
E.QID.Cls.Tiv	exact	14	14	E18	Queen's Indian Defense: Classical Variation, Tiviakov Defense
E.KID.Cls.Kor	exact	17	17	E98	King's Indian Defense: Orthodox Variation, Classical System
E.OldI.Fch	prefix	7	9	A54	Old Indian Defense: Two Knights Variation
E.Ben.Old.Adv	exact	3	3	A43	Benoni Defense: Old Benoni
E.Ben.Old.Sch	exact	6	6	A43	Benoni Defense: Old Benoni, Schmid Variation
E.Ben.Old.Sna	exact	4	4	A43	Benoni Defense: Snail Variation
E.Ben.Old.Zil	exact	3	3	A43	Benoni Defense: Zilbermints-Benoni Gambit
E.Ben.Mod.Snk	exact	10	10	A60	Benoni Defense: Modern Variation, Snake Variation
E.Ben.Mod.Tai	exact	15	15	A67	Benoni Defense: Taimanov Variation
A.Hol.Rap	exact	3	3	A80	Dutch Defense: Raphael Variation
A.Hol.Kre	exact	3	3	A80	Dutch Defense: Krejcik Gambit
A.Hol.Alp	exact	3	3	A80	Dutch Defense: Alapin Variation
A.Eng.Sym.Rub	prefix	3	10	A30	English Opening: Symmetrical Variation
B.Sic.Dra.Yug.Sol	exact	19	19	B78	Sicilian Defense: Dragon Variation, Yugoslav Attack
B.Sic.Dra.Yug.Chn	exact	20	20	B78	Sicilian Defense: Dragon Variation, Yugoslav Attack, Old Line
B.Sic.Cls.Soz	exact	11	11	B57	Sicilian Defense: Classical Variation, Sozin Attack
B.Sic.Cls.Bol	exact	12	12	B58	Sicilian Defense: Boleslavsky Variation
B.Sic.Kan.Tal	prefix	9	12	B41	Sicilian Defense: Kan Variation, Maróczy Bind, Réti Variation
B.Sic.Kan.Koc	prefix	9	12	B42	Sicilian Defense: Kan Variation, Modern Variation
B.CaK.Cls.Spd	prefix	6	12	B15	Caro-Kann Defense
B.CaK.Kar.Sml	prefix	6	10	B15	Caro-Kann Defense
B.Ale.Mod.KID	exact	8	8	B04	Alekhine Defense: Modern Variation, Alburt Variation
B.Pir.150.Arg	prefix	6	8	B07	Pirc Defense
C.RyL.Ber.Wal	prefix	10	14	C67	Ruy Lopez: Berlin Defense, l'Hermet Variation
C.RyL.Mor.Ark.Qe2	prefix	12	13	C78	Ruy Lopez: Morphy Defense, Arkhangelsk Variation
C.RyL.Mor.NeA.Ctr	prefix	10	11	C78	Ruy Lopez: Morphy Defense, Neo-Arkhangelsk Variation
C.Ita.Evn.Acc.Mor	prefix	12	13	C52	Italian Game: Evans Gambit, Pierce Defense
C.Ita.Two.Ng5.Nxd	prefix	8	10	C57	Italian Game: Two Knights Defense, Knight Attack, Normal Variation
C.Sco.Gor.Nc3	prefix	7	9	C44	Scotch Game: Göring Gambit
C.Sco.Gbt.Max	prefix	8	9	C44	Scotch Game: Haxo Gambit
C.Vie.Gbt.Pie	prefix	5	7	C29	Vienna Game: Vienna Gambit
C.Pet.Coc.Kin	exact	9	9	C42	Petrov's Defense: Cochrane Gambit, Center Variation
C.KGm.Acc.Muz.Dbl	prefix	9	10	C37	King's Gambit Accepted: Muzio Gambit, Wild Muzio Gambit
D.QGA.Jan.Fur	exact	7	7	D21	Queen's Gambit Accepted: Alekhine Defense, Borisenko-Furman Variation
D.QGA.Man.MLn	prefix	7	8	D23	Queen's Gambit Accepted: Mannheim Variation
D.QGD.Cmb.Yug	prefix	10	15	D51	Queen's Gambit Declined: Modern Variation, Knight Defense
D.QGD.Lsk.MLn	prefix	8	15	D53	Queen's Gambit Declined
D.QGD.Tar.Mak	prefix	8	15	D53	Queen's Gambit Declined
D.Sem.AMe.Bd3	prefix	8	13	D43	Semi-Slav Defense
D.Sem.Not.Ant	prefix	8	11	D43	Semi-Slav Defense
D.Sla.Cze.Kra	exact	11	11	D17	Slav Defense: Czech Variation, Krause Attack
D.Cat.Cls.Qc2.Btr	prefix	4	15	D30	Queen's Gambit Declined
D.Cat.Ope.Bb4.Mod	prefix	4	13	D30	Queen's Gambit Declined
E.Nim.Cls.Zur.Mil	exact	10	10	E33	Nimzo-Indian Defense: Classical Variation, Milner-Barry Variation
E.Nim.Rub.Hub.MLn	exact	14	14	E41	Nimzo-Indian Defense: Rubinstein System, Hübner Variation
E.Nim.Sml.Bot.MLn	prefix	7	14	E20	Nimzo-Indian Defense: Kmoch Variation
E.QID.Nim.Tim	exact	9	9	E15	Queen's Indian Defense: Fianchetto Variation, Nimzowitsch Variation, Timman's Line
E.QID.Nim.Int	prefix	10	11	E15	Queen's Indian Defense: Fianchetto Variation, Check Variation
E.KID.Mak.Krs	prefix	9	11	E71	King's Indian Defense: Makogonov Variation
E.KID.Cls.Byn.Nd2	prefix	17	19	E97	King's Indian Defense: Orthodox Variation, Bayonet Attack
E.KID.Fou.MLn	prefix	13	14	E76	King's Indian Defense: Four Pawns Attack, Dynamic Attack
E.Blf.Acc.MLn	exact	12	12	E10	Blumenfeld Countergambit Accepted
E.OldI.Cls.Cze	prefix	7	11	A54	Old Indian Defense: Two Knights Variation
A.OID	exact	3	3	A41	Old Indian Defense
A.OID.Wad	exact	4	4	A41	Wade Defense
A.OID.Nf6	prefix	3	4	A41	Old Indian Defense
A.Mod	prefix	2	4	A40	Queen's Pawn Game: Modern Defense
A.Mod.Avk	exact	7	7	A42	Modern Defense: Averbakh System
A.Mod.Ran	exact	8	8	A42	Modern Defense: Randspringer Variation
A.Mod.Pte	exact	8	8	A40	Pterodactyl Defense: Fianchetto, Queen Benoni Pterodactyl
A.PQI	exact	4	4	A47	Pseudo Queen's Indian Defense
A.PQI.Bf4	prefix	4	6	A47	Pseudo Queen's Indian Defense
A.PQI.Fch	prefix	4	7	A47	Pseudo Queen's Indian Defense
A.PQI.Tor	prefix	4	6	A47	Pseudo Queen's Indian Defense
A.EID	exact	4	4	A48	East Indian Defense
A.EID.Fch	prefix	5	6	A49	Indian Defense: Przepiorka Variation
A.EID.Prz	prefix	5	10	A49	Indian Defense: Przepiorka Variation
A.EID.Col	prefix	4	7	A48	East Indian Defense
E.Ind	exact	3	3	A50	Indian Defense: Normal Variation
E.Ind.Tgo	exact	4	4	A50	Mexican Defense
E.Ind.Tgo.Nf3	prefix	4	5	A50	Mexican Defense
E.Ind.QID	exact	4	4	A50	Queen's Indian Accelerated
E.Bud	exact	4	4	A51	Indian Defense: Budapest Defense
E.Bud.Faj	exact	6	6	A51	Indian Defense: Budapest Defense, Fajarowicz Variation
E.Bud.Faj.Bns	exact	8	8	A51	Indian Defense: Budapest Defense, Fajarowicz Defense, Bonsdorf Variation
E.Bud.Faj.Ste	prefix	7	8	A51	Indian Defense: Budapest Defense, Fajarowicz-Steiner Variation
E.Bud.Adl	exact	7	7	A52	Indian Defense: Budapest Defense, Adler Variation
E.Bud.Rub	exact	7	7	A52	Indian Defense: Budapest Defense, Rubinstein Variation
E.Bud.Alk	exact	7	7	A52	Indian Defense: Budapest Defense, Alekhine Variation
D.QGD.Mar	exact	4	4	D06	Queen's Gambit Declined: Marshall Defense
D.QGD.Mar.Exc	prefix	4	6	D06	Queen's Gambit Declined: Marshall Defense
D.QGD.Mar.e4	prefix	4	7	D06	Queen's Gambit Declined: Marshall Defense
D.QGD.Bal	exact	4	4	D06	Queen's Gambit Declined: Baltic Defense
D.QGD.Bal.Que	exact	5	5	D06	Queen's Gambit Declined: Baltic Defense, Queen Attack
D.QGD.Bal.Nc3	prefix	4	6	D06	Queen's Gambit Declined: Baltic Defense
A.Tro.Cls	exact	4	4	A45	Trompowsky Attack: Classical Defense
A.Tro.Rap	prefix	3	4	A45	Trompowsky Attack
A.Tro.Psn	prefix	3	6	A45	Trompowsky Attack
A.Tor.ClD	prefix	5	6	A46	Torre Attack: Classical Defense
A.Tor.Yus	prefix	5	7	A46	Torre Attack: Classical Defense
A.Col.Kol	prefix	7	9	D05	Queen's Pawn Game: Colle System
A.Col.Zuk	prefix	7	9	D05	Queen's Pawn Game: Colle System
A.Col.Phn	prefix	7	10	D05	Queen's Pawn Game: Colle System
A.Lon.Cls	prefix	5	7	D02	Queen's Pawn Game: London System
