ocn1	match_kind	matched_plies	total_plies	lichess_eco	lichess_name
B.Bar.Uni	exact	6	6	B00	Owen Defense: Unicorn Variation
E.Ind.Cat.Bb4.Bd2.Be7.D5N	exact	11	11	E11	Bogo-Indian Defense: Retreat Variation
E.Ind.Cat.Bb4.Bd2.Be7.D5C	exact	13	13	E11	Bogo-Indian Defense: Retreat Variation
E.Ind.Cat.Bb4.Bd2.Be7.Qc2	exact	15	15	E11	Bogo-Indian Defense: Retreat Variation
E.Ind.Cat.Bb4.Bd2.Be7.Nbd	exact	16	16	E11	Bogo-Indian Defense: Retreat Variation
E.Ind.Cat.Bb4.Bd2.Be7.Btr	exact	17	17	E11	Bogo-Indian Defense: Retreat Variation
E.Ind.Cat.Bb4.Bd2.Be7.Rc1	exact	17	17	E11	Bogo-Indian Defense: Retreat Variation
E.Ind.Cat.Bb4.Bd2.Be7.Rd1	exact	17	17	E11	Bogo-Indian Defense: Retreat Variation
E.Ind.Cat.Bb4.Bd2.Be7.H6R	exact	18	18	E11	Bogo-Indian Defense: Retreat Variation
E.QID.Pet.KPe.d5.cxd5.Qc2	exact	13	13	E12	Queen's Indian Defense: Kasparov-Petrosian Variation, Kasparov Attack
E.QID.Pet.KPe.d5.cxd5.e3	exact	13	13	E12	Queen's Indian Defense: Kasparov-Petrosian Variation, Petrosian Attack
E.QID.Pet.KPe.d5.cxd5.e4	prefix	12	13	E12	Queen's Indian Defense: Kasparov-Petrosian Variation, Modern Variation
E.QID.Pet.KPe.d5.cxd5.Qa4	exact	13	13	E12	Queen's Indian Defense: Kasparov-Petrosian Variation, Rashkovsky Attack
E.QID.Pet.KPe.d5.cxd5.Bd2	exact	13	13	E12	Queen's Indian Defense: Kasparov-Petrosian Variation, Romanishin Attack
E.Ben.Bnk.Acc.MLn.g6.f4	exact	13	13	A58	Benko Gambit Accepted: Central Storming Variation
E.Ben.Bnk.Acc.MLn.g6.g3	exact	17	17	A58	Benko Gambit Accepted: Fianchetto Variation
E.Ben.Bnk.Acc.MLn.g6.Kxf1	exact	17	17	A59	Benko Gambit
E.Ben.Bnk.Acc.MLn.g6.Kg2	exact	21	21	A59	Benko Gambit Accepted: King Walk Variation
E.Ben.Bnk.Acc.MLn.g6.Ne2	exact	17	17	A59	Benko Gambit Accepted: Yugoslav
E.Ben.Bnk.Acc.MLn.Bxa6.f4	prefix	9	13	A58	Benko Gambit Accepted: Fully Accepted Variation
E.KID.Sml.Cst.Bg5.c5.exd5	exact	17	17	A65	Benoni Defense: King's Pawn Line, with Bg5
E.KID.Sml.Cst.Bg5.c5.Bf4	exact	15	15	E81	King's Indian Defense: Steiner Attack
E.KID.Sml.Cst.Bg5.c5.Nxd5	exact	17	17	E81	King's Indian Defense: Steiner Attack
E.KID.Sml.Cst.Bg5.c5.Bxh6	exact	17	17	E81	King's Indian Defense: Steiner Attack
E.Ind.e6.Nf3.c5.d5.g6	exact	12	12	A61	Benoni Defense
E.Ind.e6.Nf3.c5.d5.g3	exact	13	13	A61	Benoni Defense: Fianchetto Variation
E.Ind.e6.Nf3.c5.d5.Nd2	exact	13	13	A61	Benoni Defense: Knight's Tour Variation
E.Ind.e6.Nf3.c5.d5.Bg5	exact	13	13	A61	Benoni Defense: Uhlmann Variation
E.Ind.e6.Nf3.c5.d5.e4	exact	13	13	A70	Benoni Defense: Classical Variation
E.Ind.e6.Nf3.c5.d5.h3	exact	15	15	A70	Benoni Defense: Classical Variation, New York Variation
E.Nim.Rub.StP.MLn.Nf3.Cst	exact	13	13	E43	Nimzo-Indian Defense: St. Petersburg Variation
E.Nim.Rub.StP.MLn.Nf3.c5	exact	14	14	E43	Nimzo-Indian Defense: St. Petersburg Variation
E.Nim.Rub.StP.MLn.Nf3.Ca4	exact	18	18	E43	Nimzo-Indian Defense: St. Petersburg Variation
E.Nim.Rub.StP.MLn.Nf3.Sch	exact	14	14	E52	Nimzo-Indian Defense: Normal Variation, Schlechter Defense
E.KID.Nf3.Cst.e3.d6.c6	exact	12	12	E60	King's Indian Defense: Semi-Classical Variation, Benoni Variation
E.KID.Nf3.Cst.e3.d6.Nc6	prefix	11	12	E61	King's Indian Defense: Semi-Classical Variation
E.KID.Nf3.Cst.e3.d6.dxe5	exact	16	16	E61	King's Indian Defense: Semi-Classical Variation, Exchange Variation
E.KID.Nf3.Cst.e3.d6.b4	exact	15	15	E61	King's Indian Defense: Semi-Classical Variation, Queenside Storm Line
E.Ind.e6.Nf3.d5.Bg5.h6	exact	8	8	D30	Queen's Gambit Declined: Capablanca Variation
E.Ind.e6.Nf3.d5.Bg5.c6	prefix	7	11	D30	Queen's Gambit Declined: Traditional Variation
E.Ind.e6.Nf3.d5.Bg5.Bb4	exact	8	8	D30	Queen's Gambit Declined: Vienna Variation
E.Ind.e6.Nf3.d5.e3.Bb7	exact	10	10	E14	Queen's Indian Defense, with e3
E.Ind.e6.Nf3.d5.e3.Bd6	exact	11	11	E14	Queen's Indian Defense, with e3
E.Ind.e6.Nf3.d5.e3.O-O	exact	14	14	E14	Queen's Indian Defense, with e3
E.Ind.e6.Nf3.d5.e3.exd5	exact	12	12	D35	Queen's Gambit Declined: Exchange Variation
E.Gru.Exc.SeV.Bc4.Lrs	exact	16	16	D86	Grünfeld Defense: Exchange Variation, Larsen Variation
E.Gru.Exc.SeV.Bc4.Sim	exact	16	16	D86	Grünfeld Defense: Exchange Variation, Simagin's Improved Variation
E.Gru.Exc.SeV.Bc4.Lsr	exact	16	16	D86	Grünfeld Defense: Exchange Variation, Simagin's Lesser Variation
E.Gru.Exc.SeV.Bc4.Lb6	exact	18	18	D86	Grünfeld Defense: Exchange Variation, Larsen Variation
E.Gru.Rus.Hng.e4.O-O-O	exact	21	21	D98	Grünfeld Defense: Russian Variation, Keres Variation
E.Gru.Rus.Hng.e4.c5	exact	18	18	D99	Grünfeld Defense: Russian Variation, Yugoslav Variation
E.Nim.Rub.Res.MLn.O-O.Brn	exact	14	14	E56	Nimzo-Indian Defense: Normal Variation, Gligoric System, Bernstein Defense
E.Nim.Rub.Res.MLn.O-O.Exc	exact	17	17	E58	Nimzo-Indian Defense: Normal Variation, Bernstein Defense, Exchange Line
E.Nim.Rub.Res.MLn.O-O.Cap	exact	18	18	E57	Nimzo-Indian Defense: Normal Variation, Gligoric System, Bernstein Defense
E.Nim.Rub.Res.MLn.O-O.ML2	exact	19	19	E59	Nimzo-Indian Defense: Normal Variation, Bernstein Defense
E.Nim.Rub.Res.MLn.O-O.Smy	exact	16	16	E54	Nimzo-Indian Defense: Normal Variation, Gligoric System, Smyslov Variation
E.Nim.Rub.Res.MLn.O-O.Bro	exact	16	16	E55	Nimzo-Indian Defense: Normal Variation, Gligoric System, Bronstein Variation
E.KID.Fch.MLn.O-O.Ben	exact	14	14	E61	King's Indian Defense: Fianchetto Variation, Benjamin Defense
E.KID.Fch.MLn.O-O.Kav	exact	14	14	E62	King's Indian Defense: Fianchetto Variation, Kavalek Defense
E.KID.Fch.MLn.O-O.Lrs	exact	14	14	E62	King's Indian Defense: Fianchetto Variation, Larsen Defense
E.KID.Fch.Sim.MLn.Blk	exact	20	20	E63	King's Indian Defense: Fianchetto Variation, Panno Variation, Blockade Line
E.KID.Fch.Sim.MLn.Don	exact	26	26	E63	King's Indian Defense: Fianchetto Variation, Panno Variation, Donner Line
E.KID.Fch.Kav.Nc3.e5.a5	exact	22	22	E68	King's Indian Defense: Fianchetto Variation, Long Variation
E.KID.Fch.Kav.Nc3.e5.h3	exact	17	17	E69	King's Indian Defense: Fianchetto Variation, Classical Main Line
E.KID.Cls.Old.e5.Re1	prefix	11	15	E91	King's Indian Defense: Orthodox Variation
E.KID.Cls.Old.e5.c6	prefix	11	18	E91	King's Indian Defense: Orthodox Variation
E.Ben.Mod.Cls.MLn.Re8.Tal	exact	19	19	A77	Benoni Defense: Classical Variation, Czerniak Defense, Tal Line
E.Ben.Mod.Cls.MLn.Re8.Na6	exact	20	20	A78	Benoni Defense: Classical Variation, Czerniak Defense
E.Ben.Mod.Cls.MLn.Re8.f3L	exact	21	21	A79	Benoni Defense: Classical Variation, Czerniak Defense
E.Gru.Neo.MLn.cxd5.O-O	exact	13	13	D74	Neo-Grünfeld Defense: Delayed Exchange Variation
E.Gru.Neo.MLn.cxd5.dxc5	prefix	13	15	D74	Neo-Grünfeld Defense: Delayed Exchange Variation
E.Gru.Neo.MLn.cxd5.Nb6	exact	14	14	D76	Neo-Grünfeld Defense: Delayed Exchange Variation
E.Ind.WIn.Nf3.Bg7.g3.d5	exact	12	12	D78	Neo-Grünfeld Defense: Classical Variation, Original Defense
E.Ind.WIn.Nf3.Bg7.g3.cxd5	exact	14	14	D79	Neo-Grünfeld Defense: Ultra-Delayed Exchange Variation
E.Ind.Cat.d5.Bg2.dxc4.Bb4	exact	12	12	E04	Catalan Opening: Open Defense, Modern Sharp Variation
E.Ind.Cat.d5.Bg2.dxc4.Be7	exact	10	10	E05	Catalan Opening: Open Defense, Classical Line
E.Nim.Spl.Rom.Nf3.Ne4.Crl	exact	14	14	E23	Nimzo-Indian Defense: Spielmann Variation, Carlsbad Variation
E.Nim.Spl.Rom.Nf3.Ne4.Sta	exact	14	14	E23	Nimzo-Indian Defense: Spielmann Variation, Stahlberg Variation
E.Nim.Spl.Rom.Nf3.Ne4.StM	exact	17	17	E23	Nimzo-Indian Defense: Spielmann Variation, Stahlberg Variation
E.KID.Cls.e5	exact	12	12	E92	King's Indian Defense: Orthodox Variation
E.KID.Cls.e5.O-O	exact	13	13	E94	King's Indian Defense: Orthodox Variation
E.KID.Cls.e5.O-O.c6	exact	14	14	E94	King's Indian Defense: Orthodox Variation, Donner Defense
E.KID.Cls.e5.O-O.Na6	exact	14	14	E94	King's Indian Defense: Orthodox Variation, Glek Defense
E.KID.Cls.e5.O-O.Nbd7	prefix	13	14	E94	King's Indian Defense: Orthodox Variation
E.KID.Cls.e5.O-O.Nbd7.Re1	exact	15	15	E95	King's Indian Defense: Orthodox Variation
E.KID.Cls.e5.O-O.Nbd7.c6	exact	18	18	E96	King's Indian Defense: Orthodox Variation, Positional Defense, Main Line
E.KID.Cls.Nrm	exact	8	8	E70	King's Indian Defense: Normal Variation
E.KID.Cls.Nrm.Bg5	exact	9	9	E70	King's Indian Defense: Accelerated Averbakh Variation
E.KID.Cls.Nrm.Nge2	exact	9	9	E70	King's Indian Defense: Kramer Variation
E.KID.Cls.Nrm.g3	exact	9	9	E72	King's Indian Defense: Normal Variation, Deferred Fianchetto
E.KID.Cls.Nrm.Be2	exact	9	9	E73	King's Indian Defense: Normal Variation, Standard Development
E.Nim.Rub.c5	exact	8	8	E41	Nimzo-Indian Defense: Rubinstein System
E.Nim.Rub.c5.Ne2	exact	9	9	E42	Nimzo-Indian Defense: Rubinstein System, Rubinstein Variation
E.Nim.Rub.c5.Ne2.a3	exact	13	13	E42	Nimzo-Indian Defense: Rubinstein System, Rubinstein Variation, Main Line
E.Nim.Rub.c5.Ne2.c5	exact	13	13	E42	Nimzo-Indian Defense: Rubinstein System, Rubinstein Variation, Sherbakov Attack
E.Nim.Rub.O-O	exact	8	8	E46	Nimzo-Indian Defense: Normal Variation
E.Nim.Rub.O-O.Ne2	exact	9	9	E46	Nimzo-Indian Defense: Reshevsky Variation
A.And.Hip	exact	13	13	A00	Formation: Hippopotamus Attack
A.And.Bat	exact	3	3	A00	Van Geet Opening: Battambang Variation
A.Ama.Par.Gen	exact	11	11	A00	Amar Opening: Paris Gambit, Gent Gambit
A.Hng.Par	prefix	1	5	A00	Hungarian Opening
A.Hng.Par.Gen	exact	9	9	A00	Hungarian Opening: Paris Gambit
A.Hng.ReA.Brk	prefix	3	5	A00	Hungarian Opening: Reversed Alekhine
A.Hng.ReA.Brk.Bnk	exact	7	7	A00	Hungarian Opening: Reversed Brooklyn Defense, Brooklyn Benko Gambit
A.Hng.ReA.Nor	exact	5	5	A00	Hungarian Opening: Reversed Norwegian Defense
A.Lar.Mod.c4	exact	6	6	A01	Nimzo-Larsen Attack: Modern Variation
A.Lar.Mod.f4	exact	5	5	A01	Nimzo-Larsen Attack: Pachman Gambit
A.Eng.Agi.Nf3.d5	exact	4	4	A13	English Opening: Agincourt Defense
A.Eng.Agi.Nf3.d5.b3	exact	10	10	A13	English Opening: Agincourt Defense
A.Eng.Agi.Nf3.d5.b3.d4	exact	11	11	A13	English Opening: Agincourt Defense
A.Tor.Bre	exact	10	10	A46	Queen's Pawn Game: Torre Attack, Breyer Variation
A.Tor.Wag	exact	7	7	A46	Torre Attack: Wagner Gambit
A.PQI.Sch	exact	6	6	A47	Indian Defense: Schnepper Gambit
A.PQI.e3	exact	12	12	A47	Pseudo Queen's Indian Defense
A.Hol.Rap.d5	exact	4	4	A80	Queen's Pawn Game: Veresov Attack, Dutch System
A.Hol.Rap.d5.e4	exact	5	5	A80	Dutch Defense: Kingfisher Gambit
A.Hor.Fch.MLn.Nf3.Nbd	exact	8	8	D37	Queen's Gambit Declined: Barmen Variation
A.Hor.Fch.MLn.Nf3.Nbd.Bf4	exact	11	11	D35	Queen's Gambit Declined: Exchange Variation, Sämisch Variation
A.Hor.Fch.MLn.Nf3.Nbd.Bg5	exact	12	12	D37	Queen's Gambit Declined: Knight Defense, Alekhine Gambit
A.Hor.Fch.MLn.Bg5.Be7.Ne4	exact	10	10	D53	Queen's Gambit Declined: Lasker Defense
A.Hor.Fch.MLn.Bg5.Be7.Neo	exact	11	11	D54	Queen's Gambit Declined: Neo-Orthodox Variation
A.Egl.dxe5.Nc6.Nf3.Bc5	exact	6	6	A40	Englund Gambit: Felbecker Gambit
A.Egl.dxe5.Nc6.Nf3.f6	exact	6	6	A40	Englund Gambit: Soller Gambit Deferred
A.Egl.dxe5.Nc6.Nf3.Nge7	exact	6	6	A40	Englund Gambit: Zilbermints Gambit
A.Clm.Glb	exact	3	3	A00	Global Opening
A.Gro.Lon	exact	4	4	A00	Grob Opening: London Defense
A.Gro.Dbl.Coc	exact	3	3	A00	Grob Opening: Double Grob, Coca-Cola Gambit
A.Gro.Gbt.MLn.d4.Bxb7	prefix	6	7	A00	Grob Opening: Romford Countergambit
A.Gro.Gbt.MLn.d4.Bxb7.Nd7	prefix	6	8	A00	Grob Opening: Romford Countergambit
A.Mie.Mye	exact	3	3	A00	Mieses Opening: Myers Spike Attack
A.Mie.ReR.Val	exact	3	3	A00	Valencia Opening
A.Sod.e5.d3	prefix	1	3	A00	Sodium Attack
A.Sod.e5.d3.Bxa3	exact	9	9	A00	Sodium Attack: Celadon Variation
A.Sod.e5.Nc4	prefix	1	3	A00	Sodium Attack
A.Sod.e5.Nc4.Nc6	prefix	1	4	A00	Sodium Attack
A.Sod.e5.Nc4.Nc6.e4	prefix	1	5	A00	Sodium Attack
A.Sod.e5.Nc4.Nc6.e4.f5	exact	6	6	A00	Sodium Attack: Durkin Gambit
A.Van.ReN.Gla	exact	7	7	A00	Van Geet Opening: Gladbacher Gambit
A.Van.c5.Rb1	exact	3	3	A00	Van Geet Opening: Twyble Attack
A.Van.c5.d4	prefix	1	3	A00	Van Geet Opening
A.Van.c5.d4.cxd4	prefix	1	4	A00	Van Geet Opening
A.Van.c5.d4.cxd4.Qxd4	prefix	1	5	A00	Van Geet Opening
A.Van.c5.d4.cxd4.Qxd4.Nc6	prefix	1	6	A00	Van Geet Opening
A.Bir.Fro.Nc3.Nwk	exact	5	5	A00	Van Geet Opening: Nowokunski Gambit
A.Ret.Nf6.g3.g6.Bg2	prefix	4	5	A05	King's Indian Attack: Symmetrical Defense
A.Ret.Nf6.g3.g6.Bg2.Bg7	prefix	4	6	A05	King's Indian Attack: Symmetrical Defense
A.Ret.d5.g3.g6.Bg2	prefix	4	5	A07	King's Indian Attack: Double Fianchetto
A.Ret.d5.g3.g6.Bg2.Bg7	prefix	4	6	A07	King's Indian Attack: Double Fianchetto
A.Ret.d5.g3.Bg4.Bg2	prefix	4	5	A07	King's Indian Attack: Keres Variation
A.Ret.d5.g3.Bg4.Bg2.Nd7	exact	6	6	A07	King's Indian Attack: Keres Variation
A.Ret.Nim.Nor	exact	7	7	A06	Nimzo-Larsen Attack: Norfolk Gambit
A.Ret.Nim.Ble	exact	8	8	A12	Réti Opening: Anglo-Slav Variation, Bled Variation
A.EID.Fch.NGr	exact	11	11	D77	Neo-Grünfeld Defense: Classical Variation
A.EID.Fch.NGr.dxc4	exact	12	12	D77	Neo-Grünfeld Defense: Classical Variation, Modern Defense
A.EID.Fch.NGr.Nc6	exact	12	12	D77	Neo-Grünfeld Defense: Classical Variation, Polgar Variation
A.Kan.MLn.e3.c5.Ne2.cxd4	prefix	9	10	E42	Nimzo-Indian Defense: Rubinstein System, Rubinstein Variation
A.Col.Bd6.O-O.O-O	prefix	7	10	D05	Queen's Pawn Game: Colle System
A.Col.Bd6.O-O.O-O.b3	prefix	7	11	D05	Queen's Pawn Game: Colle System
A.Col.Bd6.O-O.O-O.b3.Nbd7	prefix	7	12	D05	Queen's Pawn Game: Colle System
A.Lon.Job.e6	exact	6	6	D01	Rapport-Jobava System
A.Lon.Job.g6	exact	6	6	D01	Rapport-Jobava System
D.QGD.Bal.Nc3.Nf3.Bal	exact	8	8	D02	Queen's Gambit Declined: Baltic Defense, Pseudo-Slav
D.Chi.Chi	exact	5	5	D07	Queen's Gambit Declined: Chigorin Defense
D.Sla.E01	exact	5	5	D10	Slav Defense: Exchange Variation
D.Sla.Qui.MLn.Qui	exact	10	10	D12	Slav Defense: Quiet Variation, Schallopp Defense
D.Sla.Nf3.Nf6.Exc	exact	8	8	D13	Slav Defense: Exchange Variation
D.Sla.Ala.MLn.Gel	exact	11	11	D15	Slav Defense: Geller Gambit
D.Sla.Nf3.Nf6.Nc3.Sch	exact	8	8	D15	Slav Defense: Schlechter Variation
D.Sla.Nf3.Nf6.Nc3.Suc	exact	8	8	D15	Slav Defense: Süchting Variation
D.Sla.Cls.MLn.O-O.Cze	exact	17	17	D19	Slav Defense: Czech Variation, Classical System, Main Line
D.Sla.Cls.MLn.O-O.Dut	exact	19	19	D19	Slav Defense: Czech Variation, Dutch Variation, Sämisch Variation
D.QGA.Nf3.God	exact	6	6	D21	Queen's Gambit Accepted: Godes Variation
D.QGD.Vie.Sxx	exact	9	9	D24	Queen's Gambit Accepted
D.QGA.Nf3.Nf6.Nc3.Bog	exact	9	9	D24	Queen's Gambit Accepted: Bogoljubow Defense
D.QGA.Nf3.Nf6.Nc3.Gun	exact	13	13	D24	Queen's Gambit Accepted: Gunsberg Defense, Prianishenmo Gambit
D.QGA.Cls.Ale.MLn.Flo	exact	26	26	D28	Queen's Gambit Accepted: Classical, Flohr Variation
D.QGA.Cls.Ale.MLn.Ale	exact	16	16	D29	Queen's Gambit Accepted: Classical Defense, Alekhine System, Main Line
D.QGA.Cls.Ale.MLn.Smy	exact	20	20	D29	Queen's Gambit Accepted: Classical Defense, Alekhine System, Smyslov Variation
D.Tar.Exd.Nf3.Nc6.Gru	exact	14	14	D32	Tarrasch Defense: Grünfeld Gambit
D.Tar.HSc.MLn.Qd1.Von	exact	14	14	D32	Tarrasch Defense: von Hennig Gambit
D.Tar.Cls.Bg5.Be6.Sto	exact	20	20	D34	Queen's Gambit Declined: Tarrasch Defense, Stoltz Variation
D.Tar.Cls.Bg5.Be6.Bog	exact	20	20	D34	Tarrasch Defense: Classical Variation, Bogoljubow Variation
D.Tar.Cls.MLn.Cla	exact	18	18	D34	Tarrasch Defense: Classical Variation, Classical Tarrasch Gambit
D.Tar.Cls.MLn.Ret	exact	19	19	D34	Tarrasch Defense: Classical Variation, Réti Variation
D.QGD.Har.Har	exact	9	9	D37	Queen's Gambit Declined: Harrwitz Attack
D.QGD.Rag.Bg5.Wes	exact	12	12	D38	Queen's Gambit Declined: Westphalian Variation
D.Sem.AMe.Sto	exact	11	11	D45	Semi-Slav Defense: Stoltz Variation
D.Sem.Mer.Bd3.Bd6.Chi	exact	19	19	D46	Semi-Slav Defense: Chigorin Defense
D.Sem.Mer.Bd3.Bd6.C01	exact	21	21	D46	Semi-Slav Defense: Chigorin Defense
D.Sem.Mer.Lun.MLn.Mer	exact	25	25	D47	Semi-Slav Defense: Meran Variation, Wade Variation, Kaidanov Gambit
D.Sem.Mer.Lun.MLn.Wad	exact	22	22	D47	Semi-Slav Defense: Meran Variation, Wade Variation, Larsen Variation
D.STa.Pil.MLn.Pse	exact	11	11	D50	Queen's Gambit Declined: Pseudo-Tarrasch Variation, Primitive Pillsbury Variation
D.QGD.Cls.MLn.Ant	exact	13	13	D55	Queen's Gambit Declined: Anti-Tartakower Variation
D.QGD.Tar.MLn.Bd3.Bb7.Pil	exact	17	17	D55	Queen's Gambit Declined: Pillsbury Attack
D.QGD.Ort.Cap.MLn.Fia	exact	18	18	D66	Queen's Gambit Declined: Orthodox Defense, Fianchetto Variation
D.QGD.Ort.Hne.Jan	exact	19	19	D67	Queen's Gambit Declined: Orthodox Defense, Janowski Variation
D.Sla.Sch.MLn.Bd3.O-O.Flo	exact	14	14	D94	Grünfeld Defense: Flohr Defense
D.Sla.Sch.MLn.Bd3.O-O.Smy	exact	14	14	D94	Grünfeld Defense: Smyslov Defense
D.Cat.O01	exact	10	10	E04	Catalan Opening: Open Defense
D.Cat.Fch.Ope	exact	12	12	E05	Catalan Opening: Open Defense, Classical Line
D.Cat.Fch.Clo	exact	18	18	E06	Catalan Opening: Closed
D.Cat.Cls.Qc2.Btr.C01	exact	16	16	E08	Catalan Opening: Closed
D.Cat.Fch.C01	exact	17	17	E08	Catalan Opening: Closed
D.Cat.Cls.Qc2.Btr.Spa	exact	20	20	E08	Catalan Opening: Closed, Spassky Gambit
D.Cat.Fch.Mai	exact	18	18	E09	Catalan Opening: Closed, Main Line
B.Sca.Nc3.Dgh	prefix	2	5	B01	Scandinavian Defense
B.Sca.Nc3.DPe	prefix	2	5	B01	Scandinavian Defense
B.Sca.Nc3.Hec	prefix	2	5	B01	Scandinavian Defense
B.Sic.McD.d5	prefix	3	4	B21	Sicilian Defense: McDonnell Attack
B.Sic.McD.Bat	exact	6	6	B21	Bird Opening: Dutch Variation, Batavo Gambit
B.Sic.McD.Maf	exact	4	4	C30	King's Gambit Declined: Mafia Defense
B.Fre.Rub.Nxe4	prefix	6	7	C10	French Defense: Rubinstein Variation
B.Fre.Rub.Ell	exact	8	8	C10	French Defense: Rubinstein Variation, Ellis Gambit
B.Fre.Rub.Mar	exact	8	8	C10	French Defense: Rubinstein Variation, Maric Variation
B.Fre.Mac.Adv	exact	9	9	C12	French Defense: McCutcheon Variation, Advance Variation
B.Fre.Mac.MLn.Bd2.Bxc3.Kf8	prefix	12	17	C12	French Defense: McCutcheon Variation, Lasker Variation
B.Fre.Mac.MLn.Bd2.Bxc3.g6	exact	16	16	C12	French Defense: McCutcheon Variation, Lasker Variation
B.Sic.Cls.Rch.Lip.e5	prefix	17	18	B64	Sicilian Defense: Richter-Rauzer Variation, Classical Variation
B.Sic.Cls.Rch.Lip.Nxd4	exact	18	18	B65	Sicilian Defense: Richter-Rauzer Variation, Rauzer Attack
B.Sic.Cls.Rch.Lip.Nxd4.Qxd4	exact	19	19	B65	Sicilian Defense: Richter-Rauzer Variation, Classical Variation
B.Sic.Dra.Cls.Nrm.f4	prefix	11	19	B70	Sicilian Defense: Dragon Variation, Classical Variation
B.Sic.Dra.Cls.Nrm.f4.Na5	prefix	11	20	B70	Sicilian Defense: Dragon Variation, Classical Variation
B.Sic.Dra.Cls.Nrm.f4.Qc8	prefix	11	20	B70	Sicilian Defense: Dragon Variation, Classical Variation
B.Sic.Dra.Yug.Nc6.Bc4.a5	exact	18	18	B77	Sicilian Defense: Dragon Variation, Yugoslav Attack, Byrne Variation
B.Sic.Dra.Yug.Nc6.Bc4.Nxd4	exact	20	20	B77	Sicilian Defense: Dragon Variation, Yugoslav Attack, Czerniak Variation
B.Sic.Dra.Yug.Nc6.Bc4.Nd7	exact	18	18	B77	Sicilian Defense: Dragon Variation, Yugoslav Attack, Sosonko Variation
B.Sic.Dra.Yug.Bd7.O-O-O.Rb8	exact	20	20	B78	Sicilian Defense: Dragon Variation, Yugoslav Attack, Chinese Dragon
B.Sic.Dra.Yug.Bd7.O-O-O.Qa5	prefix	19	20	B78	Sicilian Defense: Dragon Variation, Yugoslav Attack
B.Sic.Dra.Be3.Bg7.Be2.Nc6	exact	14	14	B72	Sicilian Defense: Dragon Variation, Classical Variation
B.Fre.Tar.Ope.exd5.Qxd5	exact	8	8	C07	French Defense: Tarrasch Variation, Chistyakov Defense
B.Fre.Tar.Ope.exd5.Nf6	exact	8	8	C07	French Defense: Tarrasch Variation, Open System, Shaposhnikov Gambit
B.Fre.Tar.Ope.exd5.Qxd5.Qd6	exact	20	20	C07	French Defense: Tarrasch Variation, Chistyakov Defense, Modern Line
B.Fre.Tar.Ope.exd5.Qxd5.Qd8	exact	12	12	C07	French Defense: Tarrasch Variation, Eliskases Variation
B.Fre.Tar.Ope.exd5.exd5.c4	exact	10	10	C08	French Defense: Tarrasch Variation, Open System, Advance Line
B.Fre.Tar.Ope.exd5.exd5.Nc6	exact	10	10	C09	French Defense: Tarrasch Variation, Open System, Main Line
B.Sic.Tay.Nc3.Qc7.Be2.O-O	prefix	10	13	B47	Sicilian Defense: Taimanov Variation, Bastrikov Variation
B.Sic.Tay.Nc3.Qc7.Be2.Kh1	prefix	10	15	B47	Sicilian Defense: Taimanov Variation, Bastrikov Variation
B.Sic.Kan.Nc3.b5.Bd3	prefix	10	11	B43	Sicilian Defense: Kan Variation, Wing Attack
B.Sic.Kan.Nc3.b5.Bd3.Qb6	prefix	10	12	B43	Sicilian Defense: Kan Variation, Wing Attack
B.Sic.Ros.Cls.MLn.c3.e5	exact	11	11	B31	Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation, Gufeld Gambit
B.Sic.Ros.Cls.MLn.c3.Nf6	exact	11	11	B31	Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation, Lutikov Gambit
B.Sic.Ros.Cls.MLn.c3.Qa4	exact	11	11	B31	Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation, Totsky Attack
B.Pir.Cls.Bg7.MLn.O-O.Nc6	exact	12	12	B08	Pirc Defense: Classical Variation, Quiet System, Chigorin Line
B.Pir.Cls.Bg7.MLn.O-O.c6	exact	12	12	B08	Pirc Defense: Classical Variation, Quiet System, Czech Defense
B.Pir.Cls.Bg7.MLn.O-O.Bg4	exact	12	12	B08	Pirc Defense: Classical Variation, Quiet System, Parma Defense
B.Pir.Pre.d4.Nf6.Nc3.f4	exact	7	7	B07	Lion Defense: Anti-Philidor
B.Pir.Pre.d4.Nf6.Nc3.e5	exact	8	8	B07	Lion Defense: Anti-Philidor, Lion's Cave
B.Pir.Pre.d4.Nf6.Nc3.d5	exact	14	14	B07	Lion Defense: Anti-Philidor, Lion's Cave, Lion Claw Gambit
B.Pir.Pre.d4.Nf6.Nc3.g4	exact	7	7	B07	Lion Defense: Bayonet Attack
B.Fre.Cls.MLn.e5.Nfd7.Nb5	exact	13	13	C14	French Defense: Classical Variation, Alapin Variation
B.Fre.Cls.MLn.e5.Nfd7.c4	exact	20	20	C14	French Defense: Classical Variation, Stahlberg Variation
B.Sic.Naj.Bg5.e6.f4.Qf3	prefix	14	15	B98	Sicilian Defense: Najdorf Variation
B.Sic.Naj.Bg5.e6.f4.Qc7	exact	16	16	B98	Sicilian Defense: Najdorf Variation, Traditional Line
B.Sic.Naj.Bg5.e6.f4.Bh4	exact	18	18	B98	Sicilian Defense: Najdorf Variation, Browne Variation
B.Sic.Naj.Bg5.e6.f4.g5	exact	18	18	B98	Sicilian Defense: Najdorf Variation, Goteborg Variation
