ocn1	canonical_name	name_basis	basis_rule
D.STa.Sym	Semi-Tarrasch, Symmetrical Variation	review	review
E.Bog.NEn	Bogo-Indian, New England Variation	review	review
E.QID.Pet.And	QID Petrosian, Andersson Variation	review	review
E.QID.Pet.Hdg	QID Petrosian, Hedgehog Variation	review	review
E.Nim.Kas.Kor	Nimzo Kasparov, Korchnoi Variation	review	review
E.Nim.Spl.Rom	Nimzo Spielmann, Romanovsky Gambit	review	review
E.Nim.Lng.Avg	Nimzo Leningrad, Averbakh Gambit	review	review
E.Nim.Cls.Zur	Nimzo Classical, Zurich Variation	review	review
E.Nim.Rub.Tai	Nimzo Rubinstein, Taimanov Variation	review	review
E.Nim.Rub.StP	Nimzo Rubinstein, St. Petersburg	review	review
E.QID.Mod.Sms	QID Modern, Sämisch Variation	review	review
E.Gru.Fch.Euw	Grünfeld Fianchetto, Euwe System	review	review
E.Blf.Spl	Blumenfeld Countergambit, Spielmann Variation	review	review
C.Ita.Evn.Acc	Italian Evans Gambit, Accepted	descriptor	editorial_leaf_token
C.Ita.Evn.Dec	Italian Evans Gambit, Declined	descriptor	editorial_leaf_token
C.RyL.Shl.Jae	Ruy López Schliemann, Jaenisch Gambit	review	review
C.Pet.Thr	Petrov, Three Knights Game	review	review
A.Gro.Dbl	Grob Opening, Double Grob	review	review
A.Gro.Als	Grob Opening, Alessi Gambit	review	review
A.Gro.Kee	Grob Opening, Keene Defence	review	review
A.Gro.Spk	Grob Opening, Spike Attack	review	review
A.Hng.Sym	Hungarian Opening, Symmetrical Variation	review	review
A.Hng.Sla	Hungarian Opening, Slav Formation	review	review
A.Hng.ReM	Hungarian Opening, Reversed Modern Defence	review	review
A.Hng.ReA	Hungarian Opening, Reversed Alekhine	review	review
A.Pol.Dut	Polish Opening, Dutch Defence	review	review
A.Pol.Bug	Polish Opening, Bugayev Advance	review	review
A.Pol.Bal	Polish Opening, Baltic Defence	review	review
A.Bir.Hob	Bird Opening, Hobbs Gambit	review	review
A.Bir.Hor	Bird Opening, Horsefly Defence	review	review
A.Bir.Muj	Bird Opening, Mujannah	review	review
A.Bir.Wil	Bird Opening, Williams Gambit	review	review
D.QPG.Lev.Wel	Levitsky Attack, Welling Variation	review	review
D.QPG.Lon.Stn	Accelerated London, Steinitz Countergambit	review	review
D.QPG.Chi.Alb	Queen's Pawn Chigorin, Alburt Defence	review	review
D.QPG.Chi.Iri	Queen's Pawn Chigorin, Irish Gambit	review	review
D.QPG.Zur	Queen's Pawn Game, Zurich Gambit	review	review
D.QPG.Tor.Gos	Torre Attack, Gossip Variation	review	review
D.Bgm.Acc.Gun	Blackmar-Diemer Accepted, Gunderam Defence	review	review
D.Bgm.Acc.Zie	Blackmar-Diemer Accepted, Ziegler Defence	review	review
D.Bgm.Dec.Elb	Blackmar-Diemer Declined, Elbert Countergambit	review	review
D.Bgm.Dec.Lam	Blackmar-Diemer Declined, Lamb Defence	review	review
D.Chi.Tar	Chigorin Defence, Tartakower Gambit	review	review
D.Chi.Jan.Mod	Chigorin Janowski, Modern Gambit	review	review
D.Sla.Qui.Pin	Slav Quiet, Pin Defence	review	review
D.Sla.Exc.Sym	Slav Exchange, Symmetrical Line	review	review
D.Sla.Che.Bf5	Slav Chebanenko, ...Bf5 Line	review	review
D.Sem.Not.Abr	Semi-Slav Noteboom, Abrahams Variation	review	review
D.Sem.Bg5.Mos.Hst	Semi-Slav Moscow, Hastings Variation	review	review
B.Sca.MLn	Scandinavian, Main Line	descriptor	editorial_leaf_token
B.Sca.Mod.Mie	Scandinavian Modern, Mieses-Kotrc	review	review
B.Sca.Nf6	Scandinavian, 2...Nf6	review	review
B.Sca.Nf6.Mar	Scandinavian 2...Nf6, Marshall Variation	review	review
B.Fre.Win.Arm	French Winawer, Armenian Variation	review	review
B.Fre.Tar.Gui	French Tarrasch, Guimard Variation	review	review
B.Fre.Adv.Nim	French Advance, Nimzowitsch System	review	review
B.CaK.Adv.Bot	Caro-Kann Advance, Botvinnik-Carls	review	review
B.Pir.Aus.Drg	Pirc Austrian, Dragon Formation	review	review
C.Ita.Evn.Acc.Stn	Evans Accepted, Steinitz Variation	review	review
C.Bsh.Ber	Bishop's Opening, Berlin Defence	review	review
C.Bsh.Cal	Bishop's Opening, Calabrese Countergambit	review	review
C.Pet.Thr.Fou	Petrov Three Knights, Four Knights Transposition	review	review
E.QID.Nim.NAt	QID Nimzowitsch, Nimzowitsch Attack	review	review
E.QID.Nim.Qui	QID Nimzowitsch, Quiet Line	review	review
E.QID.Cls.Krm	QID Classical, Kramnik Variation	review	review
E.Gru.Neo.Exc	Neo-Grünfeld, Exchange Line	review	review
E.Bog.Grn	Bogo-Indian, Grünfeld Variation	review	review
A.Ama.Par	Amar Opening, Paris Gambit	review	review
A.And.Pol	Anderssen's Opening, Polish Gambit	review	review
A.Clm.Spk	Clemenz Opening, Spike Lee Gambit	review	review
A.Kad.Beg	Kádas Opening, Beginner's Trap	review	review
A.Kad.Koo	Kádas Opening, Koola-Koola Variation	review	review
A.Kad.Sch	Kádas Opening, Schneider Gambit	review	review
A.Mie.ReR	Mieses Opening, Reversed Rat	review	review
A.Mie.Ven	Mieses Opening, Venezolana Variation	review	review
A.Lar.Mod	Larsen Attack, Modern Defence	review	review
A.Lon.Psn	London System, Poisoned Pawn	review	review
A.Tor.Nim	Torre Attack, Nimzowitsch Variation	review	review
A.Pol.Out	Polish Opening, Outflank Variation	review	review
B.Sic.Ros.Cls	Sicilian Rossolimo, Classical Variation	review	review
B.Sic.Ros.Nim	Sicilian Rossolimo, Nimzowitsch Variation	review	review
B.Sic.Alp.Nf6	Sicilian Alapin, 2...Nf6	review	review
B.Sic.Alp.Cen	Sicilian Alapin, 2...d5	review	review
B.Sic.SmM.Acc	Smith-Morra Gambit, Accepted	descriptor	editorial_leaf_token
B.Sic.SmM.Dec	Smith-Morra Gambit, Declined	descriptor	editorial_leaf_token
B.Sic.OKe.MLn	Sicilian O'Kelly, Main Line	descriptor	editorial_leaf_token
B.CaK.Pmv.Fch	Caro-Kann Panov, Fianchetto Defence	review	review
B.CaK.Pmv.Nc6	Caro-Kann Panov, Normal Variation	review	review
B.Ale.Fou.Trd	Alekhine Four Pawns, Trifunovic Variation	review	review
B.Pir.Aus.Unz	Pirc Austrian, Unzicker Attack	review	review
B.Fre.Exc.Mon	French Exchange, Monte Carlo Variation	review	review
C.RyL.Ber.Cls	Ruy López Berlin, Classical Variation	review	review
C.RyL.Mor.Ark.Ctr	Ruy López Arkhangelsk, c3 Line	review	review
C.Ita.Pia.Nf6	Giuoco Pianissimo, Nf6 Line	review	review
C.Ita.Pia.Wai	Giuoco Pianissimo, a6 Line	review	review
C.Sco.Cls.Sch	Scotch Classical, Schmidt Variation	review	review
C.Sco.Mie.Ste	Scotch Mieses, Steinitz Variation	review	review
C.Pet.Mod.Stn	Petrov Modern, Steinitz Attack	review	review
C.PhD.Exc	Philidor, Exchange Variation	review	review
C.Bsh.Urs.Kei	Bishop's Urusov, Keidansky Gambit	review	review
C.KGm.Dec.Cls	King's Gambit Declined, Classical Defence	review	review
D.QGA.Cen.McD	QGA Central, McDonnell Defence	review	review
D.QGA.Cen.Gre	QGA Central, Greco Variation	review	review
D.QGA.Cen.Mod	QGA Central, Modern Defence	review	review
D.QGA.Cls.Rub	QGA Classical, Rubinstein Variation	review	review
D.QGA.Cls.Ale	QGA Classical, Alekhine System	review	review
D.Sem.Mar	Semi-Slav, Marshall Gambit	review	review
D.Sem.Mar.MLn	Semi-Slav Marshall, Main Line	person	attributed_to
D.Sem.Bg5.Bot.MLn	Semi-Slav Botvinnik, Main Line	descriptor	editorial_leaf_token
D.STa.End	Semi-Tarrasch, Endgame Variation	review	review
D.QGD.Rag.Bg5	QGD Ragozin, Bg5 Line	review	review
E.Nim.Kas.Euw	Nimzo Kasparov, Euwe Variation	review	review
E.Nim.Sml.OKe	Nimzo Sämisch, O'Kelly Variation	review	review
E.QID.Mod.Brg	QID Modern, Buerger Variation	review	review
E.QID.Cls.Tiv	QID Classical, Tiviakov Defence	review	review
E.KID.Cls.Kor	KID Classical, Korchnoi Attack	review	review
E.OldI.Fch	Old Indian, Fianchetto Variation	review	review
E.Ben.Old.Adv	Old Benoni, Advance Variation	review	review
E.Ben.Old.Sch	Old Benoni, Schmid Variation	review	review
E.Ben.Old.Sna	Old Benoni, Snail Variation	review	review
E.Ben.Old.Zil	Old Benoni, Zilbermints Gambit	review	review
E.Ben.Mod.Snk	Modern Benoni, Snake Variation	review	review
E.Ben.Mod.Tai	Modern Benoni, Taimanov Variation	review	review
A.Hol.Rap	Dutch Defence, Raphael Variation	review	review
A.Hol.Kre	Dutch Defence, Krejčík Gambit	review	review
A.Hol.Alp	Dutch Defence, Alapin Variation	review	review
A.Eng.Sym.Rub	English Symmetrical, Rubinstein Variation	review	review
B.Sic.Dra.Yug.Sol	Sicilian Dragon Yugoslav, Soltis Line	review	review
B.Sic.Dra.Yug.Chn	Sicilian Dragon Yugoslav, Chinese Dragon	review	review
B.Sic.Cls.Soz	Sicilian Classical, Sozin Attack	review	review
B.Sic.Cls.Bol	Sicilian Classical, Boleslavsky Variation	review	review
B.Sic.Kan.Tal	Sicilian Kan, Tal Variation	review	review
B.Sic.Kan.Koc	Sicilian Kan, Kocian Variation	review	review
B.CaK.Cls.Spd	Caro-Kann Classical, Spassky Variation	review	review
B.CaK.Kar.Sml	Caro-Kann Karpov, Smyslov Variation	review	review
B.Ale.Mod.KID	Alekhine Modern, King's Indian Variation	review	review
B.Pir.150.Arg	Pirc 150 Attack, Argentine Setup	review	review
C.RyL.Ber.Wal	Ruy López Berlin, Berlin Wall	review	review
C.RyL.Mor.Ark.Qe2	Ruy López Arkhangelsk, Qe2 Line	review	review
C.RyL.Mor.NeA.Ctr	Ruy López Neo-Arkhangelsk, c3 Line	review	review
C.Ita.Evn.Acc.Mor	Evans Accepted, Morphy Attack	review	review
C.Ita.Two.Ng5.Nxd	Two Knights, Nxd5 Main Line	review	review
C.Sco.Gor.Nc3	Scotch Göring, Nc3 Recapture	review	review
C.Sco.Gbt.Max	Scotch Gambit, Max Lange Setup	review	review
C.Vie.Gbt.Pie	Vienna Gambit, Pierce Gambit	review	review
C.Pet.Coc.Kin	Petrov Cochrane, King Walk	review	review
C.KGm.Acc.Muz.Dbl	King's Gambit Accepted, Double Muzio	review	review
D.QGA.Jan.Fur	QGA Janowski-Larsen, Furman Variation	review	review
D.QGA.Man.MLn	QGA Mannheim, Main Line	descriptor	editorial_leaf_token
D.QGD.Cmb.Yug	QGD Cambridge Springs, Yugoslav Variation	review	review
D.QGD.Lsk.MLn	QGD Lasker, Main Line	descriptor	editorial_leaf_token
D.QGD.Tar.Mak	QGD Tartakower, Makogonov Exchange	review	review
D.Sem.AMe.Bd3	Semi-Slav Anti-Meran, Bd3 Line	review	review
D.Sem.Not.Ant	Semi-Slav Noteboom, Anti-Noteboom Gambit	review	review
D.Sla.Cze.Kra	Slav Czech, Krause Attack	review	review
D.Cat.Cls.Qc2.Btr	Catalan Closed Qc2, b3 Line	review	review
D.Cat.Ope.Bb4.Mod	Catalan Open Bb4+, Modern Line	review	review
E.Nim.Cls.Zur.Mil	Nimzo Classical Zurich, Milner-Barry Line	review	review
E.Nim.Rub.Hub.MLn	Nimzo Rubinstein Hübner, Main Line	descriptor	editorial_leaf_token
E.Nim.Sml.Bot.MLn	Nimzo Sämisch Botvinnik, Main Line	descriptor	editorial_leaf_token
E.QID.Nim.Tim	QID Nimzowitsch, Timman Line	review	review
E.QID.Nim.Int	QID Nimzowitsch, Intermezzo Line	review	review
E.KID.Mak.Krs	KID Makogonov, Keres Setup	review	review
E.KID.Cls.Byn.Nd2	KID Classical Bayonet, Nd2 Line	review	review
E.KID.Fou.MLn	KID Four Pawns, Main Line	descriptor	editorial_leaf_token
E.Blf.Acc.MLn	Blumenfeld Accepted, Main Line	descriptor	editorial_leaf_token
E.OldI.Cls.Cze	Old Indian Classical, Czech Setup	review	review
A.OID	Old Indian Move Order	review	review
A.OID.Wad	Old Indian, Wade Defence	review	review
A.OID.Nf6	Old Indian Move Order, Nf6 Line	review	review
A.Mod	Modern Defence against d4	review	review
A.Mod.Avk	Modern Defence, Averbakh System	review	review
A.Mod.Ran	Modern Defence, Randspringer Variation	review	review
A.Mod.Pte	Modern Defence, Pterodactyl Setup	review	review
A.PQI	Pseudo-Queen's Indian Defence	review	review
A.PQI.Bf4	Pseudo-Queen's Indian, Bf4 Line	review	review
A.PQI.Fch	Pseudo-Queen's Indian, Fianchetto Line	review	review
A.PQI.Tor	Pseudo-Queen's Indian, Torre Line	review	review
A.EID	East Indian Defence	review	review
A.EID.Fch	East Indian Defence, Fianchetto Line	review	review
A.EID.Prz	East Indian Defence, Przepiorka Variation	review	review
A.EID.Col	East Indian Defence, Colle System	review	review
E.Ind	Indian Game	review	review
E.Ind.Tgo	Indian Game, Black Knights' Tango	review	review
E.Ind.Tgo.Nf3	Black Knights' Tango, Nf3 Line	review	review
E.Ind.QID	Indian Game, Accelerated Queen's Indian	review	review
E.Bud	Budapest Defence	review	review
E.Bud.Faj	Budapest, Fajarowicz Variation	review	review
E.Bud.Faj.Bns	Budapest Fajarowicz, Bonsdorf Variation	review	review
E.Bud.Faj.Ste	Budapest Fajarowicz, Steiner Variation	review	review
E.Bud.Adl	Budapest, Adler Variation	review	review
E.Bud.Rub	Budapest, Rubinstein Variation	review	review
E.Bud.Alk	Budapest, Alekhine Variation	review	review
D.QGD.Mar	QGD, Marshall Defence	review	review
D.QGD.Mar.Exc	QGD Marshall, Exchange Line	review	review
D.QGD.Mar.e4	QGD Marshall, e4 Line	review	review
D.QGD.Bal	QGD, Baltic Defence	review	review
D.QGD.Bal.Que	QGD Baltic, Queen Attack	review	review
D.QGD.Bal.Nc3	QGD Baltic, Nc3 Line	review	review
A.Tro.Cls	Trompowsky Attack, Classical Defence	review	review
A.Tro.Rap	Trompowsky Attack, Raptor Variation	review	review
A.Tro.Psn	Trompowsky Attack, Poisoned Pawn	review	review
A.Tor.ClD	Torre Attack, Classical Defence	review	review
A.Tor.Yus	Torre Attack, Yusupov-Rubinstein System	review	review
A.Col.Kol	Colle System, Koltanowski	review	review
A.Col.Zuk	Colle System, Zukertort	review	review
A.Col.Phn	Colle System, Phoenix Attack	review	review
A.Lon.Cls	London System, Classical Line	review	review
A.Lon.Msn	London System, Mason Line	review	review
A.Lon.Job.Nc6	Jobava London, Nc6 Line	review	review
A.Ret.KIA	Réti Opening, KIA Setup	review	review
A.Ret.Nim	Réti Opening, Nimzowitsch-Larsen Setup	review	review
A.Ret.Eng	Réti Opening, English Transposition	review	review
A.KIA.Sic	King's Indian Attack, Sicilian Setup	review	review
A.KIA.Car	King's Indian Attack, Caro-Kann Setup	review	review
D.QPG.Zuk.Col	Queen's Pawn Zukertort, Colle Setup	review	review
D.QPG.Ver	Queen's Pawn Game, Veresov Setup	review	review
C.RyL.Cls.Smy	Ruy López Closed, Smyslov Defence	review	review
C.RyL.Cls.Kho	Ruy López Closed, Kholmov System	review	review
C.RyL.Cls.Cen	Ruy López Closed, Centre Line	review	review
C.RyL.Brk.Qui	Ruy López Breyer, Quiet Variation	review	review
C.RyL.Brk.MLn	Ruy López Breyer, Main Line	descriptor	editorial_leaf_token
C.RyL.Brk.Nh4	Ruy López Breyer, Nh4 Line	review	review
C.RyL.Brk.ZHy	Ruy López Breyer, Zaitsev Hybrid	review	review
C.RyL.Zai.MLn	Ruy López Zaitsev, Main Line	descriptor	editorial_leaf_token
C.RyL.Zai.Flo	Ruy López Zaitsev, Flohr System	review	review
C.RyL.Zai.SmB	Ruy López Zaitsev, Smyslov-Breyer Hybrid	review	review
C.RyL.Cha.MLn	Ruy López Chigorin, Main Line	descriptor	editorial_leaf_token
C.RyL.Cha.Gaj	Ruy López Chigorin, Gajewski Gambit	review	review
C.RyL.Cha.Ker	Ruy López Chigorin, Keres Defence	review	review
C.RyL.Cha.Ros	Ruy López Chigorin, Rossolimo Defence	review	review
C.RyL.Cha.Pan	Ruy López Chigorin, Panov System	review	review
C.RyL.Cha.Yug	Ruy López Chigorin, Yugoslav System	review	review
B.Sic.Cls.Rch.MLn	Richter-Rauzer, Main Line	descriptor	editorial_leaf_token
B.Sic.Cls.Rch.Lip	Richter-Rauzer, Lipnitsky Attack	review	review
B.Sic.Cls.Rch.Psn	Richter-Rauzer, Poisoned Pawn	review	review
B.Sic.Cls.Rch.Drg	Richter-Rauzer, Dragon Setup	review	review
B.Sic.Cls.Rch.Bc4	Richter-Rauzer, Bc4 Line	review	review
B.Sic.Cls.Soz.Vel	Sicilian Sozin, Velimirovic Attack	review	review
B.Sic.Cls.Soz.Fis	Sicilian Sozin, Fischer Line	review	review
B.Sic.Cls.Bol.MLn	Sicilian Boleslavsky, Main Line	descriptor	editorial_leaf_token
B.Sic.Dra.Cls.Nrm	Classical Dragon, Normal Line	review	review
B.Sic.Dra.Cls.Ams	Classical Dragon, Amsterdam Line	review	review
E.Ben.Mod.Cls.MLn	Modern Benoni Classical, Main Line	descriptor	editorial_leaf_token
E.Ben.Mod.Cls.Nd2	Modern Benoni Classical, Nd2 Line	review	review
E.Ben.Mod.Cls.Bg5	Modern Benoni Classical, Bg5 Line	review	review
E.Ben.Mod.Cls.Rb1	Modern Benoni Classical, Rb1 Line	review	review
E.Ben.Mod.Cls.h3	Modern Benoni Classical, h3 Line	review	review
E.Ben.Mod.Fch.MLn	Modern Benoni Fianchetto, Main Line	descriptor	editorial_leaf_token
E.Ben.Mod.Fch.Nd2	Modern Benoni Fianchetto, Nd2 Line	review	review
E.Ben.Mod.Fch.Bf4	Modern Benoni Fianchetto, Bf4 Line	review	review
E.Ben.Mod.Fou.MLn	Modern Benoni Four Pawns, Main Line	descriptor	editorial_leaf_token
D.QGD.Vie.Fur	QGD Vienna, Furman Variation	review	review
D.QGD.Vie.Que	QGD Vienna, Queen Check Line	review	review
D.QGD.Vie.MLn	QGD Vienna, Main Line	descriptor	editorial_leaf_token
D.QGD.Vie.Qa4	QGD Vienna, Qa4 Line	review	review
D.QGD.Ort.MLn	QGD Orthodox, Main Line	descriptor	editorial_leaf_token
D.QGD.Ort.Pil	QGD Orthodox, Pillsbury Attack	review	review
D.QGD.Ort.Te7	QGD Orthodox, Teichmann Line	review	review
D.QGD.Ort.Hne	QGD Orthodox, Henneberger Line	review	review
D.Sla.Cls.MLn	Slav Classical, Main Line	descriptor	editorial_leaf_token
D.Sem.Mer.MLn	Semi-Slav Meran, Main Line	descriptor	editorial_leaf_token
E.KID.Sml.Ort.MLn	KID Sämisch Orthodox, Main Line	descriptor	editorial_leaf_token
E.KID.Sml.Ort.d5	KID Sämisch Orthodox, d5 Line	review	review
E.KID.Sml.Ort.Exc	KID Sämisch Orthodox, Exchange Line	review	review
E.KID.Fch.Yug.MLn	KID Fianchetto Yugoslav, Main Line	descriptor	editorial_leaf_token
E.KID.Fch.Yug.Exc	KID Fianchetto Yugoslav, Exchange Line	review	review
A.Hol.Lng.MLn	Dutch Leningrad, Main Line	descriptor	editorial_leaf_token
A.Hol.Lng.War	Dutch Leningrad, Warsaw Variation	review	review
A.Hol.Lng.Mat	Dutch Leningrad, Matulovic Variation	review	review
A.Hol.Cls.IZh.Win	Dutch Ilyin-Zhenevsky, Winter Variation	review	review
A.Hol.Cls.IZh.Ala	Dutch Ilyin-Zhenevsky, Alatortsev-Lisitsyn	review	review
A.Ver.Cls	Richter-Veresov, Classical Defence	review	review
A.Ver.Ric	Richter-Veresov, Richter Attack	review	review
A.Mik.Eng	Mikėnas Defence, English Transposition	review	review
A.Hor.Ker	Horwitz Defence, Keres Setup	review	review
A.Egl.Cha	Englund Gambit, Charlick Line	review	review
B.Fre.Tar.Cls.MLn	French Tarrasch Closed, Main Line	descriptor	editorial_leaf_token
B.Fre.Tar.Cls.Be7	French Tarrasch Closed, Be7 Line	review	review
B.Fre.Tar.Cls.c5	French Tarrasch Closed, c5 Line	review	review
B.Fre.Tar.Cls.Kor	French Tarrasch Closed, Korchnoi Gambit	review	review
B.Sic.Clo.Fch.MLn	Closed Sicilian Fianchetto, Main Line	descriptor	editorial_leaf_token
B.Sic.Clo.Fch.Bot	Closed Sicilian Fianchetto, Botvinnik Setup	review	review
B.Sic.Clo.Fch.Eng	Closed Sicilian Fianchetto, English Setup	review	review
B.Nim.Col	Nimzowitsch Defence, Colorado Countergambit	review	review
B.OwM.Mat	Owen's Modern, Matovinsky Gambit	review	review
B.Pir.Aus.Byr	Pirc Austrian, Byrne Variation	review	review
C.KGm.Acc.Kie.Lon	Kieseritzky Gambit, Long Whip	review	review
C.KGm.Acc.Bsh.Ble	Bishop's Gambit, Bledow Countergambit	review	review
C.LtO.Gre	Latvian Gambit, Main Line	descriptor	editorial_leaf_token
C.Ele.Pau	Elephant Gambit, Paulsen Countergambit	review	review
C.Pon.Ste	Ponziani Opening, Steinitz Variation	review	review
C.Cen.Ber	Center Game, Berger Variation	review	review
C.Thr.Win	Three Knights, Winawer Defence	review	review
C.PhD.Nim	Philidor, Nimzowitsch Variation	review	review
C.Bsh.Lew	Bishop's Opening, Lewis Countergambit	review	review
C.Sco.Mie.Pot	Scotch Mieses, Potter Line	review	review
D.Alb.Las	Albin Counter-Gambit, Lasker Trap Line	review	review
D.Alb.Nrm	Albin Counter-Gambit, Normal Line	review	review
D.Bgm.Acc.Ryd	Blackmar-Diemer Accepted, Ryder Gambit	review	review
D.Rub.Col	Rubinstein Opening, Colle-Zukertort Setup	review	review
D.QGD.Rag.Vie	QGD Ragozin, Vienna Hybrid	review	review
D.QGD.Tar.MLn	QGD Tartakower, Main Line	descriptor	editorial_leaf_token
D.QGD.Lsk.Te7	QGD Lasker, Teichmann Line	review	review
D.Sla.Exc.MLn	Slav Exchange, Main Line	descriptor	editorial_leaf_token
D.Sla.Che.MLn	Slav Chebanenko, Main Line	descriptor	editorial_leaf_token
D.Sem.Bg5.Bot.Ekf	Semi-Slav Botvinnik, Ekstrom Variation	review	review
E.Gru.Rus.Hng	Grünfeld Russian, Hungarian Variation	review	review
E.Gru.Rus.Leo	Grünfeld Russian, Levenfish Variation	review	review
E.Gru.Fch.MLn	Grünfeld Fianchetto, Main Line	descriptor	editorial_leaf_token
E.Gru.Neo.Kem	Neo-Grünfeld, Kemeri Variation	review	review
E.Nim.Lng.MLn	Nimzo Leningrad, Main Line	descriptor	editorial_leaf_token
E.Nim.Rub.Hub.Rau	Nimzo Hübner, Rauzer Line	review	review
E.KID.Cls.Mar.MLn	KID Mar del Plata, Main Line	descriptor	editorial_leaf_token
E.KID.Cls.Pet.MLn	KID Petrosian, Main Line	descriptor	editorial_leaf_token
E.KID.Fch.Pan.MLn	KID Fianchetto Panno, Main Line	descriptor	editorial_leaf_token
E.KID.Avk.Fle.MLn	KID Averbakh Flexible, Main Line	descriptor	editorial_leaf_token
A.Lar.Cls	Larsen Opening, Classical Line	review	review
A.Lar.Fch	Larsen Opening, Fianchetto Defence	review	review
A.Owe.Fch	Owen Defence, Fianchetto Line	review	review
A.War.Mad	Ware Opening, a5 d5 Line	review	review
A.VtK.FrD	Van't Kruijs, French Transposition	review	review
A.VtK.Sic	Van't Kruijs, Sicilian Transposition	review	review
A.Sod.Dur	Sodium Attack, Durkin Line	review	review
A.Mik.Ker	Mikėnas Defence, Kevitz-Trajkovic Line	review	review
A.Hor.Fch	Horwitz Defence, French Setup	review	review
A.Kan.MLn	Kangaroo Defence, Main Line	descriptor	editorial_leaf_token
A.Kan.Nf3	Kangaroo Defence, Nf3 Line	review	review
A.Egl.Har	Englund Gambit, Hartlaub-Charlick Line	review	review
A.OID.Mod	Old Indian Defence, Modern Line	review	review
A.OID.Nf6.e4	Old Indian Defence, Nf6 e4 Line	review	review
A.Ver.Hub	Veresov Opening, Hübsch Gambit	review	review
B.Brg.Gro	Borg Defence, Grob Transposition	review	review
B.StG.Bas	St George Defence, Basman Line	review	review
B.Lio.Han	Lion Defence, Hanham Setup	review	review
