ocn1	canonical_name	name_basis	basis_rule
A.Eng.Sym.Nc3.Nf6.Nc7	English Symmetrical Rubinstein, Nc7 Line	review	review
A.QPO.g5	Queen's Pawn Opening, Borg Defence	review	review
A.PoD.Bb7	Polish Defence, Bb7	review	review
A.PoD.Bb7.Bxb5	Polish Defence, Spassky Gambit Accepted	review	review
A.EID.g3	East Indian Defence, Przepiorka Prefix	review	review
A.EID.Bf4.Bg7.e3.d6.O-O	East Indian London Be2, O-O	review	review
A.EID.Nc3.d5.Bf4.Bg7.Qd2	East Indian Barry, Tarzan Attack	review	review
A.QPO.c6.Nf3	Queen's Pawn c6, Nf3	review	review
A.QPO.c6.Nf3.Nf6	Queen's Pawn c6 Nf3, Nf6	review	review
A.QPO.c6.Nf3.Nf6.c4	Slav Indian, Kudischewitsch Prefix	review	review
A.QPO.c6.Nf3.Nf6.c4.b5	Slav Indian, Kudischewitsch Gambit	review	review
A.Ret.Eng.Be7.O-O.Ker	Réti English Be7, Keres Defence	review	review
A.Ret.Eng.Be7.O-O.NCD	Réti English, Neo-Catalan Declined	review	review
B.Fre.Nrm.d5.Nc3.a6.Nfd7	French Steinitz a6, Nfd7	review	review
B.Fre.Nrm.d5.Nc3.a6.a3	French Steinitz a6, a3 Line	review	review
B.Fre.Nrm.d5.Nc3.a6.Ne2	French Steinitz a6, Ne2 Line	review	review
B.Fre.Nrm.d5.Nc3.a6.Bg5	French Steinitz a6, Bg5 Line	review	review
B.Sca.Mod.Mie.Bf5	Scandinavian Mieses-Kotrc, Classical Variation	review	review
B.Sca.Mod.Mie.Bg4	Scandinavian Mieses-Kotrc, Lasker Variation	review	review
B.Ale.Chs.Nd5.Bc4.e6.d6	Alekhine Hunt Variation, Mikėnas Setup	review	review
B.Ale.Chs.Nd5.Bc4.e6.Bxd5	Alekhine Hunt Variation, Mikėnas Gambit	review	review
B.Mod.Std.Nc3.C5S.d5	Eastern Pterodactyl, Benoni	review	review
B.Mod.Std.Nc3.C5S.d5.Qa5	Eastern Pterodactyl, Benoni Pterodactyl	review	review
B.Mod.Std.Nf3.C5S	Modern Defence Nf3, c5 System	review	review
B.Mod.Std.Nf3.C5S.Be3	Modern Pterodactyl Western, Anhanguera	review	review
B.Mod.Std.Nf3.C5S.Bc4	Modern Pterodactyl Western, Siroccopteryx	review	review
B.Sic.HAc.d4.Bg7.dxc5.Bxc3	Hyper-Accelerated Pterodactyl, Pteranodon	review	review
B.Sic.HAc.d4.Bg7.dxc5.Qxc3	Hyper-Accelerated Pterodactyl, Exchange Variation	review	review
B.Sic.SmM.Acc.Sib.Bd6	Smith-Morra Accepted Siberian, Larsen Defence	review	review
B.Sic.SmM.Acc.Sib.Ng4	Smith-Morra Accepted Siberian, Trap Line	review	review
B.Sic.Clo.Fch.Bot.e5	Closed Sicilian Botvinnik, e5 Line	review	review
B.Sic.Clo.Fch.Bot.Nge7	Closed Sicilian Botvinnik, Edge Variation	review	review
B.Sic.Cls.Be2.e5.Nxc6	Sicilian Boleslavsky, Louma Variation	review	review
B.Sic.Cls.Be2.e5.Nb3	Sicilian Boleslavsky, Nb3 Line	review	review
B.Sic.Dra.Yug.Nc6.O-O-O	Sicilian Dragon Yugoslav Nc6, Modern Line	review	review
B.Sic.Dra.Yug.Nc6.g4	Sicilian Dragon Yugoslav Nc6, Panov Variation	review	review
B.Sic.Dra.Yug.Nc6.Bc4.Bb3	Sicilian Dragon Yugoslav Bc4, Main Line	descriptor	editorial_leaf_token
B.Sic.Dra.Yug.Nc6.Bc4.h4	Sicilian Dragon Yugoslav Bc4, h4 Line	review	review
B.Sic.Win.cxb4.a3.d5.Bb2	Sicilian Wing Gambit, Marienbad Variation	review	review
B.Sic.Win.cxb4.a3.d5.Bd3	Sicilian Wing Gambit, Nanu Gambit	review	review
B.Sic.Win.cxb4.a3.d5.Qe6	Sicilian Wing Gambit, Romanian Defence	review	review
B.Car.Zil	Carr Defence, Zilbermints Gambit	review	review
B.Gld.Pic	Goldsmith Defence, Picklepuss Defence	review	review
B.War.Sna	Ware Defence, Snagglepuss Defence	review	review
B.Mod.Mas	Modern Defence, Masur Gambit	review	review
B.Sca.MLn.Qd8.d4.Nf6.c6	Scandinavian Valencian, Ilundain Variation	review	review
B.Sca.MLn.Qd8.d4.Nf6.Bg4	Scandinavian Valencian, Main Line	descriptor	editorial_leaf_token
B.Fre.Cls.MLn.e5.Qxe7	French Classical e5, Bxe7 Qxe7	review	review
B.Fre.Cls.MLn.e5.Qxe7.Qg4	French Classical Exchange, Pollock Variation	review	review
B.Fre.Cls.MLn.e5.Qxe7.Qd2	French Classical Exchange, Rubinstein Variation	review	review
B.Fre.Cls.MLn.e5.Qxe7.f4	French Classical Exchange, Steinitz Variation	review	review
B.Fre.Cls.MLn.e5.Qxe7.Bd3	French Classical Exchange, Tarrasch Variation	review	review
B.Fre.Win.Adv.MLn.Nf3	French Winawer Advance Main Line, Nf3 Setup	review	review
B.Fre.Win.Adv.MLn.Nf3.Qc7	Winawer Advance Nf3, Qc7 Line	review	review
B.Fre.Win.Adv.MLn.Nf3.h4	Winawer Advance Nf3, h4 Line	review	review
B.Fre.Nrm.d5.exd5	French Defence Normal, exd5	review	review
B.Fre.Mac.Exc	French MacCutcheon, Exchange Capture	review	review
B.Ale.Nrm.Dpn.d6.Nb6	Alekhine Defence d6, Nb6	review	review
B.Ale.Nrm.Dpn.d6.Nb6.c5	Alekhine Defence Hunt, c5	review	review
B.Ale.Nrm.Dpn.d6.Nb6.Be2	Alekhine Defence Modern, Alekhine Gambit	review	review
B.CaK.Kar.Bc4.Ngf6.Qe2	Caro-Kann Karpov Smyslov, Qe2	review	review
B.CaK.Kar.Bc4.Ngf6.Qe2.Nb6	Caro-Kann Karpov Smyslov, Nb6	review	review
B.CaK.Kar.Bc4.Ngf6.Qe2.Bb3	Caro-Kann Karpov Smyslov, Main Line	descriptor	editorial_leaf_token
B.Sca.Mod.Mie.Bf5.Ne5	Scandinavian Mieses-Kotrc Classical, Ne5	review	review
B.Sca.Mod.Mie.Bf5.Ne5.g4	Scandinavian Mieses-Kotrc, Grünfeld Variation	review	review
B.Pir.Aus.Drg.e5	Pirc Austrian Dragon, Unzicker Attack	review	review
B.Mod.Std.Nc3.StD.f4	Modern Standard Defence, Pseudo-Austrian Attack	review	review
B.Mod.Std.Ctr.e5	Modern c4 Centre, Neo-Modern Defence	review	review
B.Mod.Std.Ctr.d6	Modern c4 Centre, d6 Line	review	review
B.Mod.Std.Ctr.d6.Be3	Modern Averbakh, Pseudo-Sämisch	review	review
B.Mod.Std.Ctr.d6.Be3.f3	Modern Averbakh Pseudo-Sämisch, f3	review	review
B.Mod.Pte.Nc3	Modern Pterodactyl, Nc3 Interposition	review	review
B.Mod.Pte.Nc3.d6	Modern Pterodactyl Nc3, d6 Line	review	review
B.Sic.StC.Nc6	Sicilian Staunton-Cochrane, Nc6	review	review
B.Sic.StC.Nc6.Nc3	Sicilian Staunton-Cochrane, Nc3	review	review
B.Sic.StC.Nc6.Nc3.g6	Sicilian Staunton-Cochrane, g6 Fianchetto	review	review
B.Sic.StC.Nc6.Nc3.g6.Bg2	Sicilian Staunton-Cochrane, Double Fianchetto	review	review
B.Sic.Fre.Nc3	Sicilian French, Nc3	review	review
B.Sic.Fre.Nc3.a6	Sicilian French Nc3, Kan Setup	review	review
B.Sic.Fre.Nc3.a6.g3	Sicilian French Kan, Fianchetto Wing Attack	review	review
B.Sic.Fre.Nc3.a6.g3.b5	Sicilian French Kan, Wing Attack	review	review
B.Sic.SmM.Acc.Sib.Qe2	Smith-Morra Accepted Siberian, Qe2	review	review
A.OID.Wad.Chi	Old Indian Wade, Chigorin Plan	review	review
A.Van.d5.d3	Van Geet d5, Venezolana Variation	review	review
A.QPO.c6.c4	Queen's Pawn c6, Anglo-Slav Opening	review	review
A.EID.Col.KID	East Indian Colle, King's Indian Variation	review	review
A.Mod.Nc3.d6	Modern Defence Nc3, d6	review	review
A.Sod.g6.g4	Sodium Chenoboskion, g4	review	review
A.Tro.Psn.Nc3	Trompowsky Poisoned Pawn, Nc3	review	review
A.Eng.Rev.e3.c4	English Reversed Sicilian e3, Amsterdam Attack	review	review
A.Ret.d6.d4.g6	Zukertort Pirc Invitation, Robatsch Defence	review	review
A.OID.Mod.MLn.Bog	Old Indian Modern, Bogolubovia	review	review
A.Tro.Rap.Bh4.c6.Nd2	Trompowsky Edge c6, Hergert Gambit	review	review
A.Hng.Nc6.Nc3.d5.d4	Hungarian Nc6 d5, Asten Gambit	review	review
A.Hol.c4.Nf6.g3.d6	Dutch Defence c4 Nf6 g3, Hort-Antoshin System	review	review
A.Mod.Nc3.c5.d5.d6	Modern Pterodactyl Advance, Benoni Beefeater	review	review
A.Tro.Rap.Bh4.d5.f3	Trompowsky Edge d5, Hergert Gambit	review	review
A.Bir.Fro.d4.exd4.Nf3	From's Gambit d4, Siegener Gambit	review	review
A.Hol.c4.Nf6.Nc3.d6	Dutch Defence c4 Nf6 Nc3, Krause Variation	review	review
A.Hng.d5.Bg2.e5.c4	Hungarian d5 Bg2 e5, Winterberg Gambit	review	review
A.QPO.Nf6.e4.Nxe4.Bd3	Queen's Pawn Omega, Arafat Gambit	review	review
A.QPO.Nf6.Nf3.e6.Nc3	Queen's Pawn Indian Knights, Veresov Classical	review	review
A.Van.c5.Nf3.Nc6.d4	Van Geet c5 Nf3, Sicilian Two Knights	review	review
A.Eng.Rev.Nc3.d6.g3	English Reversed Sicilian d6, Keres Defence	review	review
A.Ret.Fch.MLn.Bg2.d6	Réti Double Fianchetto, d6 Line	review	review
A.Hol.Sto.Bot.MLn.Ba3	Dutch Stonewall Botvinnik, Ba3	review	review
A.Lar.Nf6.Bb2.g6.g4	Larsen Indian, Spike Variation	review	review
A.Pol.e5.Bb2.f6.e4	Polish Opening, Tartakower Gambit	review	review
A.EID.Bg5.Bg7.Nbd2.c5	East Indian Torre, Euwe Variation	review	review
A.Pol.e6.Bb2.Nf6.b5.a4	Polish Opening, Rooks Swap Line	review	review
A.Van.d5.f4.d4.Ne4.Nf3	Van Geet Pfeiffer, Sleipnir Countergambit	review	review
A.Ret.Ang.MLn.Nf6.Nc3.Bd6	Réti Anglo-Slav Gurevich, Bd6	review	review
A.Ret.Ang.MLn.Nf6.Nc3.Bb2	Réti Anglo-Slav Gurevich, Semi-Slav Normal	review	review
A.Col.Bd6.O-O.O-O.b3.Bb2	Colle Bd6 b3, Bb2	review	review
A.Col.Bd6.O-O.O-O.b3.c6	Colle Bd6 b3, c6	review	review
A.Col.Bd6.O-O.O-O.b3.Nbd2	Colle Bd6 b3, Nbd2	review	review
A.Hor.Fch.MLn.Bg5.Be7.Qc2	Horwitz French Orthodox, Miles Variation	review	review
A.Hor.Fch.MLn.Bg5.Be7.h6	Horwitz French Orthodox, Uhlmann Variation	review	review
A.Hor.Fch.MLn.Bg5.Nbd7.c6	Horwitz French Knight Defence, c6	review	review
A.Hor.Fch.MLn.Bg5.Nbd7.Bb4	Horwitz French Knight Defence, Manhattan Variation	review	review
A.Hor.Fch.MLn.Bg5.Nbd7.a3	Horwitz French Knight Defence, Anti-Cambridge Springs	review	review
A.PQI.e3.Bb7	Pseudo-Queen's Indian e3, Main Line	descriptor	editorial_leaf_token
C.Cen.exd4.Nf3.Bc5.c3	Center Game, Lanc-Arnold Gambit	review	review
C.Cen.exd4.Nf3.c5.Bc4	Center Game Kieseritzky, Bc4 Line	review	review
C.Bsh.Lew.Bxd5	Bishop's Opening Lewis, Bxd5 Line	review	review
C.Bsh.Ber.d3.c6	Bishop's Opening Berlin, Paulsen Defence	review	review
C.Bsh.Bc5.b4.Bxb4.f4.exf4	Bishop's Opening, Four Pawns Gambit	review	review
C.Vie.Mie.Bc5.Bg2.Nc6.d5	Vienna Mieses, Paulsen d5 Line	review	review
C.Vie.Gbt.Fal.MLn.Qf3.d4	Vienna Gambit Falkbeer, Heyde Variation	review	review
C.KGm.Nc6.Nf3.g5.fxg5	King's Gambit Declined, Hobbs-Zilbermints Gambit	review	review
C.KGm.Acc.Nf3.Mod.exd5.Nd5	King's Gambit Accepted, Abbazia Main Line	review	review
C.KGm.Acc.Nf3.KKn.Bc4.Qxf3	King's Gambit Accepted, Ghulam-Kassim Qxf3 Line	review	review
C.KGm.Acc.Kie.d5.d4.Bxf4	Kieseritzky Gambit, Brentano Defence	review	review
C.KGm.Acc.Kie.h5.Bc4	Kieseritzky Long Whip, Jaenisch Variation	review	review
C.LtO.Bc4.fxe4.Nf6.Nxf7	Latvian Gambit, Corkscrew Gambit	review	review
C.PhD.d4.Nd7.Bc4.c6.Be7	Philidor Hanham, Steiner Variation	review	review
C.PhD.Lio.Ng5.O-O.Bxf7.Ne6	Philidor Lion, Forcing Line	review	review
C.PhD.d4.Nf6.dxe5.Nxe4.Qd5	Philidor Nimzowitsch, Rellstab Variation	review	review
C.PhD.d4.f5.dxe5.fxe4.e6	Philidor Countergambit, del Rio Attack	review	review
C.Pet.Nxe5.d6.Nf3.Nxe4.Nf6	Petrov Classical, Closed Variation	review	review
C.Thr.Bb4	Three Knights Opening, Bb4 Line	review	review
C.Ita.Two.Nc3.Nxe4.Bxf7	Italian Two Knights, Noa Gambit	review	review
C.Ita.Evn.Acc.c3.Be7.d4	Evans Accepted Anderssen, Cordel Line	review	review
C.Ita.Evn.Dec.a4.a6	Evans Declined, Showalter Variation	review	review
C.Ita.Giu.c3.Nf6.b4	Italian Giuoco Piano, Bird's Attack	review	review
C.Ita.Giu.c3.Nf6.d3.a6	Italian Giuoco Piano, c3 Pianissimo a6 Line	review	review
C.Ita.Pia.Wai.MLn.Re1.Ba7	Giuoco Pianissimo a6 Main Line, Ba7	review	review
C.Ita.Giu.O-O.Nf6.d3.d5	Italian Giuoco Piano Castled, d5 Line	review	review
C.Ita.Giu.c3.Nf6.d4.b4	Italian Giuoco Piano, Dubov Italian	review	review
C.Ita.Two.Opn.MLn.e5.Ne4	Italian Two Knights Open, Ne4 Line	review	review
C.RyL.SCG.Nxe5.O-O	Spanish Countergambit, Fricke Gambit	review	review
C.RyL.Shl.Jae.fxe4.Nxe4.Qg5	Ruy López Schliemann, Classical Variation	review	review
C.RyL.Ber.O-O.Bc5.c3.Bb6	Ruy López Berlin Classical, Benelux Variation	review	review
C.RyL.Ber.O-O.Hdg.Re1	Berlin Defence Castled, Tarrasch Trap	review	review
C.RyL.Mor.Ba4.b5.Bb3.Bc5	Ruy López Morphy, Graz Variation	review	review
C.RyL.Mor.Ba4.d6.Bxc6.d4	Ruy López Modern Steinitz, d4 Line	review	review
C.RyL.Mor.Ba4.d6.c3.Nge7	Ruy López Modern Steinitz, Nge7 Line	review	review
C.RyL.Mor.Ba4.Nf6.O-O.Qe2	Ruy López Morphy Open, Tartakower Variation	review	review
C.RyL.Mor.Opn.d4.Be7	Ruy López Open, Classical Defence	review	review
C.RyL.Mor.Opn.MLn.a4.Nc3	Ruy López Open, Berger Variation	review	review
C.RyL.Cls.d4.Nxd4	Ruy López Closed, Noah's Ark Trap	review	review
C.RyL.Mar.MLn.Rxe5.c6.Bxd5	Ruy López Marshall, Re3 Variation	review	review
C.RyL.Cha.MLn.d4.Qc7.Nc6	Ruy López Chigorin, Nc6 Line	review	review
C.KPO.Kgt.MLn.Be2.Nf6.e5	King's Knight Opening Tayler, Basman Gambit	review	review
C.Fou.Spa.Dbl.MLn.d3.Ne7	Four Knights Double Spanish, Ne7 Line	review	review
C.Ita.Evn.Acc.Stn.O-O.Nxe5	Evans Accepted Steinitz, Richardson Attack	review	review
D.QGD.QKn	QGD, Queen's Knight Variation	review	review
D.QGD.QKn.Nrm	QGD Queen's Knight, Normal Defence	review	review
D.QGD.Ala	QGD, Alapin Variation	review	review
D.Sem.Bg5.Acc	Semi-Slav Bg5, Accepted	descriptor	editorial_leaf_token
D.QPG.Ver.Ric	Queen's Pawn Veresov, Richter-Veresov Attack	review	review
D.QPG.Ver.Ric.Bf5	Veresov Richter, Bf5 Line	review	review
D.QPG.Ver.Ric.Bf5.Bxf6	Veresov Richter Bf5, Bxf6 Line	review	review
D.Bgm.Acc.Bog.MLn.Klo	Blackmar-Diemer Bogoljubow, Kloss Attack	review	review
D.Bgm.Acc.Bog.MLn.Stu	Blackmar-Diemer Bogoljubow, Studier Attack	review	review
D.Bgm.Cap.Sol	Blackmar-Diemer Captured Pawn, Soller Attack	review	review
D.Sla.Cze.Kra.Car	Slav Czech Krause, Carlsbad Variation	review	review
D.Sla.Cze.Kra.Mor	Slav Czech Krause, Morozevich Variation	review	review
D.QGD.Exc.Bg5.c6.Qc2.Bd3	QGD Exchange Reshevsky, Bd3 Line	review	review
D.Sem.Mer.MLn.Old	Semi-Slav Meran Main Line, Old Variation	review	review
D.Sem.AMe.Sto.b6	Semi-Slav Stoltz, b6 Chigorin Line	review	review
D.Sem.AMe.Sto.MLn	Semi-Slav Stoltz, Main Line	descriptor	editorial_leaf_token
E.Ben.Old.Adv.Nf6.Nc3.Qa5	Old Benoni Advance Nc3, Woozle	review	review
E.Ben.Old.Adv.e5.e4.d6	Old Benoni Semi-Benoni, d6	review	review
E.Ben.Czk.MLn.g6	Czech Benoni, King's Indian System	review	review
E.Ben.Mod.Fch.MLn.O-O.Re8	Modern Benoni Fianchetto, Hastings Main Line	review	review
E.KID.Sml.Cst.Nge2.c5.cxd5	KID Sämisch Nge2 c5, King's Pawn Line	review	review
E.Gru.Hng.MLn.Bxc7	Grünfeld Hungarian, Gambit Accepted	review	review
E.Gru.Rus.Hng.e4.Na6	Grünfeld Russian, Prins Na6	review	review
E.Gru.Rus.Hng.e4.Bg4.Qb3	Grünfeld Russian Smyslov, Qb3	review	review
E.Ben.Mod.Cls.O-O	Modern Benoni Classical, Castled Defence	review	review
E.Ind.e6.Nf3.c5.Bg5	Indian Anti-Nimzo c5, Averbakh-Grivas	review	review
E.Ind.WIn.g3.Bg7.Bg2.Nxd5	West Indian Counterthrust, Exchange	review	review
E.Ind.Cat.d5.Bg2.dxc4.Qxc4	Indian Catalan Open, Qxc4	review	review
E.Ind.Cat.d5.Bg2.dxc4.Qc2	Indian Catalan Open, Alekhine Variation	review	review
E.Ind.Cat.Bb4.Bd2.Be7.O-O	Indian Catalan Bogo Retreat, Castled	review	review
E.QID.Euw.Bd3.c5.O-O.Nxd4	QID Euwe Averbakh, Nxd4	review	review
E.Nim.Rub.Res.MLn.O-O.Qc2	Nimzo Reshevsky Bernstein, Qc2	review	review
E.Ben.Bnk.Acc.Nc3.axb5.e4	Benko Accepted Zaitsev, Central Line	review	review
E.Ben.Bnk.Acc.Nc3.axb5.a4	Benko Accepted Zaitsev, a4 Line	review	review
E.Ben.Bnk.Acc.MLn.Bxa6.Nf3	Benko Accepted Bxa6, Nf3	review	review
E.Ben.Mod.Cls.MLn.a6.Nd2	Modern Benoni Classical a6, Nd2	review	review
E.Ben.Mod.Cls.MLn.a6.Bg5	Modern Benoni Classical a6, Bg5	review	review
E.Ben.Mod.Fou.MLn.h3	Modern Benoni Four Pawns Main Line, h3	review	review
E.Ben.Mod.Fou.MLn.e5	Modern Benoni Four Pawns Main Line, e5	review	review
E.Gru.Exc.SeV.Bc4.c5.Nc6	Grünfeld Exchange Seville, Nc6	review	review
C.Cen.exd4.Nf3.Bc5.c3.dxc3	Center Game Lanc-Arnold, Schippler Gambit	review	review
C.Bsh.Ber.d3.Be7	Bishop's Opening Berlin, Kitchener Folly	review	review
C.Bsh.Ber.d3.Nc6.Nc3	Bishop's Opening Berlin, Vienna Hybrid	review	review
C.Vie.Mie.MLn.exd5.c6	Vienna Mieses, Erben Gambit	review	review
C.KGm.Dec.Cls.c3.Bg4.fxe5	King's Gambit Declined Classical, Euwe Attack	review	review
C.KGm.Acc.Bsh.d5.Bxd5.Qh4	Bishop's Gambit d5, Boren-Svenonius Variation	review	review
C.PhD.d4.f5.Bc4.exd4	Philidor Countergambit, López-Jaenisch Variation	review	review
C.PhD.d4.Nf6.dxe5.Nxe4.Nbd2	Philidor Nimzowitsch, Sokolsky Variation	review	review
C.PhD.d4.exd4.Nxd4.d5.exd5	Philidor Exchange, Paulsen Attack exd5	review	review
C.KPO.Kgt.MLn.Nxe5.Nxe5.d4	King's Knight Opening, Schulze-Mueller Gambit	review	review
C.KPO.Kgt.MLn.d3.f5.exf5	King's Knight Opening, Clam Gambit	review	review
C.Sco.Gbt.Max.MLn.c3.Bg4	Scotch Gambit Max Lange, Cochrane-Anderssen Variation	review	review
C.Sco.Cls.Sch.Qd2.d5.Nb5	Scotch Classical Schmidt, Gottschall Variation	review	review
C.Fou.Spa.Rub.Nxe5.Qe7.f4	Four Knights Rubinstein Qe7, f4 Line	review	review
C.Fou.Spa.Rub.Nxe5.Bc5.O-O	Four Knights Rubinstein Marshall, Castled Line	review	review
C.Ita.Two.O-O.Bc5.Nc3	Italian Two Knights Castled, Nc3 Line	review	review
C.Ita.Two.O-O.Bc5.Nc3.d6	Italian Two Knights Castled Nc3, d6 Line	review	review
C.Ita.Evn.Acc.Mcd.Mor.Bg4	Evans Accepted McDonnell Morphy, Bg4 Line	review	review
C.Ita.Evn.Acc.Mor.d6.Qb3	Evans Accepted Morphy d6, Waller Attack	review	review
C.Ita.Giu.c3.d6.d4.exd4	Italian Giuoco Piano, La Bourdonnais Variation	review	review
C.Ita.Two.Nc3.Nxe4.Nxe4	Italian Two Knights Nc3, Nxe4 Recapture	review	review
C.Ita.Two.Nc3.Nxe4.Nxe4.d5	Italian Two Knights Nc3 Nxe4, d5 Line	review	review
C.RyL.SCG.Nxe5.Nxc6	Spanish Countergambit, Harding Gambit Nxc6	review	review
C.RyL.Stn.d4.Bd7.Nc3.Bxc6	Ruy López Steinitz, Nimzowitsch Bxc6 Line	review	review
C.RyL.Mor.Ba4.b5.Bb3.d6	Ruy López Noah's Ark, d6 Line	review	review
C.RyL.Fia.c3.a6	Ruy López Fianchetto, a6 Line	review	review
C.RyL.Fia.c3.a6.Ba4	Ruy López Fianchetto a6, Ba4 Line	review	review
C.RyL.Fia.c3.a6.Ba4.d6	Ruy López Fianchetto a6 Ba4, d6 Line	review	review
B.Fre.Adv.Mil.MLn.O-O.Bd7	French Advance Milner-Barry Hector, Bd7	review	review
B.Fre.Adv.NwG.cxd4	French Advance Nimzowitsch Gambit, cxd4	review	review
B.Fre.Adv.NwG.cxd4.Nf3	French Advance Nimzowitsch Gambit, Nf3	review	review
B.Fre.Stn.MLn.Nce2	French Steinitz Main Line, Shirov-Anand Variation	review	review
B.Fre.Stn.MLn.Qg4	French Steinitz Main Line, Gledhill Attack	review	review
B.Fre.Win.Adv.Smy.Qc7	French Winawer Smyslov, Qc7	review	review
B.Sic.Clo.Nc6.d3	Closed Sicilian Traditional, d3	review	review
B.Sic.Clo.Nc6.d3.g6	Closed Sicilian Traditional, g6	review	review
B.Sic.Clo.Nc6.d3.g6.g4	Closed Sicilian Traditional, Portland Attack	review	review
B.Sic.Fre.d4.cxd4.c3	Sicilian French Open, Smith-Morra Deferred	review	review
B.Sic.Fre.d4.cxd4.Nxd4.Qb6	Sicilian French Normal, Kveinis Variation	review	review
B.Sic.Fre.d4.cxd4.Nxd4.Bc5	Sicilian French Normal, Paulsen-Basman Defence	review	review
B.Sic.Kan.Tal.MLn.Nc6	Kan Tal Main Line, Bronstein Variation	review	review
B.Sic.Kan.Tal.MLn.Nc6.Bc2	Kan Bronstein, Bc2 Line	review	review
B.Sic.Nf3.f5.exf5	Sicilian Brussels Gambit, exf5	review	review
B.Sic.Nf3.f5.exf5.Nh6	Sicilian Double-Dutch Gambit	review	review
B.Sic.Old.Nc3.Bc4.d6.Nd2	Anti-Sveshnikov d6, Kharlov-Kramnik Line	review	review
B.Sic.Sve.Bxf6.Nd5.f5.Bxb5	Sveshnikov f5 Line, Peresypkin Sacrifice	review	review
B.Sic.Tay.Nc3.d6	Sicilian Taimanov, d6 Line	review	review
B.Sic.Tay.Nc3.d6.Be2	Taimanov d6 Line, Be2	review	review
B.Sic.Tay.Nc3.d6.Be2.Nf6	Taimanov d6 Be2, Scheveningen Modern	review	review
B.Sic.Tay.Nc3.Qc7.Be3.a6	Taimanov Bastrikov English Attack, a6	review	review
B.Sic.SmM.Acc.Nxc3.Nc6.Bc4	Smith-Morra Accepted Nc6, Bc4	review	review
B.Sic.SmM.Acc.Pau.O-O	Smith-Morra Accepted Paulsen, O-O	review	review
B.Sic.SmM.Acc.Pau.O-O.b5	Smith-Morra Accepted Paulsen, b5	review	review
B.Sic.SmM.d3.c4	Smith-Morra Declined Push, Dubois Variation	review	review
A.Ret.Ang.MLn.Nf6.Nc3.Be2	Réti Anglo-Slav Gurevich, Be2 Semi-Slav Line	review	review
A.Ret.Ang.MLn.Nf6.Nc3.Bd3	Réti Anglo-Slav Gurevich, Bd3 Semi-Slav Line	review	review
A.Hng.ReM.Nf3.Nc6.d4.O-O	Hungarian Reversed Grünfeld, Castled Line	review	review
A.Eng.Agi.Nf3.d5.Nbd2	Agincourt Defence d5, Queen's Indian Nbd2 Line	review	review
A.Eng.AIn.Nc3.d5.cxd5.Nb6	Anglo-Grünfeld Exchange, Nb6 Line	review	review
A.Eng.AIn.Nc3.d5.cxd5.Nxc3	Anglo-Grünfeld Exchange, Nxc3 Line	review	review
A.Eng.Rev.Nc3.Nf6.g3.O-O	English Reversed Sicilian g3, Castled Smyslov Line	review	review
A.Eng.Rev.Fou.e3.Bb4.Bxc3	English Four Knights Quiet, Bxc3 Line	review	review
A.Eng.Rev.Fou.e3.Bb4.Qf5	English Four Knights Quiet, Qf5 Line	review	review
A.Eng.Sym.Nc3.Nc6.g3.e5	English Symmetrical Three Knights, e5 Line	review	review
A.QPO.g6.Nf3.Bg7.e3.Qa5	Queen's Pawn Modern e3, Qa5 Check	review	review
A.QPO.g6.Nf3.Bg7.e3.Nxd4	Queen's Pawn Modern e3, Nxd4 Line	review	review
A.Mod.Nc3.c5.d5.Bxc3.f5	Modern Pterodactyl Bxc3, f5 Line	review	review
A.Mod.Nc3.c5.d5.Bxc3.Qa5	Modern Pterodactyl Bxc3, Qa5 Line	review	review
A.QPO.Nf6.Nc3.d5.e4	Queen's Pawn Nf6 Nc3 d5, Hübsch Gambit	review	review
A.PQI.e3.Bb7.Bb2	Pseudo-Queen's Indian e3, Bb2 Line	review	review
A.Hol.Sta.fxe4.Nc3.Nf6.f3	Dutch Staunton Accepted, Blackmar Second Gambit	review	review
A.Hol.Sta.fxe4.Nc3.Nf6.g4	Dutch Staunton Accepted, Tartakower g4 Line	review	review
A.Hor.Fch.Nc3.c6.g4	Horwitz French Nc3 c6, Portisch Gambit	review	review
A.Hor.Fch.MLn.Bg5.c5.Qb6	Horwitz French Pseudo-Tarrasch, Canal Qb6 Line	review	review
E.Gru.Neo.Del	Neo-Grünfeld, Delayed Exchange	review	review
E.QID.Pet.KPe	QID Petrosian, Kasparov-Petrosian	review	review
C.Vie.Mie.Bc5.Bg2.Nc6.Pol	Vienna Mieses Paulsen, Pollock Gambit	review	review
C.KGm.Acc.Kie.d5.d4.Nbd2	Kieseritzky Gambit, Caro Variation	review	review
C.PhD.d4.f5.dxe5.fxe4.Nc3	Philidor Countergambit, Berger Variation	review	review
C.Ita.Two.Opn.MLn.e5.Qh4	Italian Two Knights Open, Keidansky Variation	review	review
C.RyL.Ber.O-O.Bc5.c3.Bg5	Ruy López Berlin Classical, Modern Main Line	review	review
C.RyL.Mor.Ba4.d6.Bxc6.f6	Ruy López Modern Steinitz Bxc6, f6 Line	review	review
C.RyL.Mor.Ba4.Nf6.O-O.d3	Ruy López Worrall Castling, d3 Line	review	review
C.RyL.Cha.MLn.d4.Qc7.dxc5	Ruy López Chigorin Qc7, dxc5 Line	review	review
