ocn1	white	white_elo	black	black_elo	year	result	lichess_id	url
B.CaK.Adv	Carlsen, M.	2832	So, W.	2815	2017	1/2-1/2	5X5KF2fY	https://lichess.org/5X5KF2fY
B.CaK.Adv	Giri, A.	2782	Carlsen, M.	2855	2016	0-1	tPeuj1h3	https://lichess.org/tPeuj1h3
B.CaK.Adv	So, W..	2770	Carlsen, M..	2862	2020	1/2-1/2	tEDRPql9	https://lichess.org/tEDRPql9
B.CaK.Cls	Anand, Viswanathan	2775	Carlsen, Magnus	2870	2013	1/2-1/2	4vjGgx3t	https://lichess.org/4vjGgx3t
B.CaK.Cls	Caruana, Fabiano	2835	So, Wesley	2770	2020	1-0	l0GOEDHp	https://lichess.org/l0GOEDHp
B.CaK.Cls	Kasparov, Garry	2847	Anand, Viswanathan	2753	2003	1-0	5KVwagdf	https://lichess.org/5KVwagdf
B.CaK.Cls	Nepomniachtchi, I..	2792	Ding Liren	2799	2021	1-0	1NEyYCyB	https://lichess.org/1NEyYCyB
B.CaK.Pmv	Giri, A.	2764	Carlsen, M.	2856	2022	1/2-1/2	9Sdad7YX	https://lichess.org/9Sdad7YX
B.CaK.Pmv	Nepomniachtchi, I.	2779	Carlsen, M.	2835	2023	1/2-1/2	yZrlyaVp	https://lichess.org/yZrlyaVp
B.CaK.Pmv	Radjabov, Teimour	2761	Anand, Viswanathan	2791	2009	0-1	AY124uKf	https://lichess.org/AY124uKf
B.CaK.Pmv	Giri, Anish	2764	Grischuk, Alexander	2777	2020	1/2-1/2	J7ib4KLs	https://lichess.org/J7ib4KLs
B.CaK.Two	Firouzja, Alireza	2778	Carlsen, M.	2864	2022	1-0	Eo3VhELp	https://lichess.org/Eo3VhELp
B.CaK.Two	Vachier Lagrave, M.	2796	Carlsen, M.	2832	2017	1/2-1/2	oS9Z4tQd	https://lichess.org/oS9Z4tQd
B.CaK.Two	Nakamura, Hi	2786	Carlsen, M.	2832	2018	0-1	35nNrI3L	https://lichess.org/35nNrI3L
B.CaK.Two	Duda, J.	2750	Carlsen, M.	2864	2022	0-1	0w0CWOAG	https://lichess.org/0w0CWOAG
B.Fre	Carlsen, M.	2875	Grischuk, A.	2775	2019	1-0	5C7mGGJp	https://lichess.org/5C7mGGJp
B.Fre	So, W.	2815	Carlsen, M.	2832	2017	1/2-1/2	hVPOX7F4	https://lichess.org/hVPOX7F4
B.Fre	Caruana, F.	2817	So, W.	2822	2017	0-1	sefXWDFd	https://lichess.org/sefXWDFd
B.Fre	Carlsen, M.	2882	Rapport, R.	2747	2019	1-0	yxUYCNPt	https://lichess.org/yxUYCNPt
B.Fre.Win	Aronian, L.	2775	Carlsen, M.	2872	2019	1/2-1/2	WMxFBmkB	https://lichess.org/WMxFBmkB
B.Fre.Win	Caruana, F.	2817	So, W.	2822	2017	0-1	sefXWDFd	https://lichess.org/sefXWDFd
B.Fre.Win	Karjakin, Sergey	2778	Carlsen, Magnus	2843	2012	1/2-1/2	9HqyqJiz	https://lichess.org/9HqyqJiz
B.Fre.Win	Caruana, Fabiano	2835	Nepomniachtchi, Ian	2784	2020	1/2-1/2	XEMESrCm	https://lichess.org/XEMESrCm
B.Fre.Tar	Carlsen, M.	2881	Caruana, F.	2791	2014	1-0	7nbTX8Jv	https://lichess.org/7nbTX8Jv
B.Fre.Tar	Carlsen, Magnus	2835	Radjabov, Teimour	2784	2012	1-0	orraV4Zh	https://lichess.org/orraV4Zh
B.Fre.Tar	Vachier Lagrave, M.	2796	Caruana, F.	2808	2017	0-1	J13Xismj	https://lichess.org/J13Xismj
B.Fre.Tar	Anand, V.	2786	So, W.	2812	2017	1/2-1/2	usADdvRU	https://lichess.org/usADdvRU
B.Fre.Adv	Giri, A.	2760	Carlsen, M.	2864	2022	0-1	e09n1mAb	https://lichess.org/e09n1mAb
B.Fre.Adv	Caruana, F..	2820	Nepomniachtchi, I..	2792	2021	1/2-1/2	kTVwc1ZD	https://lichess.org/kTVwc1ZD
B.Fre.Adv	Caruana, F..	2820	Nepomniachtchi, I..	2792	2021	1/2-1/2	kN6CGYP0	https://lichess.org/kN6CGYP0
B.Fre.Adv	Caruana, F..	2820	Nepomniachtchi, I..	2792	2021	1-0	PmEbQLwH	https://lichess.org/PmEbQLwH
B.Fre.Cls	Karjakin, Sergey	2750	Carlsen, M.	2882	2019	1-0	GjkiRzzC	https://lichess.org/GjkiRzzC
B.Fre.Cls	Kasparov, G.	2812	Caruana, F.	2807	2017	0-1	Cf1e6zzg	https://lichess.org/Cf1e6zzg
B.Fre.Cls	Caruana, F.	2764	Carlsen, M.	2853	2023	1-0	LcHBiBca	https://lichess.org/LcHBiBca
B.Fre.Cls	Carlsen, Magnus	2837	Morozevich, Alexander	2770	2012	1-0	uWjzaZ6O	https://lichess.org/uWjzaZ6O
B.Fre.Exc	Aronian, L..	2781	Carlsen, M..	2847	2021	1-0	ZCJF7nUs	https://lichess.org/ZCJF7nUs
B.Fre.Exc	Carlsen, M.	2832	Firouzja, Alireza	2767	2024	1-0	ENgsTpMF	https://lichess.org/ENgsTpMF
B.Fre.Exc	Carlsen, M.	2830	Erigaisi, Arjun	2762	2024	1/2-1/2	7b8a4CjY	https://lichess.org/7b8a4CjY
B.Fre.Exc	Aronian, L.	2767	Caruana, F.	2822	2018	1/2-1/2	m5HcNahZ	https://lichess.org/m5HcNahZ
B.Pir	Anand, V.	2774	Carlsen, M.	2861	2019	1/2-1/2	CbXQqjRn	https://lichess.org/CbXQqjRn
B.Pir	Yu Yangyi	2752	Carlsen, M.	2882	2019	1/2-1/2	5CDw4tTR	https://lichess.org/5CDw4tTR
B.Pir	Caruana, F.	2822	Mamedyarov, S.	2808	2018	0-1	czkdJ4Am	https://lichess.org/czkdJ4Am
B.Pir	Caruana, F.	2816	Mamedyarov, S.	2808	2018	0-1	O8omjb36	https://lichess.org/O8omjb36
B.Mod	Caruana, F.	2819	Carlsen, M.	2875	2019	0-1	Fp7E1XuI	https://lichess.org/Fp7E1XuI
B.Mod	So, W.	2815	Carlsen, M.	2832	2017	0-1	YHMDum3F	https://lichess.org/YHMDum3F
B.Mod	Anand, V.	2767	Carlsen, M.	2875	2019	0-1	bGO35uRV	https://lichess.org/bGO35uRV
B.Mod	Giri, A.	2760	Carlsen, M.	2864	2022	1/2-1/2	lDqJtaDt	https://lichess.org/lDqJtaDt
B.Sca	Caruana, F.	2805	Carlsen, M.	2876	2015	1/2-1/2	qGeCrW3o	https://lichess.org/qGeCrW3o
B.Sca	Caruana, F.	2801	Carlsen, M.	2877	2014	0-1	Ehvx4Qco	https://lichess.org/Ehvx4Qco
B.Sca	Caruana, F.	2808	Carlsen, M.	2857	2016	1/2-1/2	b7D1Xesz	https://lichess.org/b7D1Xesz
B.Sca	Vachier Lagrave, M.	2780	Carlsen, M.	2872	2019	1/2-1/2	osU4h7ZT	https://lichess.org/osU4h7ZT
B.Ale	Caruana, Fabiano	2835	Carlsen, Magnus	2863	2020	0-1	J1tOgIW5	https://lichess.org/J1tOgIW5
B.Ale	Carlsen, M.	2853	Nakamura, Hi	2787	2016	1-0	5dDr8w4P	https://lichess.org/5dDr8w4P
B.Ale	Aronian, Levon	2773	Carlsen, Magnus	2863	2020	0-1	7Dbasb1N	https://lichess.org/7Dbasb1N
B.Ale	Nakamura, Hikaru	2736	Carlsen, Magnus	2863	2020	0-1	upErKiJh	https://lichess.org/upErKiJh
B.OwM	Carlsen, M..	2847	Radjabov, T..	2765	2021	1-0	5VhZIm1B	https://lichess.org/5VhZIm1B
B.OwM	Nepomniachtchi, I..	2784	Radjabov, T..	2765	2020	0-1	vRNabPCI	https://lichess.org/vRNabPCI
B.OwM	Giri, A.	2777	Radjabov, T.	2763	2021	1-0	aDlTfLDd	https://lichess.org/aDlTfLDd
B.OwM	So, W.	2767	Artemiev, V.	2746	2019	1/2-1/2	Cqc5SyrP	https://lichess.org/Cqc5SyrP
C.RyL	Caruana, F.	2818	Carlsen, M.	2882	2019	1-0	Sxov6E94	https://lichess.org/Sxov6E94
C.RyL	Carlsen, M.	2882	Caruana, F.	2818	2019	1/2-1/2	jYSkjcuG	https://lichess.org/jYSkjcuG
C.RyL	Caruana, Fabiano	2835	Carlsen, Magnus	2863	2020	1/2-1/2	91pLjvXB	https://lichess.org/91pLjvXB
C.RyL	Caruana, Fabiano	2835	Carlsen, Magnus	2863	2020	1/2-1/2	RoHsVV05	https://lichess.org/RoHsVV05
C.RyL.Ber	Caruana, Fabiano	2835	Carlsen, Magnus	2863	2020	1/2-1/2	RoHsVV05	https://lichess.org/RoHsVV05
C.RyL.Ber	Caruana, F.	2805	Carlsen, M.	2876	2015	1-0	LSVO85Cp	https://lichess.org/LSVO85Cp
C.RyL.Ber	Caruana, F.	2811	Carlsen, M.	2865	2015	1/2-1/2	Kc2CTGlC	https://lichess.org/Kc2CTGlC
C.RyL.Ber	Anand, V.	2816	Carlsen, M.	2853	2015	1/2-1/2	BYevzpdi	https://lichess.org/BYevzpdi
C.RyL.Ber.Wal.End	Caruana, F.	2805	Carlsen, M.	2876	2015	1-0	LSVO85Cp	https://lichess.org/LSVO85Cp
C.RyL.Ber.Wal.End	Caruana, F.	2811	Carlsen, M.	2865	2015	1/2-1/2	Kc2CTGlC	https://lichess.org/Kc2CTGlC
C.RyL.Ber.Wal.End	Anand, V.	2816	Carlsen, M.	2853	2015	1/2-1/2	BYevzpdi	https://lichess.org/BYevzpdi
C.RyL.Ber.Wal.End	Caruana, F.	2783	Carlsen, M.	2881	2014	1-0	CtG3Ko4C	https://lichess.org/CtG3Ko4C
C.RyL.Mar	Carlsen, M.	2870	Ding Liren	2801	2019	1-0	PEiLTONx	https://lichess.org/PEiLTONx
C.RyL.Mar	Anand, V.	2791	Carlsen, M.	2863	2015	1/2-1/2	Qloag7DW	https://lichess.org/Qloag7DW
C.RyL.Mar	Vachier Lagrave, M.	2796	Carlsen, M.	2832	2017	1/2-1/2	VIytwd64	https://lichess.org/VIytwd64
C.RyL.Mar	Karjakin, Sergey	2778	Carlsen, M.	2843	2018	1/2-1/2	iNHMHPQt	https://lichess.org/iNHMHPQt
C.RyL.AntM	Carlsen, Magnus	2862	Aronian, Levon	2813	2013	1-0	Fue6cZsZ	https://lichess.org/Fue6cZsZ
C.RyL.AntM	Carlsen, M.	2870	Ding Liren	2801	2019	1-0	PEiLTONx	https://lichess.org/PEiLTONx
C.RyL.AntM	Anand, V.	2791	Carlsen, M.	2863	2015	1/2-1/2	Qloag7DW	https://lichess.org/Qloag7DW
C.RyL.AntM	Kasparov, Garry	2847	Kramnik, Vladimir	2807	2003	1/2-1/2	B0EL1LtT	https://lichess.org/B0EL1LtT
C.RyL.Cls	Karjakin, Sergey	2767	Carlsen, Magnus	2868	2013	0-1	RSXB88Pz	https://lichess.org/RSXB88Pz
C.RyL.Cls	Anand, Viswanathan	2800	Carlsen, Magnus	2826	2010	1/2-1/2	ItvPp7aI	https://lichess.org/ItvPp7aI
C.RyL.Cls	Anand, Viswanathan	2800	Carlsen, Magnus	2826	2010	1/2-1/2	BKEBQcHY	https://lichess.org/BKEBQcHY
C.RyL.Cls	Anand, Viswanathan	2804	Carlsen, Magnus	2802	2010	1-0	n1M9TAdH	https://lichess.org/n1M9TAdH
C.RyL.Brk	Vachier Lagrave, M..	2784	Carlsen, M..	2862	2021	1/2-1/2	sfQ6e6c7	https://lichess.org/sfQ6e6c7
C.RyL.Brk	Karjakin, Sergey	2767	Carlsen, Magnus	2868	2013	0-1	RSXB88Pz	https://lichess.org/RSXB88Pz
C.RyL.Brk	Anand, Viswanathan	2800	Carlsen, Magnus	2826	2010	1/2-1/2	ItvPp7aI	https://lichess.org/ItvPp7aI
C.RyL.Brk	Anand, Viswanathan	2800	Carlsen, Magnus	2826	2010	1/2-1/2	BKEBQcHY	https://lichess.org/BKEBQcHY
C.RyL.Zai	Radjabov, T.	2713	Carlsen, M.	2881	2014	1/2-1/2	enZ12hVj	https://lichess.org/enZ12hVj
C.RyL.Zai	Anand, Viswanathan	2798	Morozevich, Alexander	2788	2008	1-0	M0SYEbdM	https://lichess.org/M0SYEbdM
C.RyL.Zai	Giri, A.	2798	Ding Liren	2782	2015	1/2-1/2	aNu7HTso	https://lichess.org/aNu7HTso
C.RyL.Zai	Vachier Lagrave, Maxime	2819	Svidler, P.	2751	2016	1/2-1/2	8RjEsDdx	https://lichess.org/8RjEsDdx
C.RyL.Cha	So, W.	2775	Carlsen, M.	2834	2015	1/2-1/2	oOAcwi26	https://lichess.org/oOAcwi26
C.RyL.Cha	Anand, Viswanathan	2817	Ivanchuk, Vassily	2779	2011	1/2-1/2	ycyVNNe6	https://lichess.org/ycyVNNe6
C.RyL.Cha	Kasparov, Garry	2838	Ponomariov, Ruslan	2743	2002	1/2-1/2	aPuS18QP	https://lichess.org/aPuS18QP
C.RyL.Cha	Topalov, Veselin	2812	Ivanchuk, Vassily	2746	2009	1-0	F1O04Umm	https://lichess.org/F1O04Umm
C.RyL.Exc	Kamsky, Gata	2741	Carlsen, Magnus	2862	2013	0-1	WfNuXE4u	https://lichess.org/WfNuXE4u
C.RyL.Exc	Firouzja, Alireza	2767	Carlsen, M.	2832	2024	0-1	bHEacwVE	https://lichess.org/bHEacwVE
C.RyL.Exc	Nakamura, Hi	2777	So, W.	2780	2018	1-0	nOj6zqgz	https://lichess.org/nOj6zqgz
C.RyL.Exc	Nakamura, Hikaru	2783	Ivanchuk, Vassily	2769	2012	0-1	AVtAS7RB	https://lichess.org/AVtAS7RB
C.Ita	Caruana, Fabiano	2835	Carlsen, Magnus	2863	2020	0-1	9fWPVa8k	https://lichess.org/9fWPVa8k
C.Ita	Kramnik, Vladimir	2812	Carlsen, M.	2855	2016	0-1	Gt25dwor	https://lichess.org/Gt25dwor
C.Ita	Caruana, F.	2804	Carlsen, M.	2855	2016	1-0	0qiAsGo2	https://lichess.org/0qiAsGo2
C.Ita	Carlsen, M.	2882	So, W.	2776	2019	1-0	SWQkWTRn	https://lichess.org/SWQkWTRn
C.Ita.Two	Kramnik, Vladimir	2812	Carlsen, M.	2855	2016	0-1	Gt25dwor	https://lichess.org/Gt25dwor
C.Ita.Two	Kramnik, V.	2808	Carlsen, M.	2832	2017	0-1	WkbWJ9FY	https://lichess.org/WkbWJ9FY
C.Ita.Two	Giri, A.	2782	Carlsen, M.	2855	2016	1/2-1/2	GmHrNCGa	https://lichess.org/GmHrNCGa
C.Ita.Two	Nepomniachtchi, I.	2782	Carlsen, M.	2855	2021	0-1	oycDquDF	https://lichess.org/oycDquDF
C.Ita.Evn	Caruana, Fabiano	2835	So, Wesley	2770	2020	0-1	UayafTnB	https://lichess.org/UayafTnB
C.Ita.Evn	Grischuk, A.	2750	Carlsen, M.	2832	2017	1-0	oVs5EH8m	https://lichess.org/oVs5EH8m
C.Ita.Evn	Grischuk, A.	2750	Carlsen, M.	2832	2017	0-1	l2qKTr1O	https://lichess.org/l2qKTr1O
C.Ita.Evn	Carlsen, M.	2830	Anand, V.	2751	2024	1-0	LmrXVYKd	https://lichess.org/LmrXVYKd
C.Ita.Pia	Carlsen, M..	2847	Aronian, L..	2781	2021	1/2-1/2	wrnAe2Wc	https://lichess.org/wrnAe2Wc
C.Ita.Pia	Aronian, L.	2767	Carlsen, M.	2842	2018	1/2-1/2	6mQ2NmhQ	https://lichess.org/6mQ2NmhQ
C.Ita.Pia	Firouzja, Alireza	2767	Carlsen, M.	2832	2024	0-1	T320IHuB	https://lichess.org/T320IHuB
C.Ita.Pia	Caruana, F.	2817	Aronian, L.	2774	2017	1/2-1/2	oPRsdMZb	https://lichess.org/oPRsdMZb
C.KGm	Carlsen, M.	2876	Aronian, L.	2780	2015	1/2-1/2	uldGpuyI	https://lichess.org/uldGpuyI
C.KGm	Carlsen, Magnus	2863	Ding, Liren	2791	2020	0-1	O7vkSean	https://lichess.org/O7vkSean
C.KGm	Nepomniachtchi, I.	2776	Ding Liren	2811	2019	0-1	1nSvjcEV	https://lichess.org/1nSvjcEV
C.KGm	Kasparov, G.	2812	Karjakin, Sergey	2773	2017	1/2-1/2	6DthAjoX	https://lichess.org/6DthAjoX
C.KGm.Acc	Carlsen, M.	2876	Aronian, L.	2780	2015	1/2-1/2	uldGpuyI	https://lichess.org/uldGpuyI
C.KGm.Acc	Carlsen, Magnus	2863	Ding, Liren	2791	2020	0-1	O7vkSean	https://lichess.org/O7vkSean
C.KGm.Acc	Nepomniachtchi, I.	2776	Ding Liren	2811	2019	0-1	1nSvjcEV	https://lichess.org/1nSvjcEV
C.KGm.Acc	Kasparov, G.	2812	Karjakin, Sergey	2773	2017	1/2-1/2	6DthAjoX	https://lichess.org/6DthAjoX
C.KGm.Dec	Gabrielian, Artur	2545	Azarov, Sergei	2667	2011	0-1	99Jjiftn	https://lichess.org/99Jjiftn
C.KGm.Dec	Fedorov, Alexei	2646	Marin, Mihail	2557	2000	1/2-1/2	7JPyKEXC	https://lichess.org/7JPyKEXC
C.KGm.Dec	Short, Nigel D	2682	Zhu, Chen	2505	2002	1-0	MxHHpDbg	https://lichess.org/MxHHpDbg
C.KGm.Dec	Savchenko, B.	2562	Kobalia, M.	2620	2018	1-0	a1zZkVRY	https://lichess.org/a1zZkVRY
C.Pet	Carlsen, Magnus	2863	Caruana, Fabiano	2835	2020	1-0	aGwGgxqM	https://lichess.org/aGwGgxqM
C.Pet	Carlsen, Magnus	2863	Caruana, Fabiano	2835	2020	1-0	e7d46fUY	https://lichess.org/e7d46fUY
C.Pet	Carlsen, M.	2835	Caruana, F.	2832	2018	1/2-1/2	kjCg2P9g	https://lichess.org/kjCg2P9g
C.Pet	Carlsen, M.	2835	Caruana, F.	2832	2018	1/2-1/2	8HJr7ebi	https://lichess.org/8HJr7ebi
C.Sco	Carlsen, M.	2881	Nakamura, Hi	2775	2014	1/2-1/2	p5pz4Js3	https://lichess.org/p5pz4Js3
C.Sco	Vachier Lagrave, M.	2768	Carlsen, M.	2877	2014	1/2-1/2	u6jBXenv	https://lichess.org/u6jBXenv
C.Sco	So, W.	2810	Carlsen, M.	2822	2017	0-1	tMYtH8W6	https://lichess.org/tMYtH8W6
C.Sco	Carlsen, Magnus	2814	Aronian, Levon	2805	2011	1/2-1/2	kTn1iL3J	https://lichess.org/kTn1iL3J
C.Sco.Mie	Carlsen, Magnus	2814	Aronian, Levon	2805	2011	1/2-1/2	kTn1iL3J	https://lichess.org/kTn1iL3J
C.Sco.Mie	Nakamura, Hi	2781	Carlsen, M.	2837	2017	1/2-1/2	j4EJbD40	https://lichess.org/j4EJbD40
C.Sco.Mie	Kasparov, G.	2812	Caruana, F.	2795	2016	1/2-1/2	3YAxTLTQ	https://lichess.org/3YAxTLTQ
C.Sco.Mie	Carlsen, Magnus	2802	Aronian, Levon	2801	2010	1/2-1/2	jCdjuvmq	https://lichess.org/jCdjuvmq
C.Vie	Mamedyarov, S.	2764	Carlsen, M.	2882	2019	0-1	coR471p1	https://lichess.org/coR471p1
C.Vie	Nakamura, Hikaru	2775	Carlsen, Magnus	2868	2013	1/2-1/2	oetwfx9X	https://lichess.org/oetwfx9X
C.Vie	Nakamura, Hi	2787	Carlsen, M.	2853	2016	1/2-1/2	fZVH1e5U	https://lichess.org/fZVH1e5U
C.Vie	Nakamura, Hi	2787	Carlsen, M.	2853	2016	1-0	JnQQrdOQ	https://lichess.org/JnQQrdOQ
C.PhD	Dominguez Perez, Leinier	2758	Carlsen, Magnus	2863	2020	0-1	vmVobDAG	https://lichess.org/vmVobDAG
C.PhD	Karjakin, Sergey	2752	Carlsen, M..	2862	2020	1-0	Vac306Gi	https://lichess.org/Vac306Gi
C.PhD	Carlsen, Magnus	2837	Mamedyarov, Shakhriyar	2726	2012	0-1	OoJHBFl9	https://lichess.org/OoJHBFl9
C.PhD	Carlsen, Magnus	2863	Dubov, Daniil	2699	2020	0-1	GIqpuZ2S	https://lichess.org/GIqpuZ2S
C.LtO	Apicella, Manuel	2435	Sokolov, Ivan	2630	1992	0-1	71QYgHtn	https://lichess.org/71QYgHtn
C.LtO	Romanishin, Oleg M	2560	Van Riemsdijk, Herman C	2435	1979	1-0	q89OnKSL	https://lichess.org/q89OnKSL
C.LtO	Hickl, Joerg	2570	Sieglen, Joachim	2415	1993	1-0	CqtcEn6u	https://lichess.org/CqtcEn6u
C.LtO	Ivanovic, Bozidar	2540	Hector, Jonny	2435	1988	1/2-1/2	5LR4a3w4	https://lichess.org/5LR4a3w4
D.QGD	Carlsen, M.	2876	Nakamura, Hi	2802	2015	1/2-1/2	RxhRsNmg	https://lichess.org/RxhRsNmg
D.QGD	Carlsen, M.	2855	Kramnik, Vladimir	2812	2016	1-0	rAY2ystg	https://lichess.org/rAY2ystg
D.QGD	Carlsen, M.	2853	Nakamura, Hi	2814	2015	1/2-1/2	ou3TQZzU	https://lichess.org/ou3TQZzU
D.QGD	Ding Liren	2805	Carlsen, M.	2861	2019	1/2-1/2	GRO6W4Up	https://lichess.org/GRO6W4Up
D.QGD.Ort	Mamedyarov, S.	2808	Kramnik, V.	2792	2018	0-1	G2rC8V4M	https://lichess.org/G2rC8V4M
D.QGD.Ort	So, W.	2770	Kramnik, Vladimir	2812	2016	1/2-1/2	mbFAORpx	https://lichess.org/mbFAORpx
D.QGD.Ort	Ding Liren	2714	Naiditsch, A.	2705	2014	1/2-1/2	ILdiFLsx	https://lichess.org/ILdiFLsx
D.QGD.Ort	Mamedyarov, S.	2757	Sarana, A.	2662	2022	1/2-1/2	2aEainlU	https://lichess.org/2aEainlU
D.QGD.Tar	Salem, AR.	2624	Lenic, L.	2639	2015	1-0	HSVzjayd	https://lichess.org/HSVzjayd
D.QGD.Tar	Roiz, Michael	2644	Akobian, Varuzhan	2585	2007	1/2-1/2	CV4JKRpO	https://lichess.org/CV4JKRpO
D.QGD.Tar	Ipatov, Alexander	2591	Miton, Kamil	2628	2011	1/2-1/2	M1gyq6VU	https://lichess.org/M1gyq6VU
D.QGD.Tar	Jobava, Baadur	2614	Savchenko, Boris	2569	2006	1-0	c6dwyRDR	https://lichess.org/c6dwyRDR
D.QGD.Lsk	Carlsen, M.	2877	Aronian, L.	2805	2014	1/2-1/2	qwpV2wk4	https://lichess.org/qwpV2wk4
D.QGD.Lsk	Carlsen, M.	2876	Nakamura, Hi	2802	2015	1/2-1/2	RxhRsNmg	https://lichess.org/RxhRsNmg
D.QGD.Lsk	Topalov, Veselin	2803	Anand, Viswanathan	2800	2010	0-1	6YlcvH78	https://lichess.org/6YlcvH78
D.QGD.Lsk	Nakamura, Hi	2779	Caruana, F.	2823	2016	1-0	p1e9BdsY	https://lichess.org/p1e9BdsY
D.QGD.Cmb	Carlsen, M.	2881	Mamedyarov, S.	2760	2014	1-0	FCFgDv0K	https://lichess.org/FCFgDv0K
D.QGD.Cmb	Giri, Anish	2764	Carlsen, Magnus	2863	2020	1/2-1/2	6ToNbOnr	https://lichess.org/6ToNbOnr
D.QGD.Cmb	Gelfand, Boris	2740	Carlsen, Magnus	2872	2013	0-1	KrEw3E6R	https://lichess.org/KrEw3E6R
D.QGD.Cmb	Nakamura, Hikaru	2736	Carlsen, Magnus	2863	2020	1/2-1/2	IxkY2IpJ	https://lichess.org/IxkY2IpJ
D.QGD.Exc	Carlsen, M.	2851	Kramnik, Vladimir	2801	2016	1-0	b6Ltr4hi	https://lichess.org/b6Ltr4hi
D.QGD.Exc	Aronian, L.	2777	Carlsen, M.	2865	2015	1/2-1/2	35l2nEZB	https://lichess.org/35l2nEZB
D.QGD.Exc	Carlsen, M..	2847	Nepomniachtchi, I..	2789	2021	0-1	YNb68tYJ	https://lichess.org/YNb68tYJ
D.QGD.Exc	Carlsen, M..	2847	Nepomniachtchi, I..	2789	2021	0-1	em58WdtD	https://lichess.org/em58WdtD
D.QGA	Kramnik, Vladimir	2807	Kasparov, Garry	2847	2003	1/2-1/2	MlmCSQYo	https://lichess.org/MlmCSQYo
D.QGA	Kramnik, Vladimir	2802	Kasparov, Garry	2838	2001	1/2-1/2	PVTasgpF	https://lichess.org/PVTasgpF
D.QGA	Kramnik, Vladimir	2802	Kasparov, Garry	2838	2001	1/2-1/2	BQ21cqaY	https://lichess.org/BQ21cqaY
D.QGA	Kramnik, Vladimir	2802	Kasparov, Garry	2838	2001	1-0	Ewk9ssJ6	https://lichess.org/Ewk9ssJ6
D.Sla	Aronian, L.	2805	Carlsen, M.	2877	2014	1/2-1/2	A2cM3wqU	https://lichess.org/A2cM3wqU
D.Sla	Carlsen, M.	2876	Topalov, V.	2798	2015	0-1	IyXf8bOi	https://lichess.org/IyXf8bOi
D.Sla	Ding Liren	2806	Carlsen, M.	2864	2022	1-0	csT4wq1I	https://lichess.org/csT4wq1I
D.Sla	Carlsen, M.	2881	Anand, V.	2785	2014	0-1	kN6d9l2i	https://lichess.org/kN6d9l2i
D.Sem	Carlsen, M.	2882	Ding Liren	2805	2019	1/2-1/2	0H6H5Wpx	https://lichess.org/0H6H5Wpx
D.Sem	Carlsen, M.	2876	Topalov, V.	2798	2015	0-1	IyXf8bOi	https://lichess.org/IyXf8bOi
D.Sem	Ding Liren	2799	Carlsen, M.	2864	2022	0-1	Um5Pxzih	https://lichess.org/Um5Pxzih
D.Sem	Carlsen, Magnus	2863	Ding, Liren	2791	2020	1-0	SAH980a5	https://lichess.org/SAH980a5
D.Sem.Mer	Kramnik, Vladimir	2780	Kasparov, Garry	2815	1998	1/2-1/2	va9vwOQB	https://lichess.org/va9vwOQB
D.Sem.Mer	Carlsen, Magnus	2801	Aronian, Levon	2786	2009	1/2-1/2	72Yr5Ggz	https://lichess.org/72Yr5Ggz
D.Sem.Mer	Kramnik, Vladimir	2785	Anand, Viswanathan	2801	2007	1/2-1/2	XNtK2YoR	https://lichess.org/XNtK2YoR
D.Sem.Mer	Aronian, Levon	2802	Anand, Viswanathan	2772	2013	0-1	IHRez3l8	https://lichess.org/IHRez3l8
D.Sem.Bg5	Carlsen, M.	2876	Topalov, V.	2798	2015	0-1	IyXf8bOi	https://lichess.org/IyXf8bOi
D.Sem.Bg5	Ding Liren	2799	Carlsen, M.	2864	2022	0-1	Um5Pxzih	https://lichess.org/Um5Pxzih
D.Sem.Bg5	Carlsen, Magnus	2863	Ding, Liren	2791	2020	1-0	SAH980a5	https://lichess.org/SAH980a5
D.Sem.Bg5	Carlsen, Magnus	2863	Ding, Liren	2791	2020	1-0	o9NGQ8O5	https://lichess.org/o9NGQ8O5
D.Sem.Bg5.Mos	Carlsen, M.	2876	Topalov, V.	2798	2015	0-1	IyXf8bOi	https://lichess.org/IyXf8bOi
D.Sem.Bg5.Mos	Caruana, F.	2808	Anand, V.	2816	2015	1/2-1/2	Ow7wyZ2H	https://lichess.org/Ow7wyZ2H
D.Sem.Bg5.Mos	Kramnik, Vladimir	2801	Aronian, Levon	2820	2012	0-1	JsjRCJDP	https://lichess.org/JsjRCJDP
D.Sem.Bg5.Mos	Kramnik, Vladimir	2801	Aronian, Levon	2820	2012	1/2-1/2	LFnOHgBR	https://lichess.org/LFnOHgBR
D.Sem.Bg5.AMo	Carlsen, Magnus	2863	Ding, Liren	2791	2020	1-0	o9NGQ8O5	https://lichess.org/o9NGQ8O5
D.Sem.Bg5.AMo	Carlsen, Magnus	2863	Ding, Liren	2791	2020	1-0	SAH980a5	https://lichess.org/SAH980a5
D.Sem.Bg5.AMo	Radjabov, T..	2765	Carlsen, M..	2847	2021	1/2-1/2	1jkK1e1E	https://lichess.org/1jkK1e1E
D.Sem.Bg5.AMo	Grischuk, A.	2747	Carlsen, M.	2855	2016	1/2-1/2	BjlGJTNo	https://lichess.org/BjlGJTNo
D.Sem.Bg5.Bot	Kramnik, Vladimir	2793	Aronian, L.	2801	2013	1/2-1/2	4EKiBQAx	https://lichess.org/4EKiBQAx
