ocn1	white	white_elo	black	black_elo	year	result	lichess_id	url
A.Hor.Fch.MLn.Bg5.Be7.Qc2	Kramnik, Vladimir	2760	Inarkiev, E.	2688	2014	1-0	AqRiTsPZ	https://lichess.org/AqRiTsPZ
A.Hor.Fch.MLn.Bg5.Be7.Qc2	Kasparov, Garry	2740	Karpov, Anatoly	2700	1987	1/2-1/2	bZabV3Ez	https://lichess.org/bZabV3Ez
A.Hor.Fch.MLn.Bg5.Be7.Qc2	Ivanchuk, Vassily	2739	Bruzon Batista, Lazaro	2669	2005	1/2-1/2	GHHWqTPk	https://lichess.org/GHHWqTPk
A.Hor.Fch.MLn.Bg5.Be7.h6	Ivanchuk, Vassily	2775	Topalov, Veselin	2768	2011	1/2-1/2	xRdIolzy	https://lichess.org/xRdIolzy
A.Hor.Fch.MLn.Bg5.Be7.h6	Karpov, Anatoly	2775	Beliavsky, Alexander G	2650	1995	1-0	9u7jRIqh	https://lichess.org/9u7jRIqh
A.Hor.Fch.MLn.Bg5.Be7.h6	Karpov, Anatoly	2705	Kasparov, Garry	2715	1984	1/2-1/2	BIYHT6ah	https://lichess.org/BIYHT6ah
A.Hor.Fch.MLn.Bg5.Be7.h6	Ivanchuk, Vassily	2725	Gelfand, Boris	2695	1997	1-0	ojFITyvH	https://lichess.org/ojFITyvH
A.Hor.Fch.MLn.Bg5.Nbd7.c6	Jakovenko, D.	2723	Lupulescu, C.	2643	2014	1/2-1/2	s0nlHuQM	https://lichess.org/s0nlHuQM
A.Hor.Fch.MLn.Bg5.Nbd7.c6	Mamedyarov, Shakhriyar	2752	Grachev, Boris	2610	2008	1/2-1/2	rQvB2CZX	https://lichess.org/rQvB2CZX
A.Hor.Fch.MLn.Bg5.Nbd7.c6	Eljanov, P.	2706	Lu Shanglei	2634	2018	1/2-1/2	rTeMpTFQ	https://lichess.org/rTeMpTFQ
A.Hor.Fch.MLn.Bg5.Nbd7.c6	Morozevich, Alexander	2755	Savchenko, Boris	2583	2007	1-0	tlugJIug	https://lichess.org/tlugJIug
A.Hor.Fch.MLn.Bg5.Nbd7.Bb4	Nakamura, Hi	2776	Aronian, L.	2777	2015	0-1	kWTbXTI4	https://lichess.org/kWTbXTI4
A.Hor.Fch.MLn.Bg5.Nbd7.Bb4	Atalik, Suat	2535	Kamsky, Gata	2645	1993	0-1	fNqHQZqu	https://lichess.org/fNqHQZqu
A.Hor.Fch.MLn.Bg5.Nbd7.Bb4	Kortschnoj, Viktor	2625	Rogers, Ian	2525	1987	1-0	AzsphB8U	https://lichess.org/AzsphB8U
A.Hor.Fch.MLn.Bg5.Nbd7.Bb4	Borovikov, V.	2557	Teske, H.	2537	2013	1/2-1/2	tSSSWiRP	https://lichess.org/tSSSWiRP
A.Hor.Fch.MLn.Bg5.Nbd7.a3	Granda Zuniga, Julio E	2636	Adly, Ahmed	2630	2010	0-1	MlAAHMAb	https://lichess.org/MlAAHMAb
A.Hor.Fch.MLn.Bg5.Nbd7.a3	Beliavsky, Alexander G	2650	Ruban, Vadim	2535	1995	1-0	wKfDDcSk	https://lichess.org/wKfDDcSk
A.Hor.Fch.MLn.Bg5.Nbd7.a3	Miles, Anthony J	2615	Jussupow, Artur	2570	1984	1/2-1/2	Rt7JQ9b2	https://lichess.org/Rt7JQ9b2
A.Hor.Fch.MLn.Bg5.Nbd7.a3	Atalik, Suat	2603	Stojanovic, Mihajlo	2572	2012	1-0	l1PdQ4yA	https://lichess.org/l1PdQ4yA
A.PQI.e3.Bb7	Dgebuadze, Alexandre	2528	Kovalyov, Anton	2525	2008	0-1	qlmEOSe6	https://lichess.org/qlmEOSe6
A.PQI.e3.Bb7	Mikhalevski, A.	2418	Roiz, M.	2581	2022	1/2-1/2	XT4MaH22	https://lichess.org/XT4MaH22
A.PQI.e3.Bb7	Morozov, N.	2388	Martinez Alcantara, Jose Eduardo	2606	2020	0-1	fhSSr3mj	https://lichess.org/fhSSr3mj
A.PQI.e3.Bb7	Szabo, Gergely Andras	2525	Lapcevic, Milos	2414	2010	1-0	XWZjkD6p	https://lichess.org/XWZjkD6p
C.Cen.exd4.Nf3.Bc5.c3	Sveshnikov, Evgeny	2504	Mkrtchian, Lilit	2458	2007	1-0	U2lf5ptx	https://lichess.org/U2lf5ptx
C.Cen.exd4.Nf3.Bc5.c3	Zezulkin, Jurij	2485	Plachetka, Jan	2445	1998	1-0	9lu5P5l5	https://lichess.org/9lu5P5l5
C.Cen.exd4.Nf3.Bc5.c3	Belanoff, Stuart	2270	Szabo, Eleonora	2410	2007	1/2-1/2	AMcRuCQT	https://lichess.org/AMcRuCQT
C.Cen.exd4.Nf3.Bc5.c3	Garcia Castro, Pablo	2269	Del Rey, Diego	2373	2001	1/2-1/2	51XA3LoN	https://lichess.org/51XA3LoN
C.Cen.exd4.Nf3.c5.Bc4	Travadon, Loic	2415	Guliyev, N..	2551	2021	0-1	ntUHI9yY	https://lichess.org/ntUHI9yY
C.Cen.exd4.Nf3.c5.Bc4	Hautot, S.	2350	Floor, D.	2230	2024	1-0	3nIZ19ff	https://lichess.org/3nIZ19ff
C.Bsh.Lew.Bxd5	Petukhov, Viktor Stepanovich	2232	Markovich, Mikhail Zinovievich	2323	2012	1/2-1/2	UARbRchi	https://lichess.org/UARbRchi
C.Bsh.Ber.d3.c6	Carlsen, M.	2877	Caruana, F.	2801	2014	0-1	aYZMIInG	https://lichess.org/aYZMIInG
C.Bsh.Ber.d3.c6	Carlsen, M.	2843	Caruana, F.	2822	2018	1-0	DTcX956x	https://lichess.org/DTcX956x
C.Bsh.Ber.d3.c6	Grischuk, A.	2792	Aronian, L.	2815	2014	1/2-1/2	L69JpIUS	https://lichess.org/L69JpIUS
C.Bsh.Ber.d3.c6	Carlsen, M..	2862	Nakamura, Hi	2736	2020	1/2-1/2	D4jaj1q9	https://lichess.org/D4jaj1q9
C.KGm.Acc.Nf3.Mod.exd5.Nd5	Fier, Alexandr	2590	Sokolin, Leonid M	2508	2009	1/2-1/2	HOYFuJGV	https://lichess.org/HOYFuJGV
C.KGm.Acc.Nf3.Mod.exd5.Nd5	Sulskis, Sarunas	2572	Butnorius, Algimantas	2437	2010	1/2-1/2	1NVhDWgr	https://lichess.org/1NVhDWgr
C.KGm.Acc.Nf3.Mod.exd5.Nd5	Sulskis, Sarunas	2515	Ivanov, Vladimir Ivanovich	2415	1996	1-0	a34XboeG	https://lichess.org/a34XboeG
C.KGm.Acc.Nf3.Mod.exd5.Nd5	Borkowski, Franciszek	2390	Schneider, Lars Ake	2430	1978	0-1	j5GsPrlw	https://lichess.org/j5GsPrlw
C.KGm.Acc.Nf3.KKn.Bc4.Qxf3	Degraeve, Jean Marc	2586	Marcelin, Cyril	2470	2002	0-1	jIPzfCDC	https://lichess.org/jIPzfCDC
C.KGm.Acc.Nf3.KKn.Bc4.Qxf3	Fier, Alexandr	2462	Hungaski, Robert Andrew	2281	2005	1/2-1/2	WSp10mi8	https://lichess.org/WSp10mi8
C.KGm.Acc.Kie.d5.d4.Bxf4	Taylor, Timothy	2296	Amanov, Zhanibek	2411	2011	0-1	eNmW7VJW	https://lichess.org/eNmW7VJW
C.PhD.d4.Nd7.Bc4.c6.Be7	Anand, Viswanathan	2725	Ivanchuk, Vassily	2735	1996	1/2-1/2	dqlRtJgD	https://lichess.org/dqlRtJgD
C.PhD.d4.Nd7.Bc4.c6.Be7	Ni, Hua	2704	Zhang, Pengxiang	2640	2008	1-0	1hljNQjb	https://lichess.org/1hljNQjb
C.PhD.d4.Nd7.Bc4.c6.Be7	Vachier Lagrave, Maxime	2718	Cossin, Sebastien	2509	2013	1-0	myFz02VV	https://lichess.org/myFz02VV
C.PhD.d4.Nd7.Bc4.c6.Be7	Granda Zuniga, Julio E	2630	Rogers, Ian	2570	1998	1-0	IX05xjDn	https://lichess.org/IX05xjDn
C.PhD.Lio.Ng5.O-O.Bxf7.Ne6	Radulski, Julian	2552	Mchedlishvili, Mikheil	2626	2012	0-1	5iTpuW49	https://lichess.org/5iTpuW49
C.PhD.Lio.Ng5.O-O.Bxf7.Ne6	Atanasov, Anthony	2411	Zhou Jianchao	2584	2025	0-1	JcxurEDb	https://lichess.org/JcxurEDb
C.PhD.Lio.Ng5.O-O.Bxf7.Ne6	Murey, Jacob	2487	Bezold, Michael	2508	2000	1-0	9FweSw66	https://lichess.org/9FweSw66
C.PhD.Lio.Ng5.O-O.Bxf7.Ne6	Jimenez Fraga, P.	2463	Zaragatski, I.	2480	2014	1/2-1/2	cq9wQci5	https://lichess.org/cq9wQci5
C.PhD.d4.Nf6.dxe5.Nxe4.Qd5	Solodovnichenko, Yuri	2582	Predojevic, Borki	2628	2007	1/2-1/2	Bp30jWpg	https://lichess.org/Bp30jWpg
C.PhD.d4.Nf6.dxe5.Nxe4.Qd5	Quesada Perez, Yu	2642	Sambuev, B.	2562	2014	1-0	PVXierLG	https://lichess.org/PVXierLG
C.PhD.d4.Nf6.dxe5.Nxe4.Qd5	Byrne, Robert Eugene	2540	Petrosian, Tigran V	2635	1976	1/2-1/2	hsrm7wv8	https://lichess.org/hsrm7wv8
C.PhD.d4.Nf6.dxe5.Nxe4.Qd5	Chandler, Murray G	2605	Gulko, Boris F	2565	1991	1-0	JGx9qSVm	https://lichess.org/JGx9qSVm
C.PhD.d4.f5.dxe5.fxe4.e6	Sax, Gyula	2600	Kosten, Anthony C	2510	1990	1-0	0RpUEsPJ	https://lichess.org/0RpUEsPJ
C.PhD.d4.f5.dxe5.fxe4.e6	Wells, Peter K	2545	Henris, Luc	2310	1995	1-0	hf84OEdg	https://lichess.org/hf84OEdg
C.PhD.d4.f5.dxe5.fxe4.e6	Mortensen, Erling	2423	Hvenekilde, Jorgen	2267	2001	1-0	qRZn8wEJ	https://lichess.org/qRZn8wEJ
C.PhD.d4.f5.dxe5.fxe4.e6	Baron Rodriguez, Jesus	2422	Gavin Roche, Enrique	2261	2007	1-0	Rzby6vN9	https://lichess.org/Rzby6vN9
C.Pet.Nxe5.d6.Nf3.Nxe4.Nf6	Fischer, Robert James	2760	Petrosian, Tigran V	2640	1971	1/2-1/2	kAQXk7V5	https://lichess.org/kAQXk7V5
C.Pet.Nxe5.d6.Nf3.Nxe4.Nf6	So, W.	2752	Martinez Alcantara, Jose Eduardo	2607	2024	0-1	JKIscWR4	https://lichess.org/JKIscWR4
C.Pet.Nxe5.d6.Nf3.Nxe4.Nf6	Vidit, S.	2720	Martinez Alcantara, Jose Eduardo	2607	2024	0-1	B591uqHh	https://lichess.org/B591uqHh
C.Pet.Nxe5.d6.Nf3.Nxe4.Nf6	Naiditsch, Arkadij	2674	Saric, Ibro	2565	2010	1-0	MgN1PGt9	https://lichess.org/MgN1PGt9
C.Thr.Bb4	Kovalev, Vl	2623	Narayanan, SL.	2662	2022	1-0	7DGNTm7X	https://lichess.org/7DGNTm7X
C.Thr.Bb4	Andreikin, Dmitry	2713	Ghaem Maghami, Ehsan	2554	2013	1-0	rqq98bCV	https://lichess.org/rqq98bCV
C.Thr.Bb4	Harika, D.	2517	Narayanan, SL.	2662	2022	1/2-1/2	oANS4iab	https://lichess.org/oANS4iab
C.Thr.Bb4	Michiels, Bart	2459	Sokolov, Ivan	2641	2010	1-0	YyotjOj2	https://lichess.org/YyotjOj2
C.Ita.Two.Nc3.Nxe4.Bxf7	Mamedyarov, S.	2767	So, W.	2767	2019	0-1	2brSKHfO	https://lichess.org/2brSKHfO
C.Ita.Two.Nc3.Nxe4.Bxf7	Novikov, Maxim	2519	Afromeev, Vladimir	2628	2007	0-1	mK6w9zLY	https://lichess.org/mK6w9zLY
C.Ita.Two.Nc3.Nxe4.Bxf7	Sevillano, Enrico	2440	Handoko, Edhi	2500	1995	0-1	mmtNLyW5	https://lichess.org/mmtNLyW5
C.Ita.Two.Nc3.Nxe4.Bxf7	Savitha, Shri B	2374	Peng, Li Min	2501	2022	0-1	nahA6fPw	https://lichess.org/nahA6fPw
C.Ita.Evn.Acc.c3.Be7.d4	Caruana, Fabiano	2835	So, Wesley	2770	2020	0-1	UayafTnB	https://lichess.org/UayafTnB
C.Ita.Evn.Acc.c3.Be7.d4	Kasparov, Garry	2805	Anand, Viswanathan	2715	1995	1-0	rCR5rWCS	https://lichess.org/rCR5rWCS
C.Ita.Evn.Acc.c3.Be7.d4	Kryvoruchko, Y.	2707	Karjakin, Sergey	2771	2014	0-1	v4lkzXuM	https://lichess.org/v4lkzXuM
C.Ita.Evn.Acc.c3.Be7.d4	Kasparov, Garry	2805	Short, Nigel D	2655	1993	1/2-1/2	q8HyIfeN	https://lichess.org/q8HyIfeN
C.Ita.Evn.Dec.a4.a6	Grischuk, A.	2750	Carlsen, M.	2832	2017	0-1	l2qKTr1O	https://lichess.org/l2qKTr1O
C.Ita.Evn.Dec.a4.a6	Morozevich, Alexander	2788	Kamsky, Gata	2723	2008	0-1	XucX76DL	https://lichess.org/XucX76DL
C.Ita.Evn.Dec.a4.a6	Wei, Yi	2551	Mamedyarov, Shakhriyar	2775	2013	1/2-1/2	rX0pkZTE	https://lichess.org/rX0pkZTE
C.Ita.Evn.Dec.a4.a6	Wei Yi	2607	Harikrishna, P.	2706	2014	1/2-1/2	lvWs4ZxY	https://lichess.org/lvWs4ZxY
C.Ita.Giu.c3.Nf6.b4	Aronian, Levon	2825	Kramnik, Vladimir	2801	2012	1-0	EhyTSO8b	https://lichess.org/EhyTSO8b
C.Ita.Giu.c3.Nf6.b4	Caruana, F.	2823	Nakamura, Hi	2779	2016	0-1	bHo4BYNC	https://lichess.org/bHo4BYNC
C.Ita.Giu.c3.Nf6.b4	Jobava, Ba	2665	Caruana, F.	2808	2016	1/2-1/2	c3qey28K	https://lichess.org/c3qey28K
C.Ita.Giu.c3.Nf6.b4	Mamedyarov, Shakhriyar	2760	Eljanov, Pavel	2692	2008	1/2-1/2	YkmSIitm	https://lichess.org/YkmSIitm
C.Ita.Giu.c3.Nf6.d3.a6	Vachier Lagrave, M.	2796	Carlsen, M.	2832	2017	1-0	M2yAXpb3	https://lichess.org/M2yAXpb3
C.Ita.Giu.c3.Nf6.d3.a6	Kramnik, V.	2808	So, W.	2812	2017	1/2-1/2	Ryms6Wcw	https://lichess.org/Ryms6Wcw
C.Ita.Giu.c3.Nf6.d3.a6	So, Wesley	2770	Caruana, Fabiano	2835	2020	1-0	2VzbMxXa	https://lichess.org/2VzbMxXa
C.Ita.Giu.c3.Nf6.d3.a6	So, Wesley	2770	Caruana, Fabiano	2835	2020	0-1	xiVpJGY8	https://lichess.org/xiVpJGY8
C.Ita.Pia.Wai.MLn.Re1.Ba7	Kramnik, V.	2808	Carlsen, M.	2832	2017	1-0	8I2YuiTC	https://lichess.org/8I2YuiTC
C.Ita.Pia.Wai.MLn.Re1.Ba7	Giri, A.	2752	Carlsen, M.	2834	2018	1/2-1/2	zihpdZpB	https://lichess.org/zihpdZpB
C.Ita.Pia.Wai.MLn.Re1.Ba7	Kramnik, V.	2811	Mamedyarov, S.	2772	2017	0-1	UnhA9bNe	https://lichess.org/UnhA9bNe
C.Ita.Pia.Wai.MLn.Re1.Ba7	So, W.	2773	Caruana, F.	2787	2016	1/2-1/2	8u1dJAfZ	https://lichess.org/8u1dJAfZ
C.Ita.Giu.O-O.Nf6.d3.d5	Carlsen, M.	2855	Aronian, L.	2792	2016	1/2-1/2	AgWKJv1i	https://lichess.org/AgWKJv1i
C.Ita.Giu.O-O.Nf6.d3.d5	Carlsen, M..	2862	So, W..	2770	2021	1/2-1/2	KGG7Pass	https://lichess.org/KGG7Pass
C.Ita.Giu.O-O.Nf6.d3.d5	Kramnik, Vladimir	2812	Aronian, L.	2792	2016	1/2-1/2	TbPwbQir	https://lichess.org/TbPwbQir
C.Ita.Giu.O-O.Nf6.d3.d5	Mamedyarov, S.	2804	Kramnik, V.	2787	2018	1/2-1/2	dS42pHqi	https://lichess.org/dS42pHqi
C.Ita.Giu.c3.Nf6.d4.b4	Erigaisi, Arjun	2797	Vidit, S.	2726	2024	1/2-1/2	tzxPaOiH	https://lichess.org/tzxPaOiH
C.Ita.Giu.c3.Nf6.d4.b4	Dubov, Daniil	2702	Karjakin, Sergey	2752	2020	1-0	zpcOZIw6	https://lichess.org/zpcOZIw6
C.Ita.Giu.c3.Nf6.d4.b4	Livaic, Leon	2553	Vitiugov, N.	2712	2024	0-1	5tsfb0n2	https://lichess.org/5tsfb0n2
C.Ita.Giu.c3.Nf6.d4.b4	Khairullin, I..	2615	Chigaev, M..	2631	2021	1/2-1/2	qaFPNDAd	https://lichess.org/qaFPNDAd
C.Ita.Two.Opn.MLn.e5.Ne4	Carlsen, M.	2875	So, W.	2754	2019	1/2-1/2	L2bAxc5P	https://lichess.org/L2bAxc5P
C.Ita.Two.Opn.MLn.e5.Ne4	Carlsen, M.	2864	Le, Quang Liem	2728	2022	1/2-1/2	XY6GcdUW	https://lichess.org/XY6GcdUW
C.Ita.Two.Opn.MLn.e5.Ne4	Nepomniachtchi, I.	2767	Vachier Lagrave, M.	2721	2024	1/2-1/2	Knqsklvh	https://lichess.org/Knqsklvh
C.Ita.Two.Opn.MLn.e5.Ne4	Nakamura, Hi	2798	Onischuk, Al	2665	2015	1-0	Zny0pBLO	https://lichess.org/Zny0pBLO
C.RyL.Shl.Jae.fxe4.Nxe4.Qg5	Anand, V.	2743	Caruana, F.	2795	2025	1/2-1/2	4UO4YZ8Q	https://lichess.org/4UO4YZ8Q
C.RyL.Shl.Jae.fxe4.Nxe4.Qg5	Karjakin, Sergey	2788	Radjabov, Teimour	2744	2011	1/2-1/2	HGQMy6nO	https://lichess.org/HGQMy6nO
C.RyL.Shl.Jae.fxe4.Nxe4.Qg5	Carlsen, Magnus	2813	Nisipeanu, Liviu Dieter	2672	2010	1/2-1/2	uQ4caWS3	https://lichess.org/uQ4caWS3
C.RyL.Shl.Jae.fxe4.Nxe4.Qg5	Karjakin, Sergey	2776	Nisipeanu, Liviu Dieter	2659	2011	1-0	4S2RG1Iu	https://lichess.org/4S2RG1Iu
C.RyL.Ber.O-O.Bc5.c3.Bb6	Shirov, Alexei	2745	Topalov, Veselin	2812	2009	1/2-1/2	Zu7T6OVr	https://lichess.org/Zu7T6OVr
C.RyL.Ber.O-O.Bc5.c3.Bb6	Leko, Peter	2739	Anand, Viswanathan	2790	2010	1/2-1/2	rN1m5L0H	https://lichess.org/rN1m5L0H
C.RyL.Ber.O-O.Bc5.c3.Bb6	Topalov, Veselin	2796	Karjakin, Sergey	2706	2009	1-0	RLA6sa8K	https://lichess.org/RLA6sa8K
C.RyL.Ber.O-O.Bc5.c3.Bb6	Anand, Viswanathan	2769	Leko, Peter	2725	2000	1-0	l0MW8Lej	https://lichess.org/l0MW8Lej
C.RyL.Ber.O-O.Hdg.Re1	Atabayev, M.	2492	Boiarintsev, Vitaly	2391	2017	1-0	9bk2mjBI	https://lichess.org/9bk2mjBI
C.RyL.Ber.O-O.Hdg.Re1	Diu, V.	2474	Dimakiling, O.	2364	2014	1-0	OhMeAZDh	https://lichess.org/OhMeAZDh
C.RyL.Ber.O-O.Hdg.Re1	Kuba, Guenter	2387	Thiede, Lars	2441	2013	0-1	x3QNCcki	https://lichess.org/x3QNCcki
C.RyL.Ber.O-O.Hdg.Re1	Colovic, Aleksandar	2442	Rios, Alejandro	2308	2004	1-0	PLJqqIir	https://lichess.org/PLJqqIir
C.RyL.Mor.Ba4.b5.Bb3.Bc5	Vovk, Andrey	2567	Mons, Leon	2453	2013	1/2-1/2	W3Kfc56n	https://lichess.org/W3Kfc56n
C.RyL.Mor.Ba4.b5.Bb3.Bc5	Tseshkovsky, Vitaly	2560	Wittmann, Walter	2435	1983	1-0	d0ZxgJP2	https://lichess.org/d0ZxgJP2
C.RyL.Mor.Ba4.b5.Bb3.Bc5	Wahls, Matthias	2550	Mahdi, Khaled	2425	1995	0-1	cdJQcV4R	https://lichess.org/cdJQcV4R
C.RyL.Mor.Ba4.b5.Bb3.Bc5	Kveinys, Aloyzas	2555	Mahdi, Khaled	2420	1993	1-0	cRmvGiqm	https://lichess.org/cRmvGiqm
C.RyL.Mor.Ba4.d6.Bxc6.d4	Yu Yangyi	2751	Mamedyarov, S.	2799	2017	1-0	YAI1W0NQ	https://lichess.org/YAI1W0NQ
C.RyL.Mor.Ba4.d6.Bxc6.d4	Kasparov, Garry	2805	Short, Nigel D	2655	1993	1/2-1/2	HtXfV91p	https://lichess.org/HtXfV91p
C.RyL.Mor.Ba4.d6.Bxc6.d4	Karjakin, Sergey	2732	Grischuk, Alexander	2711	2008	0-1	F06NM36v	https://lichess.org/F06NM36v
C.RyL.Mor.Ba4.d6.Bxc6.d4	Anand, Viswanathan	2715	Jussupow, Artur	2665	1994	1/2-1/2	ii6Wq8sR	https://lichess.org/ii6Wq8sR
C.RyL.Mor.Ba4.d6.c3.Nge7	Grischuk, A.	2750	Rapport, R.	2698	2017	1-0	NodYNb0x	https://lichess.org/NodYNb0x
C.RyL.Mor.Ba4.d6.c3.Nge7	Shirov, A.	2673	Rapport, R.	2752	2016	1-0	PJLXbwST	https://lichess.org/PJLXbwST
C.RyL.Mor.Ba4.d6.c3.Nge7	Sevian, Samuel	2693	Alekseenko, K.	2698	2022	1-0	db53aRvf	https://lichess.org/db53aRvf
C.RyL.Mor.Ba4.d6.c3.Nge7	Anand, Viswanathan	2715	Jussupow, Artur	2665	1994	1-0	4VCiCSfV	https://lichess.org/4VCiCSfV
C.RyL.Mor.Ba4.Nf6.O-O.Qe2	Galego, Luis	2390	Sorin, Ariel	2470	1994	0-1	2sJml1Zn	https://lichess.org/2sJml1Zn
C.RyL.Mor.Ba4.Nf6.O-O.Qe2	Vibbert, Sean	2312	Fishbein, A.	2499	2015	1/2-1/2	QHL8YUd9	https://lichess.org/QHL8YUd9
C.RyL.Mor.Ba4.Nf6.O-O.Qe2	Boudre, Jean Pierre	2390	Neidhardt, Claus Ulrich	2400	1995	1/2-1/2	ypIFH5hl	https://lichess.org/ypIFH5hl
C.RyL.Mor.Ba4.Nf6.O-O.Qe2	Bartel, Michal	2273	Semcesen, Daniel	2479	2013	0-1	9xwOkgVB	https://lichess.org/9xwOkgVB
C.RyL.Mor.Opn.d4.Be7	Carlsen, M.	2843	Mamedyarov, S.	2808	2018	1/2-1/2	gtEoiwVq	https://lichess.org/gtEoiwVq
C.RyL.Mor.Opn.d4.Be7	Carlsen, M.	2830	Caruana, F.	2794	2023	1-0	ioSqgPwR	https://lichess.org/ioSqgPwR
C.RyL.Mor.Opn.d4.Be7	Praggnanandhaa, R.	2741	Wei Yi	2751	2025	1/2-1/2	xHFMG1ag	https://lichess.org/xHFMG1ag
C.RyL.Mor.Opn.d4.Be7	Yu Yangyi	2764	Vitiugov, N.	2709	2018	1-0	XJluSYLu	https://lichess.org/XJluSYLu
C.RyL.Mor.Opn.MLn.a4.Nc3	Perina, Giuseppe	2300	Ernst, Christoph	2305	2023	1/2-1/2	CwozbMeY	https://lichess.org/CwozbMeY
C.RyL.Mar.MLn.Rxe5.c6.Bxd5	Polgar, Judit	2722	Shirov, Alexei	2737	2003	1/2-1/2	0c3oWoW8	https://lichess.org/0c3oWoW8
C.RyL.Mar.MLn.Rxe5.c6.Bxd5	Polgar, Judit	2670	Almasi, Zoltan	2615	1997	0-1	Y38SoMxi	https://lichess.org/Y38SoMxi
C.RyL.Mar.MLn.Rxe5.c6.Bxd5	Graf, Alexander	2637	Gustafsson, Jan	2616	2005	0-1	exhDXx7m	https://lichess.org/exhDXx7m
C.RyL.Mar.MLn.Rxe5.c6.Bxd5	Huebner, Robert	2605	Nunn, John DM	2620	1989	1-0	TOKFhPCQ	https://lichess.org/TOKFhPCQ
C.RyL.Cha.MLn.d4.Qc7.Nc6	Svidler, Peter	2710	Piket, Jeroen	2605	1998	1-0	rI46qGi0	https://lichess.org/rI46qGi0
C.RyL.Cha.MLn.d4.Qc7.Nc6	Karpov, Anatoly	2660	Spassky, Boris V	2655	1973	1/2-1/2	8ZQdT4Mx	https://lichess.org/8ZQdT4Mx
C.RyL.Cha.MLn.d4.Qc7.Nc6	Dominguez Perez, Leinier	2661	Vescovi, Giovanni P	2645	2005	1-0	eR8cvbnT	https://lichess.org/eR8cvbnT
C.RyL.Cha.MLn.d4.Qc7.Nc6	Osterman, Bjorn	2782	Rainer Zufall	2487	2005	1/2-1/2	LsdSk6XF	https://lichess.org/LsdSk6XF
C.KPO.Kgt.MLn.Be2.Nf6.e5	Basman, Michael J	2390	Hebden, Mark	2480	1984	0-1	ly70zHH0	https://lichess.org/ly70zHH0
C.KPO.Kgt.MLn.Be2.Nf6.e5	Basman, Michael J	2400	Hebden, Mark	2455	1985	1/2-1/2	WA9WXrmu	https://lichess.org/WA9WXrmu
C.KPO.Kgt.MLn.Be2.Nf6.e5	Basman, Michael J	2395	Motwani, Paul	2355	1986	1/2-1/2	YTxiQ4U1	https://lichess.org/YTxiQ4U1
C.KPO.Kgt.MLn.Be2.Nf6.e5	Schiller, Eric	2230	Martinovsky, Eugene	2235	1986	0-1	muwXDRJs	https://lichess.org/muwXDRJs
C.Fou.Spa.Dbl.MLn.d3.Ne7	Naiditsch, A.	2706	Carlsen, M.	2865	2015	1-0	iRtkr1jy	https://lichess.org/iRtkr1jy
C.Fou.Spa.Dbl.MLn.d3.Ne7	Caruana, Fabiano	2709	Aronian, Levon	2801	2010	0-1	0dHpngp2	https://lichess.org/0dHpngp2
C.Fou.Spa.Dbl.MLn.d3.Ne7	Nisipeanu, Liviu Dieter	2672	Ponomariov, Ruslan	2733	2010	0-1	tTGxrZHP	https://lichess.org/tTGxrZHP
C.Fou.Spa.Dbl.MLn.d3.Ne7	Naiditsch, Arkadij	2710	Georgiev, Kiril	2637	2013	0-1	C6HygrYy	https://lichess.org/C6HygrYy
C.Ita.Evn.Acc.Stn.O-O.Nxe5	Conde Poderoso, Antonio	2374	Moskalenko, Eduard	2251	2018	1/2-1/2	WVTafDVi	https://lichess.org/WVTafDVi
C.Ita.Evn.Acc.Stn.O-O.Nxe5	Castelló Benavent, Joaquín José	2232	Babychuk, Vladimir	2239	2010	1/2-1/2	CSCSML7c	https://lichess.org/CSCSML7c
C.Ita.Evn.Acc.Stn.O-O.Nxe5	Castelló Benavent, Joaquín José	2227	Glaser, Karel	2230	2010	1-0	3pYWQOFv	https://lichess.org/3pYWQOFv
D.QGD.QKn	Carlsen, M.	2855	Kramnik, Vladimir	2812	2016	1-0	rAY2ystg	https://lichess.org/rAY2ystg
D.QGD.QKn	Carlsen, M.	2853	Nakamura, Hi	2814	2015	1/2-1/2	ou3TQZzU	https://lichess.org/ou3TQZzU
D.QGD.QKn	Ding Liren	2805	Carlsen, M.	2861	2019	1/2-1/2	GRO6W4Up	https://lichess.org/GRO6W4Up
D.QGD.QKn	Ding Liren	2799	Carlsen, M.	2864	2022	0-1	Um5Pxzih	https://lichess.org/Um5Pxzih
D.QGD.QKn.Nrm	Carlsen, M.	2855	Kramnik, Vladimir	2812	2016	1-0	rAY2ystg	https://lichess.org/rAY2ystg
D.QGD.QKn.Nrm	Carlsen, M.	2851	Kramnik, Vladimir	2801	2016	1-0	ctr3HYrh	https://lichess.org/ctr3HYrh
D.QGD.QKn.Nrm	Carlsen, M.	2851	Kramnik, Vladimir	2801	2016	1-0	b6Ltr4hi	https://lichess.org/b6Ltr4hi
D.QGD.QKn.Nrm	Carlsen, M.	2832	So, W.	2815	2017	1-0	FNTKKslA	https://lichess.org/FNTKKslA
D.QGD.Ala	Nikolaidis, I.	2544	Nabaty, T.	2692	2018	1-0	aGH9DGx7	https://lichess.org/aGH9DGx7
D.QGD.Ala	Bendaña Guerrero, Dr. Guy José	2382	Souza, Ornélio de	2399	2005	1-0	OmQ6QTTv	https://lichess.org/OmQ6QTTv
