lichess_id	event	site	date	round
VtV4Jn9O	WS/GMN/A/13	ICCF	2025.08.02	?
bmcEiydV	CM.2002.0.00168	IECG	2002.02.06	?
BwQrHYhG	FICGS__CHESS__CLASS_SM__000002	FICGS	2006.09.01	1
04cYq4QG	WC30/sf03	ICCF	2006.06.20	?
PBfzOp3V	US op 099th	Kona	1998.08.08	8
UttlcLqr	Zvenigorod op-A	Zvenigorod	2008.09.27	5
aLDIzP4y	Metz op 06th	Metz	1988.??.??	?
rysH1wjK	San Sebastian op 23rd	San Sebastian	2000.??.??	9
FjlP3BQ6	PCA/Intel-GP	New York	1995.06.23	4.2
yB8TKcZ2	IMSA Blitz 2016	Huai'an CHN	2016.02.29	14.6
Uw42rpnw	Frankfurt-West Masters	Frankfurt	1999.07.02	12
8bif9N6r	World Cup ACP 4th	Odessa	2010.05.27	1.2
ACETbn3V	ch-SWE 2016	Uppsala SWE	2016.07.19	4.2
z414klSV	ROM-80 (ROU)	ICCF	2005.03.20	?
RoaVbA7s	ACP Blitz Prelim2	playchess.com INT	2004.04.13	16
khU6LISx	WS/GMN/022	ICCF	2010.04.15	?
2FlR6yeN	Tata Steel-A 73rd	Wijk aan Zee	2011.01.30	13
mlavtC3b	Fujitsu Siemens Giants	Frankfurt	2000.06.23	3
vpyi4sR4	FIDE Candidates	London	2013.03.19	4
dl6lnn0x	Voronezh City-ch	Voronezh	2007.12.14	11
slwajPoN	PAL/CSS Freestyle op 5th	playchess.com INT	2007.03.03	5
fzc0GbxL	WC.2005.S.00003	IECG	2003.05.19	?
7T0NZaL8	POR-ch	Odivelas	2020.09.09	3
BBmYxde9	Wch Blitz	Astana	2012.07.10	26
fSLsWxjS	Manila ol (Men)	Manila	1992.??.??	?
kpUOvwso	Linares 10th	Linares	1992.??.??	11
XC1elbJi	Bled ol (Men)	Bled	2002.10.30	5.1
EJmeJguJ	TCh-SRB Premier 2017	Ruma SRB	2017.09.09	9.6
Zc0ogYdL	Reykjavik Open 2016	Reykjavik ISL	2016.03.12	6.7
oMsv9PDl	TV2 GM Open 2017	Fagernes NOR	2017.04.11	4.4
nnETqSOy	World Junior Open 2017	Tarvisio ITA	2017.11.16	4.10
SF35GUf4	Linares 21st	Linares	2004.02.25	6
nX09byQ8	Amber-rapid 18th	Nice	2009.03.26	11
UbmA86aa	TechM GCL 2024	London ENG	2024.10.07	6.2
J4HBE79c	45th Olympiad 2024	Budapest HUN	2024.09.21	10.1
SyXpUCvg	London Classic	London	2009.12.12	4
kREMUbTs	Dortmund SuperGM	Dortmund	2000.07.09	3
SBZahzUv	EU-Cup 27th	Rogaska Slatina	2011.10.01	7
vYihUzaJ	Superbet POL Rapid 2024	Warsaw POL	2024.05.08	1.2
KT3vBEeQ	Meltwater Tour Final 2021	chess24.com INT	2021.09.29	5.1
GPhN0v2b	World Rapid 2025	Doha QAT	2025.12.26	3.5
dbr9OtEB	Mainz Ordix op 14th	Mainz	2007.08.18	4
hJtK3c2l	Pardubice Synthesia rap op 19th	Pardubice	2008.07.16	2
FkPxdUnp	World Blitz 2019	Moscow RUS	2019.12.30	16.1
4K0Lukk3	World Rapid 2019	Moscow RUS	2019.12.26	2.1
niSGRl6f	6th Sinquefield Cup 2018	Saint Louis USA	2018.08.22	5.3
MMhqul9H	GCT Blitz Paris 2019	Paris FRA	2019.08.01	11.3
KVS2TJMq	Amber-blindfold 20th	Monte Carlo	2011.03.20	8
4XbWUP2O	Vugar Gashimov Mem 2018	Shamkir AZE	2018.04.27	8.2
NmrbLobh	PRO League KO Stage	Chess.com INT	2020.03.10	2
ZkpKJIKo	Opera Euro Rapid Prelim	chess24.com INT	2021.02.07	10.1
GxMtD45k	Julius Baer Gen Cup D1 W	chess.com INT	2024.09.27	1.2
fMbptXp9	Tata Steel-A 82nd	Wijk aan Zee	2020.01.22	10
zKOxFzgu	Reggio Emilia 7475 17th	Reggio Emilia	1975.01.06	11
zQY2Ic2c	Petrovskaya Ladya op	Peterhof	2008.01.07	5
n3tI6DHV	ch-CAN 2015	Guelph CAN	2015.07.15	8.6
wSk3rs2p	SUI-ch int	Arosa	1996.07.19	11
K70sfvPD	USA-chT Amateur East	Parsippany	2001.02.19	5
cijB7zIQ	Backa Palanka op	Backa Palanka	2001.05.05	4
tckM0fpf	EU-ch U16	Budva	2003.09.22	9
mzJUtLkt	40th ECC Open 2025	Rhodes GRE	2025.10.23	5.37
tHx2IVT1	GCT Rapid Paris 2021	Paris FRA	2021.06.20	8.4
yH40X0Wn	SportAccord Blitz 2014	Beijing CHN	2014.12.13	25.3
PoZoqU2q	13th Hainan Danzhou GM	Danzhou CHN	2022.12.14	5.1
NAM80KRD	PRO League Group Stage	chess.com INT	2019.01.30	4
UkAC1GUZ	Moscow PCA-GP Kremlin Stars	Moscow	1996.04.28	1.2
WMOa1RTq	IMSA Blitz 2016	Huai'an CHN	2016.03.01	29.7
t62Y0EeC	World Rapid 2022	Almaty KAZ	2022.12.28	12.5
W9qBAixz	Clermont Ferrand	Clermont Ferrand	1989.??.??	?
IdDv5HYm	Cap d'Agde Karpov qual 2nd	Cap d'Agde	2013.10.29	10
FnsGSAQW	YUG-chT 36th	Pula	1984.09.10	5.1
yONyg9bL	ch-CHN 2016	Xinghua CHN	2016.04.20	4.4
THukP6fQ	TCh-AUT 2022-23	Austria AUT	2022.11.03	1.6
ACAf5gqd	45th Olympiad 2024	Budapest HUN	2024.09.14	4.6
66y2izFD	Tallinn	Tallinn	1973.03.10	13
Gt6qoQZw	Hilversum KRO m	Hilversum	1986.??.??	6
YHlsCAHt	FIDE World Blitz 2013	Khanty-Mansiysk	2013.06.10	20
JO0LaR48	USA-ch Gr-B	Saint Louis	2011.04.17	3
sdUu3B99	Amber-rapid 18th	Nice	2009.03.15	2
NrNI5GyD	Prague m1	Prague	2006.08.12	4
H2pAe832	FIDE World Rapid 2014	Dubai UAE	2014.06.18	13.9
iheiq2QN	World Cup	Khanty-Mansiysk	2009.12.07	6.2
Kd088Fb2	Bazna Kings 5th	Medias	2011.06.14	4
4q5HQkmN	FRA-chT Top 16 GpB	Cannes	2005.04.01	5
R8HNgTkt	RUS-chT	Kazan	1995.??.??	5
3DDH5Cq0	World Blitz 2016	Doha QAT	2016.12.29	3.21
eF6X4b2E	Botvinnik Memorial m 30'	Moscow	2001.12.08	6
l7xHqhGN	SpeedChess Final 2024	Paris FRA	2024.09.06	1.17
ch3PmMS5	Mexico City UNAM	Mexico City	2012.11.24	1.2
IRGEoy7F	FIDE World Cup	Khanty-Mansiysk	2011.09.09	5.1
jKMUZ2hn	Tata Steel-A 74th	Wijk aan Zee	2012.01.25	10
gv9LrBK5	Beijing Sportaccord rap	Beijing	2011.12.10	5
pEZHOVmm	World Blitz 2019	Moscow RUS	2019.12.29	10.2
BQEARqN7	Dortmund	Dortmund	1996.07.13	8
acOcdXoG	1st Niteroi Chess Open	Niteroi BRA	2019.09.07	6.1
ppP79m31	Dos Hermanas Internet f 9th	ICC INT	2008.04.04	2.3
Ex13ogaM	Beijing Sportaccord rap	Beijing	2011.12.11	6
ZHa47Bp9	Bundesliga 0506	Germany	2006.01.28	8.1
NUbYz8ta	6th London Classic 2014	London ENG	2014.12.12	3.3
yye1FXsK	chess.com Speed 2019	chess.com INT	2019.11.19	2.23
XucX76DL	Moscow Tal Memorial Blitz	Moscow	2008.08.30	27
39ZilSs3	Amsterdam Euwe Memorial	Amsterdam	1995.05.13	2
4UO4YZ8Q	TechM GCL 2025	Mumbai IND	2025.12.14	7.3
HGQMy6nO	WchT 8th	Ningbo	2011.07.20	4
y6pRo05w	Wch Blitz 5th	Moscow	2010.11.17	25
lX85oQqY	Bazna Kings 5th	Medias	2011.06.18	7
T1kk4rU2	Magnus Carlsen Inv KO	chess24.com INT	2021.03.20	3.11
N5heRaVB	FIDE Grand Swiss 2023	Douglas IOM	2023.11.04	10.1
BOPnWcdA	chess.com Speed 2019	chess.com INT	2019.09.03	1.30
setLFMsC	6th LCC Super Rapidplay Open 2014	London ENG	2014.12.06	5.6
LYnGlzBw	Canadian op	Ottawa	2007.07.10	5
wTle0c6A	Mallorca Trophy-B	playchess.com INT	2004.02.08	3.3
A2S5mDSd	Budva zt	Budva	1981.??.??	15
QzJPzM33	PRO League Group Stage	chess.com INT	2018.02.04	4
8I6B1U7P	PRO League Group Stage	chess.com INT	2018.02.14	6
Y9aZ9RIa	ch-St Petersburg Rapid 2014	St Petersburg RUS	2014.03.08	4.1
IR8iwUlS	BIH-chT2	Neum	2003.08.26	5
QUeUD132	chess.com SF Blitz 1m+1spm 2016	chess.com INT	2016.08.23	17
hPKUMMsr	chess.com SF Blitz 1m+1spm 2016	chess.com INT	2016.08.23	22
3zscU36w	chess.com SF Blitz 1m+1spm 2016	chess.com INT	2016.08.23	24
mdyhM5IB	Wch Blitz 5th	Moscow	2009.11.17	17
NwClEPOR	Wch Blitz 5th	Moscow	2010.11.17	28
2Rrjn6aL	FIDE World Blitz 2014	Dubai UAE	2014.06.19	8.18
OfgAaISk	FIDE World Cup	Tromso	2013.08.21	4.2
91j4edgW	EU-ch 13th	Plovdiv	2012.03.29	9
DSzRCora	EU-ch Online 2300+ Final	Chess.com INT	2020.05.30	5
QDx50F1q	POL-ch 63rd	Krakow	2006.02.26	2
WyqWQF6c	World Rapid 2025	Doha QAT	2025.12.27	6.6
nhJSecnX	chess.com Speed 3m+2spm 2017	chess.com INT	2017.05.03	1.14
d2B9UV95	Aeroflot Open A 2015	Moscow RUS	2015.03.30	4.29
BEn0e3sC	Vladimir Petrov Mem 2015	Jurmala LAT	2015.03.08	9.8
iaSibRT3	Alfoeld Cup op	Hajduszoboszlo	2001.06.22	7
OKngz6GJ	Hamburg-ch int	Hamburg	1998.06.03	6
ySjZj9TK	USA/WSC1/pr04 (USA)	ICCF	2005.04.17	?
LBbMkL5b	88th ch-GER 2017	Apolda GER	2017.06.23	1.14
8CY5cRHF	Minsk Boleslavsky Memorial	Minsk	1994.??.??	3
LUqcAXac	Capablanca Memorial op-A 48th	Havana	2013.04.28	7
amps4vtY	Minsk Boleslavsky Memorial	Minsk	1994.??.??	5
wxmUlO7N	Danube/3	ICCF	2008.02.01	?.6
3jvlJzSW	Las Palmas	Las Palmas	1974.??.??	12
z6WDLWBh	Capablanca Memorial op-A 48th	Havana	2013.04.25	5
XKAMxPmC	ISR-chT	Ramat Aviv	2000.01.14	1.1
Rzl1cdeM	Politiken Cup 33rd	Helsingor	2011.07.31	3
TzxmQYoK	ACP Blitz Prelim3	playchess.com INT	2004.04.14	16
QMgW1JoF	BL2-West 9798	Germany	1997.??.??	?.5
bwASXCsA	FRA-chT2 North 0809	France	2009.03.14	8.3
JUJMiLPN	Reykjavik op	Reykjavik	1990.??.??	4
2uxuX4Rs	European Online CC PlayC	Tornelo INT	2021.03.29	4.1
uAOWpVZ9	PRO League Group Stage	chess.com INT	2018.02.07	5
UtjE09d0	PRO League Group Stage	chess.com INT	2018.02.24	7
ij0GGMMI	9th Sunway Sitges 2022	Sitges ESP	2022.12.14	3.9
mGJ3bBxg	2nd DSM 0-2750  B (BUL)	ICCF	2025.08.10	?
ERXtdrf2	Yuzhny FO-ch op	Armavir	2011.03.19	8
qB1P02xV	WS/SIM/B/74	ICCF	2025.08.02	?
JmARfmlA	WS/SIM/B/74	ICCF	2025.08.02	?
b800dkfN	AUS/NZL-ENG	ICCF	2013.01.07	?.10
xBMIl5xd	Warsaw (Women)	Warsaw	2004.06.19	3
80k6W1xq	Passau op 4th	Passau	1996.??.??	7
Kb62Ks9G	4NCL Div 1b 2019-20	Daventry ENG	2020.01.12	4.85
ARaqqPEm	GCT Blitz YourNextMove	Leuven BEL	2016.06.19	2.3
1DUU3NNz	GCT Blitz Paris 2017	Paris FRA	2017.06.24	3.4
oNKlabdC	FTX Road to Miami Prelim	chess24.com INT	2022.07.11	8.1
Qc4xTLZy	Tashkent FIDE GP 2014	Tashkent UZB	2014.10.31	9.3
u6REZlEF	Chess.com Rapid Wk8 Swiss	chess.com INT	2022.04.02	3
g1IXBAzi	Chess.com RCC Wk24 Swiss	chess.com INT	2022.08.06	8
57mEECtl	Airthings Masters Prelim	chess24.com INT	2022.02.19	3.6
YWgbgCCi	42nd Olympiad 2016	Baku AZE	2016.09.09	7.5
GxfUCwcd	Chess.com Rapid W10 Swiss	chess.com INT	2022.04.16	3
Wy63HR64	Chess.com RCC Wk15 Swiss	chess.com INT	2022.05.21	5
KVZZkvE1	EU-ch U18	Peniscola	2002.10.03	5
cjtIVzyo	chess.com Speed 1m+1spm 2018	chess.com INT	2018.09.07	1.22
ENtW6lUM	Tal Memorial Blitz 2016	Moscow RUS	2016.09.25	8.2
2MjJX19u	USA/C20/final (USA)	ICCF	2014.03.01	?
POIOsmpH	BL-LSS	ICCF	2013.02.10	?.3
UaIRiqab	Alushta May-B	Alushta	2009.05.??	12
18k8CP5S	CP.1996.S.00009	IECG	1997.??.??	?
KM9x9ohc	PRO League Pacific 2017	chess.com INT	2017.01.11	1
NF5dCC7n	WS/GMN/020	ICCF	2009.10.30	?
7y2UTAMk	Swiss/white (SUI)	ICCF	2007.02.01	?
l8gTUIOv	USA/C20/final (USA)	ICCF	2014.03.01	?
q4GLi5pK	XXIV Balaguer Rapid Open	Balaguer ESP	2016.09.18	8.7
6R73yUoy	Salgotarjan op	Salgotarjan	2004.03.05	3
xldE7FL5	17th Gijon Rapid Open	Gijon ESP	2017.07.23	6.5
XlTrDmTS	Paks Atom Cup IM 3rd	Paks	1998.??.??	1
xDZkZggX	Chicago op 18th	Chicago	2009.05.24	4
8QpB36zt	PRO League KO Stage 2017	chess.com INT	2017.03.08	2
eNx11Nax	Zwolle op	Zwolle	1996.??.??	5
0cgbYUl7	Chicago op 21st	Wheeling	2012.05.26	4
63QdabHh	Saint Louis Rapid 2019	Saint Louis USA	2019.08.10	1.2
QX6KrKK0	7th London Classic 2015	London ENG	2015.12.11	7.4
RJkzV1I4	GCT Blitz YourNextMove	Leuven BEL	2016.06.19	8.3
3w7fhFFt	Carlsen-Ding Showdown G30	Saint Louis USA	2017.11.11	2
8Rw8ViJ4	4th Norway Chess 2016	Stavanger NOR	2016.04.22	4.2
ROyu7Avq	GCT Rapid YourNextMove	Leuven BEL	2016.06.17	5.4
ruAbFgBs	4th Norway Chess 2016	Stavanger NOR	2016.04.24	5.2
Ba6XAzXC	Carlsen Inv Prelim	chess24.com INT	2020.04.23	3.4
jsnou3lt	79th Tata Steel GpA	Wijk aan Zee NED	2017.01.20	6.1
dHWHPf4p	EU-ch 11th	Rijeka	2010.03.06	1
E41YMo7f	UKR-ch 73rd	Kharkov	2004.08.24	1.1
OCcp2YYr	Canadian op	Montreal	2008.07.20	2
05GVxyp7	Minsk Inautomarket op	Minsk	2005.07.18	9
JmtQSevA	5th Zurich CC 2016	Zurich SUI	2016.02.14	3.3
NtT1AX9g	FIDE Candidates 2016	Moscow RUS	2016.03.20	8.3
zLGK36G7	FIDE World Cup 2017	Tbilisi GEO	2017.09.27	7.5
62NvLBOS	41st Olympiad Open 2014	Tromso NOR	2014.08.09	7.7
2nHXIhj3	SpeedChess Final 2024	Paris FRA	2024.09.06	1.22
BT15RqxJ	chess.com Speed 1m+1spm 2017	chess.com INT	2017.10.23	2.27
iewh9VNi	chess.com Speed 2019	chess.com INT	2019.09.03	1.8
VocKpHSa	79th Tata Steel GpA	Wijk aan Zee NED	2017.01.27	11.1
pVFMabJd	Amber-blindfold 14th	Monte Carlo	2005.03.20	2
KtKUl7AM	RUS-CHN Summit 8th Rapid	St Petersburg	2012.07.07	3
5ZwlHXaK	Candidates FIDE sf1 playoff rapid	Sanghi Nagar	1994.??.??	9
UFfK3B7K	RUS-CHN Summit 8th Rapid	St Petersburg	2012.07.07	2
FUgke3oi	11th Tal Mem Rapid 2018	Moscow RUS	2018.03.02	3.2
eTAXwLQ1	11th Tal Mem Blitz 2018	Moscow RUS	2018.03.05	10.6
pEGLwj63	6th Sinquefield Cup 2018	Saint Louis USA	2018.08.19	2.2
Od35p0jC	11th Tal Mem Blitz 2018	Moscow RUS	2018.03.05	12.7
xjVJ7MsC	Moscow Piterenka blitz	Moscow	2012.12.29	5
K3kueQxX	Beijing Sportaccord blitz	Beijing	2012.12.17	12
tt2uNXTZ	41st Olympiad Open 2014	Tromso NOR	2014.08.09	7.7
ZnEdfvZg	Internet blitz 5'	ICC INT	1998.08.07	?
vnJ3J3w4	10th London Classic 2018	London ENG	2018.12.13	1.8
0953IfLt	FIDE Grand Prix 2 Pool C	Belgrade SRB	2022.03.06	5.2
sHXm9qal	Wch Blitz 2nd	Rishon Le Ziyyon	2006.09.07	3
bhDBjYuj	Leon 17th	Leon	2004.06.06	2.1
M3s8q7SQ	81st Tata Steel GpA	Wijk aan Zee NED	2019.01.20	8.6
x5ROPRWf	5th Norway Chess 2017	Stavanger NOR	2017.06.06	1.1
gVZSgJLW	85th Tata Steel Masters	Wijk aan Zee NED	2023.01.22	8.3
slzkZF3J	Norway Masters blitz	Stavanger	2013.05.07	2
FqzaLlHb	Wch Blitz 5th	Moscow	2010.11.17	25
g5FWiTJE	IMSA Blitz 2016	Huai'an CHN	2016.03.01	24.1
esOb72NJ	EU-ch rapid	Warsaw	2011.12.17	3
oiLAB7ak	Donostia-B	San Sebastian	2009.07.12	5
GT4Acfuj	San Sebastian op 18th	San Sebastian	2008.09.22	4
OJ5oxgcZ	San Sebastian op 18th	San Sebastian	2008.09.24	6
TypNObHw	Moscow Tal Memorial 6th	Moscow	2011.11.16	1
wIVTtWlx	Grand Slam Final 3rd	Bilbao	2010.10.09	1
8VDiFj0A	Opera Euro Rapid Prelim	chess24.com INT	2021.02.08	11.8
6iHY2eID	Dortmund SuperGM	Dortmund	2008.07.04	5
2kdjRDoy	Amber-blindfold 20th	Monte Carlo	2011.03.14	3
m3p6CxqB	Amber-rapid 17th	Nice	2008.03.15	1
lI5X22MM	Mainz Classic rap Prelim	Mainz	2008.08.02	5
hjqX9rBT	Saint Louis Blitz 2019	Saint Louis USA	2019.08.14	17.3
h8WuLil1	Baku FIDE Grand Prix 2014	Baku AZE	2014.10.04	3.1
lfYpMJh3	Saint Louis Rapid 2019	Saint Louis USA	2019.08.12	8.1
mQio9D9m	GCT Blitz YourNextMove	Leuven BEL	2017.07.02	15.2
JyCEM4Ue	chess.com SF Blitz 5m+2spm 2016	chess.com INT	2016.08.23	3
bkmy2bw9	TCh-TUR 1st League 2025	Ankara TUR	2025.07.20	9.26
rq28IIAr	Chess24 Banter Blitz Cup	chess24.com INT	2019.10.18	1.15
pWm5SMRH	Zadar op-A 19th	Zadar	2012.12.17	2
oRilrrfN	20th ch-EUR Indiv 2019	Skopje MKD	2019.03.27	9.67
JB5IPFFh	TechM GCL 2024	London ENG	2024.10.09	8.3
IU4QnwfP	FTX Crypto Cup Prelim	chess24.com INT	2021.05.24	8.2
lZIC0dVi	6th Norway Blitz 2018	Stavanger NOR	2018.05.27	1.4
B2rAl3GU	Champions Showdown Blitz	Saint Louis USA	2016.11.14	12.1
y7bQbsqB	Carlsen Tour Final	chess24.com INT	2020.08.16	2.34
1Usgy9P9	NIC Classic Prelim 2021	chess24.com INT	2021.04.25	9.3
70aZJBq3	TechM GCL 2024	London ENG	2024.10.05	4.1
vTPdUzVT	TCh-ESP Div Honor 2024	Melilla ESP	2024.10.18	7.1
l2Cqunj2	World Blitz 2018	St Petersburg RUS	2018.12.30	21.1
lpAVTpRn	World Blitz 2016	Doha QAT	2016.12.29	8.1
mCQgE8ci	Leon Masters g/20 26th	Leon	2013.06.08	4
lms4vJy9	7th Norway Chess 2019	Stavanger NOR	2019.06.14	9.1
7K23Cm3D	Norway Chess 8th	Stavanger	2020.10.12	7
XAwc5zJ8	77th Tata Steel GpA	Wijk aan Zee NED	2015.01.16	6.4
T9YyQj3C	WCh 2018	London ENG	2018.11.09	1
0JS2tRz1	FIDE Candidates	London	2013.03.23	7
J03FAP95	CCT Final KO 2024	Oslo NOR	2024.12.21	2.3
NqJAxxCo	CCT Final KO 2023	Toronto CAN	2023.12.15	2.14
cIEwGCDd	Julius Baer GenCup KO	chess24.com INT	2022.09.24	3.13
wetTKRsY	FIDE World Cup 2023	Baku AZE	2023.08.16	6.2
unW4pzDM	CCT Final KO 2024	Oslo NOR	2024.12.20	1.5
NcsepClV	FRA-GER 2013/S	ICCF	2013.03.01	?.1
BM23X1cO	Kamsky-Andreikin m	playchess.com INT	2007.01.22	?
ZSi7sH5j	Oviedo Fischer Blitz	Oviedo	1992.??.??	?
KsNi88M4	Bronstein Mem Open A 2014	Minsk BLR	2014.02.15	5.16
uW1YsjX6	MT-Vinagre/G (BRA)	ICCF	2007.04.30	?
LVa4zUld	Corsican Circuit Final	Bastia FRA	2016.10.27	1.3
jG7GwCPY	Catonsville sim	Catonsville	1997.05.17	?
tx14m2zw	20th European Teams	Reykjavik ISL	2015.11.14	2.8
tj6fPF3H	Yerevan	Yerevan	1989.??.??	?
QF9B7ToE	Clutch-ch June	Lichess.org INT	2020.06.06	1.1
IRifIqO2	Nanjing Pearl Spring 3rd	Nanjing	2010.10.26	6
ChnDRxeZ	85th Tata Steel Masters	Wijk aan Zee NED	2023.01.16	3.6
gkyGSVkO	Corus	Wijk aan Zee	2002.01.25	11
Sc0oSSbM	Amber-rapid 17th	Nice	2008.03.27	11
zrC5ked6	World Cup ACP 3rd	Odessa	2009.05.23	3.1
wYqqSVi1	Amber-blindfold 11th	Monte Carlo	2002.03.22	6
z8rjXbpk	St Petersburg Cup rapid	St Petersburg	2012.10.06	7
00JK0SRQ	FRA-chT Top 16 GpB	France	2010.05.01	6
SOaFMzpi	EU-ch Seniors 05th	Bad Homburg	2005.??.??	7
96F48Oz0	HUN-chT	Hungary	1995.??.??	?
ZBWShX3X	BCF-ch	Clacton on Sea	1974.08.15	10
nRhc7pkf	Buenos Aires op	Buenos Aires	1995.??.??	3
0o2ePsQr	FIDE World Blitz 2013	Khanty-Mansiysk	2013.06.10	19
0jSCgdN1	World Rapid 2017	Riyadh KSA	2017.12.26	5.26
cayZXW6J	World Rapid 2017	Riyadh KSA	2017.12.28	14.13
kJmsuBY0	ch-RUS Blitz 2016	Sochi RUS	2016.10.04	18.9
0rLdo4rW	Dos Hermanas	Dos Hermanas	1997.04.11	9
e0NpOjxo	Istanbul ol (Men) 34th	Istanbul	2000.11.10	13.2
L1k7kFDZ	Novgorod	Novgorod	1994.??.??	2
4WjAXVp2	Linares 13th	Linares	1995.03.01	1
wGm7KfiV	World Cup	Khanty-Mansiysk	2009.11.28	3.2
4GQjK5aG	TCh-RUS Premier 2020	Sochi RUS	2020.11.27	8.2
dytyvgC6	PAL/CSS Freestyle fin 7th	playchess.com INT	2007.09.07	1
9h4mp3iX	Linares 10th	Linares	1992.??.??	6
R0tXcLA9	12th Norway Chess 2024	Stavanger NOR	2024.05.30	4.1
58PEF6OM	Chessable Masters Winners	chess.com INT	2025.02.19	3.3
Vmwv7C4B	Opera Euro Rapid KO 2021	chess24.com INT	2021.02.14	3.24
76FAhlwy	World Rapid 2024	New York USA	2024.12.27	6.11
yg2U7E0u	4th Prague Challengers	Prague CZE	2022.06.17	9.5
l5w1NfFQ	60th World Juniors 2023	Mexico City MEX	2023.09.23	4.4
WOoIxeJG	Bundesliga 8788	Germany	1988.??.??	?.2
SwSWgC8r	World Championship 35th-KK5	Lyon/New York	1990.11.02	10
8HkAGZzY	FIDE World Cup 2019	Khanty-Mansiysk RUS	2019.09.25	5.6
Ac8AMCgf	Dresden ol (Men) 38th	Dresden	2008.11.17	5
rsagpmw8	4th Chinese Rapid Masters	Shenzhen CHN	2014.11.20	6.1
4nr7sINf	WC.1997.F.00001	IECG	1997.??.??	?
SyHxMPaa	EU/TC9/final	ICCF	2014.06.10	?.6
eTGxYEP2	Linares Anibal op 08th	Linares	2001.01.11	4
0vPxQilO	NF-Intro/02	ICCF	2005.02.01	?
bZgKnO05	Superbet Classic TB 2022	Bucharest ROU	2022.05.14	1
gu1aa4XF	Yinzhou Cup Men 2019	Ningbo CHN	2019.12.23	5.3
yAwhXK6u	Navara-Ding Match 2019	Prague CZE	2019.06.19	8
M1leH7ih	FIDE Grand Prix 3 Pool A	Berlin GER	2022.03.22	1.2
6BtFoSHa	FIDE Grand Prix 1 Playoff	Berlin GER	2022.02.12	1.1
nnaDzGUx	FIDE Grand Prix 1 Pool D	Berlin GER	2022.02.04	1.1
sbi3Zttt	FIDE World Blitz 2014	Dubai UAE	2014.06.20	14.2
uYt0lBIa	7th Grand Slam Masters	Bilbao ESP	2014.09.18	4.1
1o3e7RBA	6th Prague Masters 2024	Prague CZE	2024.03.05	7.5
4JVjQXZq	Meltwater Tour Final 2021	chess24.com INT	2021.10.04	9.2
IBXc7Ckv	FIDE World Cup 2019	Khanty-Mansiysk RUS	2019.09.18	3.5
xllmaIOV	World Rapid 2021	Warsaw POL	2021.12.28	12.1
kz0H0U8r	World Championship	London	2000.10.17	6
9PzMez6G	Mainz CC Champions Duel	Mainz	2001.06.26	1
uBh6HwI3	Amber-rapid 08th	Monte Carlo	1999.03.18	3
ayX4rOTq	21st European Teams	Hersonissos GRE	2017.11.01	5.5
0GTVl10p	Chess.com Rapid Wk6 Swiss	chess.com INT	2022.03.19	4
7nSkHboY	21st European Teams	Hersonissos GRE	2017.10.29	2.3
99z4cXMs	PNWCC Super SOS	Chess.com INT	2020.07.13	2
FQY0frbv	World Championship	Chennai	2013.11.15	5
h4itkpda	Oslo Esports Cup 2022	Oslo NOR	2022.04.24	3.1
Aq1hmid2	FIDE Candidates 2018	Berlin GER	2018.03.23	11.1
AuV6uu0G	Clutch-ch June	Lichess.org INT	2020.06.06	1.6
6wpBcGQ7	World Rapid 2024	New York USA	2024.12.27	6.8
oO1aY40i	Biel GM 45th	Biel	2012.07.24	2
WG9baOr1	Hans Suri Mem 2014	Biel SUI	2014.07.22	8.3
l3sbfxbd	Skilling Open KO 2020	chess24.com INT	2020.11.29	3.11
IpQdauYU	Skilling Open KO 2020	chess24.com INT	2020.11.30	3.22
H8mpZDWN	SuperUnited Rapid 2022	Zagreb CRO	2022.07.20	1.3
1Ey6pUSs	CCT Final KO 2023	Toronto CAN	2023.12.14	1.23
6baFadqb	Chessable Masters Final	chess24.com INT	2020.06.30	2.11
IS8ewDyz	Villa Martelli Pro Am op 10th	Villa Martelli	2003.??.??	5
BlWcrPAy	EU-ch U18	Vejen	1993.??.??	9
pE03kqWH	HUN-ch	Budapest	1971.??.??	16
AIcZG02P	TechM GCL 2025	Mumbai IND	2025.12.15	2.1
0y2ERSBj	Goldmoney Asian Prelim	chess24.com INT	2021.06.27	6.6
ifzZaFBT	Aimchess Rapid Prelim	chess24.com INT	2022.10.17	15.5
i9RK95ra	TCh-POL Ekstraliga 2025	Chotowa POL	2025.06.03	2.1
3QH3F1se	EU-chT (Men) 18th	Porto Carras	2011.11.05	3.1
poM1ITTv	FIDE World Blitz 2013	Khanty-Mansiysk	2013.06.09	3
PAsKrbgm	RUS Cup final	Khanty-Mansiysk	2012.12.09	3.4
64KqxGuN	Gibraltar Masters 11th	Caleta	2013.01.27	6
QEjfVRBG	IMSA World Masters Rapid	Hengshui CHN	2019.05.15	7.5
bO2dUxH5	Tata Steel-B 74th	Wijk aan Zee	2012.01.16	3
ded1tfAx	EU-chT (Men) 16th	Heraklio	2007.11.03	6.1
uoBA8u3I	3rd Sinquefield Cup 2015	Saint Louis USA	2015.08.29	6.4
CGaSsibV	GCT Blitz Paris 2017	Paris FRA	2017.06.25	13.2
aPg5gd2f	FIDE World Blitz 2013	Khanty-Mansiysk	2013.06.09	3
8c9sZfK7	19th Moscow Stars Prelim	Moscow RUS	2023.07.22	6.1
bFjAowZM	IMSA Basque 2016	Huai'an CHN	2016.03.03	5.14
