lichess_id	event	site	date	round
YDBLD5w8	Grand Slam Final playoff 4th	Sao Paulo/Bilbao	2011.10.11	2
zpnViBz1	chess.com Speed 2019	chess.com INT	2019.12.05	3.23
0AY8suqb	Beijing Sportaccord blitz	Beijing	2011.12.13	10
WQ9T9yT6	TCh-POL Ekstraliga 2023	Lublin POL	2023.09.26	9.3
6mUBb2GQ	9th Norway Chess 2021	Stavanger NOR	2021.09.15	8.1
7bBAuvMJ	Saint Louis Rapid 2024	Saint Louis USA	2024.08.13	6.4
BgDJrCqL	84th Tata Steel Masters	Wijk aan Zee NED	2022.01.29	12.2
phfk31vs	FIDE World Rapid Team	London ENG	2025.06.13	11.3
VMgvG8u8	Biel MTO op	Biel	1997.??.??	4
LHceXTzM	Ceske Budejovice op	Ceske Budejovice	1996.??.??	6
41clPfcB	EU/TC7/final	ICCF	2008.12.31	?.7
nnnxF9if	Bayern-chI Bank Hofmann 6th	Bad Wiessee	2002.10.29	4
H63yxK6W	UKR/Cup7/final (UKR)	ICCF	2008.02.10	?
L9DiXukS	Minsk Boleslavsky Memorial	Minsk	1994.??.??	1
0UwxhpaM	WC44/sf  4	ICCF	2020.06.20	?
nLV7MpqU	CZE-chT 9495	Czechia	1995.??.??	3
lnrkUYCY	WZ/Ch.C./2	ICCF	2019.01.10	?
ONHcKNBV	Bundesliga 2017-18	Schwegenheim GER	2018.03.10	11.6
uZSIqj4g	Vladimir Dvorkovich Mem 2014	Taganrog RUS	2014.01.26	8.9
UspvV5cZ	EU-ch 2nd	Ohrid	2001.06.10	9
tBUo0xJl	Tel Aviv ol (Men) fin-A	Tel Aviv	1964.??.??	13
LbhQ6xTI	CSR-ch int	Luhacovice	1973.05.22	12
W31bXlPl	Chennai op 3rd	Chennai	2011.01.24	9
y36vWed9	Saint John op-1	Saint John	1988.??.??	?
ApovceLC	Tunis Interzonal	Tunis	1985.??.??	14
XMzBkn3g	Pan-Armenian ol	Yerevan	2010.08.21	7
7y6bZP39	Thessaloniki ol (Men)	Thessaloniki	1984.11.22	4
fw6WIakr	Moscow-ch blitz 59th	Moscow	2005.08.28	?
zkgFxfqe	ROM-chT div-A	Predeal	2006.11.08	5
difFmq4T	World op	Philadelphia	2000.07.03	7
n3bWaol3	Moscow blitz	Moscow	1993.??.??	?
7kLRiG2R	Amber-blindfold 02nd	Monte Carlo	1993.04.02	7
NyOQLr4F	CNE ch-NED Rapid 2016	Amstelveen NED	2016.10.30	6.1
B1FBgw57	HUN-ch 53rd	Heviz	2003.05.13	2
lkX8h8o0	October Revolution 60	Leningrad	1977.06.25	1
CRrNegpW	Hoogeveen Essent op	Hoogeveen	2005.10.28	8
bUsLOhsz	Titograd	Titograd	1984.??.??	11
ZuLU8e1i	YUG-chT	Niksic	1997.??.??	10
Ws43QIi3	World Blitz 2018	St Petersburg RUS	2018.12.29	12.71
8CMEhGV3	PRO League Group Stage	chess.com INT	2018.02.14	6
TcyKAQeX	Petroff Memorial op	St Petersburg	2000.02.16	9
2wuY5Puo	Polanica Zdroj op	Polanica Zdroj	1992.??.??	5
FUTygjsj	Kamen Piskov Memorial 3rd	Ruse	1983.??.??	10
whiKByZD	Las Palmas op	Las Palmas	1995.??.??	4
hzZOOq5F	ROM-ch	Predeal	2006.12.06	10
CNw1Jc4n	WC.1996.F.00001	IECG	1996.??.??	?
AQtvXOyJ	Yerevan zt	Yerevan	1982.??.??	15
x9KB8zdg	NED-ch51	Amsterdam	1996.06.09	3
zD8yUsS5	CM.1995.0.00003	IECG	1995.??.??	?
79CZucHZ	Showdown Blitz 2015	Saint Louis USA	2015.11.15	6
7Twz9GMd	Amber-rapid 11th	Monte Carlo	2002.03.26	9
6PkI5GPZ	World Blitz 2015	Berlin GER	2015.10.14	21.3
PofuAg0J	SportAccord Basque 2014	Beijing CHN	2014.12.17	4.10
46E5Ytj5	Poikovsky Karpov 13th	Poikovsky	2012.09.30	3
t8d6YFOu	PCA/Intel-GP	New York	1995.06.20	1.1
NsKqjetk	BCF-chT 1213 (4NCL)	England	2013.01.13	4.151
CnzZ1nmq	St Louis Summer B	Saint Louis USA	2018.05.17	3.4
a4jtY02Y	Roquebrune rapid	Roquebrune	1992.??.??	7
tsHlAtfW	Sufe Cup	Shanghai	2000.03.05	3
7kWePTbD	Moscow blitz	Moscow	1993.??.??	?
2Bi4zx4S	Vidmar Memorial 14th	Portoroz	2001.07.10	8
g1lNpBGD	Kladovo	Kladovo	2001.08.13	1
aCFTrS8O	Istanbul ol (Men) 34th	Istanbul	2000.11.09	12.2
V6Z99Qwi	POR-chT 9596	Evora	1996.??.??	?
Xp7KKxRX	Lisbon BNU op	Lisbon	1992.??.??	1
ARuG2Rq7	Wch U20	Buenos Aires	1992.??.??	?
iFuMpuK2	IRI-ch	Iran	2000.??.??	11
Smt3Yhp3	PAL/CSS Freestyle op 5th	playchess.com INT	2007.03.04	8
7LYMynY4	89th ch-Paris IdF 2014	Paris FRA	2014.07.11	7.12
B6VxBsq3	Paris-ch 86th	Paris	2011.07.09	8
TuwfGmwT	chess.com Speed 2019	chess.com INT	2019.10.02	1.27
mxxEDNNz	PAL/CSS Freestyle op 3rd	playchess.com INT	2006.06.18	8
41OuZDbw	IND-ch 39th	Nagpur	2002.01.30	14
BU1whFdQ	CT15/pr64	ICCF	2006.11.15	?
CiBxpBaD	World Blitz 2016	Doha QAT	2016.12.30	15.32
199Rdyzd	GM Stars Ramadan 2022	Sharjah UAE	2022.04.13	6.1
Q6JuQ3TV	Bled/Portoroz	Bled	1979.??.??	?
NMZgCr2f	Skopje ol (Men) fin-A	Skopje	1972.10.10	13
x9mdKdOG	2nd IMSA Blitz 2017	Huai'an CHN	2017.12.13	22.1
aXlEvam3	Pepe Cuenca Invitational	chess24.com INT	2020.04.13	1.7
CYCePa2I	FIDE World Blitz 2014	Dubai UAE	2014.06.19	9.5
g6K5XW6G	Wch Blitz 5th	Moscow	2009.11.16	3
2uylBgr9	Bundesliga 0203	Germany	2003.02.09	11.5
bnyKu8N5	Internet Section 14-A	Dos Hermanas	2003.03.14	4
BkewxBKQ	RUS Cup Qualifier 5	chessassistantclub.com INT	2004.12.24	?
1fVWNvpf	Vlissingen HZ op 04th	Vlissingen	2000.08.02	6
FYoZXcfI	EU-ch Blitz	Ajaccio	2007.10.25	22
dmKFX0l5	chess.com Speed 5m+1spm 2017	chess.com INT	2018.08.07	6
iRJYVShT	Oslo BNbank KO	Oslo	2010.11.27	2.3
j4TROT74	6th Zurich Opening Blitz	Zurich SUI	2017.04.12	4.3
678G35oo	Reggio Emilia-A 8788 30th	Reggio Emilia	1987.??.??	?
l7x45TJw	Leon	Leon	1989.??.??	?
XQ8fd4mG	Berliner Sommer 07th	Berlin West	1989.??.??	?
eKSs9liz	Leon	Leon	1990.??.??	8
2yEhDPJV	Genting zt	Genting	1995.??.??	3
qyly13Sh	Nordhorn op	Nordhorn	2009.09.13	3
2kCtIuPE	Venice	Venice	1971.??.??	9
kwtFUTvu	Calvia ol (Men)	Mallorca	2004.10.18	4
oJibXU8P	Bizovac Metalis op 13th	Bizovac	2006.02.24	4
wXs79LKg	Sheikh Russel GM 2021	Dhaka BAN	2021.10.26	8.6
SZP29Vto	Bundesliga 0910	Germany	2009.10.17	1.5
CCGQpO2J	Paracin Prestige Open	Paracin SRB	2023.01.22	8.1
yyTKO6ZQ	TCh-FRA Top 12 2021	Chalons en Champagne FRA	2021.06.25	2.4
x8q9vgmG	Chess.com Rapid Wk8 Swiss	chess.com INT	2022.04.02	6
bNS6ZJbo	44th Olympiad 2022	Chennai IND	2022.07.30	2.13
egdfbV2u	Beijing Sportaccord blitz	Beijing	2012.12.17	9
QfCmazZf	Serbian League 2019	Subotica SRB	2019.08.31	10.3
U6DRd2Ik	Beijing Sportaccord rap	Beijing	2012.12.15	6
R5IuSSTE	FIDE-Wch k.o.	Moscow	2002.01.23	7.7
uyy9tUkB	chess.com Speed 5m+1spm 2017	chess.com INT	2018.07.26	6
BKPySSjf	chess.com Speed 1m+1spm 2017	chess.com INT	2017.05.03	1.27
pu3ROkUl	chess.com Speed 1m+1spm 2017	chess.com INT	2017.05.03	1.25
unDvesFy	Nakamura-Nepomniashchy m	playchess.com INT	2007.02.28	?
FIEhJhLR	chess.com Speed 2019	chess.com INT	2019.10.01	1.18
10AvGREF	FIDE World Blitz 2014	Dubai UAE	2014.06.19	3.20
tRjgZlIv	Tal Memorial Blitz 2014	Sochi RUS	2014.11.13	9.5
WAsx1NNo	Tal Memorial Blitz 2014	Sochi RUS	2014.11.14	22.6
PtAG1hVk	Eurasian Blitz Chess Cup	Almaty KAZ	2016.06.19	18.1
rP7vZbH3	chess.com Speed 2019	chess.com INT	2019.12.04	2.19
5PvMtdpV	Bonn GSK	Bonn	1996.??.??	?
BvcQxBmr	RUS-Cup Final	Sochi	1997.09.20	4
E67oZVL8	Moscow ol (Men)	Moscow	1994.??.??	10
jnJoUK4N	World Blitz 2019	Moscow RUS	2019.12.30	19.4
ApUtwcXT	Goldmoney Asian Rapid KO	chess24.com INT	2021.06.30	1.23
HpEkoYfm	Amber-blindfold 12th	Monte Carlo	2003.03.17	3
ZxkbtNqR	Eliseev Memorial Pt1 2017	Moscow RUS	2017.11.17	3.3
ILzlKTje	Magnus Carlsen Inv Prelim	chess24.com INT	2021.03.13	2.5
iB8R4CLx	Khanty-Mansiysk ol (Men) 39th	Khanty-Mansiysk	2010.09.22	2.1
2nD6GZNy	Linares	Linares	1981.??.??	?
b6pOiP3p	59th Groningen Open 2023	Groningen NED	2023.12.30	9.3
iCg8e4vJ	Xinqiao Cup Men 2019	Wenzhou CHN	2019.07.18	4
wdHuTSIi	Magnus Carlsen Inv Prelim	chess24.com INT	2021.03.15	11.8
q9GmKURw	Amber-rapid 04th	Monte Carlo	1995.??.??	8
XKNFlE3G	World Rapid 2025	Doha QAT	2025.12.27	9.5
KS3CVvHj	Kiev rapid	Kiev	2013.06.07	9
y9Ipr2ym	Carlsen Inv Prelim	chess24.com INT	2020.04.28	6.1
acKZT0r0	Carlsen Inv Prelim	chess24.com INT	2020.04.24	4.1
MCkxGtIu	SuperUnited CRO Rapid 2024	Zagreb CRO	2024.07.12	8.2
R6OSwXvq	45th Olympiad 2024	Budapest HUN	2024.09.20	9.3
ark0JJcA	4th Sinquefield Cup 2016	Saint Louis USA	2016.08.09	5.4
NGBXjX1e	WCh Rapid TB 2016	New York USA	2016.11.30	4
fJe0RZXG	Champions Showdown Blitz	Saint Louis USA	2016.11.14	10.1
pA7KI8oE	World Blitz 2016	Doha QAT	2016.12.30	15.1
lmxxEsQ5	11th London Classic 2019	London ENG	2019.12.04	1.7
1muexxC5	GCT Blitz YourNextMove	Leuven BEL	2017.07.02	18.3
u1qMvBEl	Saint Louis Blitz 2019	Saint Louis USA	2019.08.13	6.4
bIqH7HuA	5th Norway Blitz 2017	Stavanger NOR	2017.06.05	2.1
SlHMDGBA	FIDE Candidates 2024	Toronto CAN	2024.04.04	1.1
MtcLrs6P	83rd Tata Steel Masters	Wijk aan Zee NED	2021.01.26	9.7
zlN7baOJ	EU-ch blitz 29th	Warsaw	2010.12.17	12
854StEc0	2nd China Chess King 2024	Chengdu CHN	2024.11.03	2.2
kHueTgCb	WC23/SF13	ICCF	2022.10.31	?
KCacJHry	DE15A/SF  9	ICCF	2022.12.01	?
arDpztLa	WS/CCM/B/33	ICCF	2024.04.12	?
UyRbx3ix	WC49/pr/1	ICCF	2025.03.20	?
Zpze1MCu	Budapest FS05 IM	Budapest	2000.05.09	4
fG85b0On	AUT-ch	Austria	1996.??.??	4
w7j5SiFt	Nanjing Pearl Spring 1st	Nanjing	2008.12.21	10
Ng8yM8in	Tata Steel India Rapid	Kolkata IND	2024.11.15	9.4
dzzEUGTB	Las Palmas	Las Palmas	1972.06.12	12
c357KnXr	Superbet POL Rapid 2024	Warsaw POL	2024.05.08	2.3
6OvOAQ3X	Champions Showdown G5	Saint Louis USA	2017.11.12	12.1
1sz1aqTW	FIDE GP	Moscow	2002.06.01	1.5
3BlCnjDU	FRG-ch int 4th	Bad Lauterberg	1977.??.??	8
UQlY9WkK	Basel Hilton op 15th	Basel	2013.01.02	3
J9vmmKfJ	Dhaka New White Plus op	Dhaka	2002.04.07	9
K7WQcgeY	Istanbul ol (Men) 34th	Istanbul	2000.11.01	5.3
ZNeUB7lo	Stare Mesto op	Stare Mesto	1992.??.??	?
AkVopToq	Olomouc CP Cup	Olomouc	2003.08.07	9
CQagwpoL	Iberoamerican-ch GpA 3rd	Mexico City	2010.11.13	1
ar1KGT33	ST-2011-0-00081	Lechenicher SchachServer	2011.03.19	?
kRyZURpM	Wch Blitz final (Women)	Batumi	2012.06.05	11
BwIJ5Lm4	Doeberl Cup 50th	Canberra	2012.04.06	3
5iTpuW49	EU-ch 13th	Plovdiv	2012.03.27	7
JcxurEDb	12th Washington Int 2025	Rockville USA	2025.08.11	5.5
9FweSw66	FRA-chT 9900	France	2000.04.02	7.1
cq9wQci5	49th Capablanca Mem Open I 2014	Havana CUB	2014.05.12	5.2
ptN3buw2	URS-ch58	Moscow	1991.??.??	7
wCPNnA4z	Ljubljana op 5th	Ljubljana	1994.??.??	?
n4Kmqyic	Barcelona IM 11 15 Mar	Barcelona ESP	2021.03.19	5.1
wEkq7sv5	BEL-ch	Aalst	2005.07.10	9
eOU9Yt9A	Chennai GM Open 2013	Chennai IND	2013.11.16	2.9
hf84OEdg	Antwerp op	Antwerp	1995.??.??	5
uX3AnPhD	Four Nations tt	Oslo	2008.02.17	3.4
xFhxX9TA	San Martin	San Martin	1995.??.??	12
URl5micb	17th Penang Open 2025	Penang MAS	2025.12.22	8.1
txzY6M0r	Linares	Linares	1978.??.??	?
bcG6VXFG	Mar del Plata op	Mar del Plata	1994.??.??	1
ql3RG0fi	URS-ch39	Leningrad	1971.10.13	19
tUeNRmtH	Gawlikowski Memorial 18th	Warsaw	1999.??.??	?
JLueSZNu	Liepajas Rokade	Liepaya	2004.07.31	6
Vof96L5J	FRA-chT	France	1988.??.??	?
yDcYpaae	Bucharest	Bucharest	1976.??.??	15
yUPPLHNs	Budapest Honved-B	Budapest	1997.??.??	2
rlb0Vbbj	CL/2024/C1	ICCF	2024.02.25	?.4
jWV3UASE	POL/C57/sf2 (POL)	ICCF	2012.02.15	?
gN1JXjd9	Saint Louis Rapid 2025	Saint Louis USA	2025.08.12	5.4
EFGxReL0	World Rapid 2021	Warsaw POL	2021.12.28	10.7
WV9CocC5	Chess.com Rapid Wk5 Swiss	chess.com INT	2022.03.12	1
KTCJZAUB	Legends of Chess Prelim	chess24.com INT	2020.07.23	3.2
ErCoFwOp	Aimchess US Rapid Prelim	chess24.com INT	2021.08.29	6.4
NUNzs7Nj	ACP Blitz Prelim3 3rd	playchess.com INT	2004.06.02	17
jb5zF87i	FTX Crypto Cup KO 2021	chess24.com INT	2021.05.31	3.33
AgWKJv1i	GCT Blitz YourNextMove	Leuven BEL	2016.06.19	1.2
TalGlbRP	GCT Rapid Paris 2017	Paris FRA	2017.06.22	4.3
ltx08h52	5th Norway Chess 2017	Stavanger NOR	2017.06.06	1.3
hlub5fEy	Shymbulak Chess Summer	Almaty KAZ	2025.08.03	4.3
nFYX1I7Y	World Rapid 2021	Warsaw POL	2021.12.28	13.65
A8Si76N0	WS/GMN/A/11	ICCF	2024.10.27	?
TUNPEQkl	16th American Continental	Juan Dolio DOM	2023.05.20	8.7
BEfQewS4	51st Sparkassen Open A	Dortmund GER	2024.08.18	9.18
IaFeLMhT	13th Uva Rapid Open	Caxias do Sul BRA	2014.03.08	6.1
XO4tNgij	Amber-rapid 16th	Monte Carlo	2007.03.17	1
MX0vtJM6	SRB-chT 1st League	Kragujevac	2009.09.11	10
nbqlHhLn	Moscow op-A	Moscow	2009.02.06	7
qyygop1W	Biel MTO op 44th	Biel	2011.07.26	8
6N7GAhAn	Malaga	Malaga	1987.??.??	?
KAYTt6Yh	Southern California op 32nd	Los Angeles	2010.09.05	4
D9DWRQVc	YUG-chT2	Yugoslavia	1994.??.??	2
fLg4RKCq	Dortmund 25th	Dortmund	1997.07.13	9
OLeHYV4Q	RUS Cup	Serpukhov	2007.11.15	6.1
SHt8Jdpc	Uralsk Open 2023	Uralsk KAZ	2023.07.26	7.2
IBynO60I	Dortmund	Dortmund	1995.??.??	1
dStG94BI	M1-2008.T25.02	IECC	2008.03.19	?
LkAmzqW5	WS/M/214	ICCF	2009.05.09	?
Qc0ChP91	WC.2004.F.00002	IECG	2005.05.16	?
G6hItw59	6th Chinese Master Rapid	Shenzhen CHN	2016.11.27	2.1
HZRSmkMC	Smyslov Memorial 2021	Moscow RUS	2021.08.08	2.4
b1pvIv0u	PRO League Pacific 2017	chess.com INT	2017.01.11	1
CwWX8ERe	O2C Doeberl Cup 2018	Canberra AUS	2018.03.31	5.3
2IaXRtHm	Kharkov Champions m	Kharkov	2008.03.05	1
HFHcadu4	17th Nancy Rapid 2019	Nancy FRA	2019.02.24	5.1
svi09hhs	SRB-chT	Valjevo	2012.09.21	5.1
fuWK2YG3	EU-chT (Men) 15th	Gothenburg	2005.08.01	3.1
PjCY6uzx	34th Zalakaros Open 2015	Zalakaros HUN	2015.05.20	7.4
MR6Jdird	45th GM 2017	Dortmund GER	2017.07.18	3.3
8DK9jOON	Pepe Cuenca Invitational	chess24.com INT	2020.04.14	2.7
hq3gifg2	Pepe Cuenca Invitational	chess24.com INT	2020.04.14	2.3
3vXQGKbp	chess.com Speed Inv Qualifier	chess.com INT	2018.06.27	2.11
BEerj0l4	chess.com Speed Inv Qualifier	chess.com INT	2018.06.27	2.3
JJFZcfCy	NED-ch internet	playchess.com INT	2011.06.18	4.10
oebVkU2N	TCh-CHN 2018	China CHN	2018.11.28	20.3
0AXgYGnO	Internet Section 14-A	Dos Hermanas	2003.03.14	7
SWtPxlaf	TCh-SWE Elitserien	Sweden SWE	2020.10.20	9.2
JiiuzjxW	BEL-chT 0708	Belgium	2008.02.17	9.2
gTcWLZti	12th Norway Chess 2024	Stavanger NOR	2024.06.01	5.2
2NGeePiD	World Rapid 2024	New York USA	2024.12.28	12.11
rOrJ9RCC	Julius Baer Gen Cup D3 W	chess.com INT	2024.09.27	1.2
SnsvaCA6	Norway Chess	Stavanger	2013.05.13	5
pSRfcJaF	Wch Rapid	Astana	2012.07.07	9
ROZ3BLm5	World Cup	Khanty-Mansiysk	2009.12.01	4.2
EjnkjMBX	Wch Blitz 5th	Moscow	2009.11.17	27
5QuC5ybL	Aiacciu Masters op	Ajaccio	2006.10.30	8
6Y3USvwQ	Sarajevo Bosnia 33rd	Sarajevo	2003.05.20	3
9eB2bchn	Corsica Masters rap 10th	Bastia	2006.11.05	1.1
Ab1QhzVR	BEL-chT 0708	Belgium	2007.09.30	1.1
e2podPSJ	HUN-chT	Hungary	1993.??.??	?
gys94yrH	3rd Barreau de Paris GM	Paris FRA	2022.09.14	4.5
9Jyke7kU	WC.2003.T.00005	IECG	2002.08.04	?
e3BwAL3V	Budapest Statisztika	Budapest	1997.??.??	8
BR5lBuQT	Amber-rapid 05th	Monte Carlo	1996.??.??	11
2VCHiU7Z	Candidates final	Moscow	1974.??.??	24
XaVeIqrd	FRA-ARM m	Paris	2009.06.25	7
4DwyEECd	EU-ch Internet final	playchess.com INT	2004.11.07	1.2
1Vo4ViPr	SportAccord Blitz Men 2013	Beijing CHN	2013.12.16	30.1
IzEO6yvT	Tashkent FIDE GP 2nd	Tashkent	2012.11.27	5
xK5Z7sDE	Nanjing Pearl Spring 1st	Nanjing	2008.12.17	6
VSW4h1lc	Amber-rapid 05th	Monte Carlo	1996.??.??	2
GizUgfv3	Vugar Gashimov Mem 2014	Shamkir AZE	2014.04.21	2.3
dF309sYf	IMSA Blitz 2016	Huai'an CHN	2016.02.28	7.3
Ta7JFE6i	2nd Kasimdzhanov Cup 2024	Tashkent UZB	2024.07.09	6.2
nti4sGLE	EU-ch 11th playoffs	Rijeka	2010.03.18	1.1
W0HKR9ev	RUS Army-ch	Russia	1995.??.??	?
pIjqoVh9	Taxco Interzonal	Taxco	1985.??.??	14
Ew0YRfI0	Trencianske Teplice	Trencianske Teplice	1985.??.??	2
CwfunWKe	Hoogovens	Wijk aan Zee	1981.01.25	8
0HB9iGOu	Taxco Interzonal	Taxco	1985.??.??	4
isNYBp83	CRO-chT	Sibenik	2007.10.21	9
aMahCCnj	Ciocaltea Memorial	Bucharest	1997.??.??	4
qeTaWxHv	Ciocaltea Memorial	Bucharest	1998.??.??	8
BNxyLtC7	69th ch-HUN 2021	Budapest HUN	2021.12.09	3.1
WYruVA3s	Munich SKA	Munich	1992.??.??	8
VvnfM4Sw	Chess.com RCC Wk11 Swiss	chess.com INT	2022.04.23	9
VgtTabCs	85th Tata Steel Masters	Wijk aan Zee NED	2023.01.24	9.7
jugTvOGr	Superbet ROM Classic 2024	Bucharest ROU	2024.07.02	6.2
Yj0eG7E4	London Classic	London	2009.12.10	3
1pp2Kzbb	Julius Baer GenCup Prelim	chess24.com INT	2022.09.20	10.5
4a4JJEsZ	Leon 23rd	Leon	2010.06.06	2.5
C7UQC44E	Leon 23rd	Leon	2010.06.06	2.4
G56fez65	Manila ol (Men)	Manila	1992.??.??	?
qjC0KySP	World Cup	Reykjavik	1988.10.??	14
Zx3uCTaw	Tata Steel-A 75th	Wijk aan Zee	2013.01.27	13
VZxrG42T	Linares 10th	Linares	1992.??.??	1
9MbjY7oD	Goldmoney Asian Rapid KO	chess24.com INT	2021.07.04	3.23
aF7Mjto0	FTX Crypto Cup KO 2021	chess24.com INT	2021.05.28	2.13
KSXEylcA	Beijing Sportaccord blindfold	Beijing	2012.12.19	7
6AcMKW8k	FIDE Candidates	London	2013.03.28	11
yNqbbMv1	BUL-ch 70th	Svilengrad	2006.03.08	11
fmI5A5Vy	Kesarovski Georgiev Memorial 5th	Sunny Beach	2006.09.07	6.2
I57LhT27	Hamburg-ch int	Hamburg	2000.06.10	1
nHoaJ7OV	Thailand op 11th	Pattaya	2011.04.12	3
4RSv1yaQ	Xtracon Chess Open 2019	Helsingor DEN	2019.07.21	3.22
psemCxRG	43rd Olympiad 2018	Batumi GEO	2018.09.27	4.15
twS6ROeu	Santos Lugares	Santos Lugares	1977.??.??	3
nlhAHs3e	Gibraltar Masters 2018	Caleta ENG	2018.01.29	7.74
2LekCZ4V	CZE-chT 0001	Czechia	2001.??.??	8
uP6jZgEw	CM.1998.0.00052	IECG	1998.??.??	?
YttVMLD0	Oberliga Wuert 9900	Wuerttemberg	2000.02.27	?
fd245V7S	CT17/SF03	ICCF	2011.11.01	?
o5QqO3Ue	CM.1999.0.00086	IECG	1999.??.??	?
4LtdmCbw	World Blitz 2017	Riyadh KSA	2017.12.30	18.46
aES18c7n	Manila	Manila	1973.11.02	12
REBa3TNC	San Martin	San Martin	1994.??.??	7
M98Tp70Q	Chigorin Memorial 18th	St Petersburg	2010.11.02	6
kEDqbX4w	Capablanca Memorial	Cienfuegos	1972.??.??	16
HDhX6Dds	BUL-ch	Sofia	1981.??.??	4
P1IdVFGu	Panchenko Mem Open A 2022	Chelyabinsk RUS	2022.09.18	7.12
F6plQ3YN	Istanbul ol (Men) 34th	Istanbul	2000.11.12	14.2
N0qhDYWM	Sigeman & Co 11th	Malmo	2003.04.29	1
idVlmpsP	Tilburg	Tilburg	1994.??.??	2
A067GqGU	EU-ch 6th	Warsaw	2005.06.26	8
TW3hUXIP	TechM GCL 2025	Mumbai IND	2025.12.14	4.3
ZPc4QVys	FIDE World Cup 2025	Goa IND	2025.11.11	4.1
VOXxzK8n	World Rapid 2025	Doha QAT	2025.12.26	2.33
VTn0Lg7Y	WC30/ct01	ICCF	2010.09.10	?
7vfP6n0Y	Saint Louis Blitz 2019	Saint Louis USA	2019.08.14	10.5
MmGIejpi	45th GM 2017	Dortmund GER	2017.07.16	2.3
HtAJjaTT	Lindores Abbey Final 8	chess24.com INT	2020.06.03	3.35
JzMUJZFz	Istanbul ol (Men) 34th	Istanbul	2000.10.30	3.2
vuoUebpi	FIDE World Blitz 2014	Dubai UAE	2014.06.19	3.21
MLcW1QeJ	chess.com Speed 1m+1spm 2017	chess.com INT	2018.07.24	23
qmNulchr	PRO League Group Stage	chess.com INT	2019.02.07	5
PYjYciOV	IMSA Rapid 2016	Huai'an CHN	2016.02.26	1.8
AjSG1hY5	Walsall op	Walsall	1992.??.??	5
AdRFq28F	Genova	Genova	1989.??.??	6
AiNrfg10	Budapest Spring op 05th	Budapest	1989.??.??	?
Vfnq76k3	CRO-chT	Tucepi	1996.??.??	?
1O9mXkQg	GRENKE Chess Classic 2024	Karlsruhe GER	2024.03.30	7.1
kLMQNKHi	FIDE World Rapid Team	Almaty KAZ	2024.08.03	5.7
zvuNVCH0	FIDE World Cup 2025	Goa IND	2025.11.09	3.3
SCWFbhCT	4th UZB President Masters	Tashkent UZB	2025.12.10	7.4
Sggrl84k	Oakham YM	Oakham	1992.??.??	7
3ZzovwGQ	Lloyds Bank op 14th	London	1990.??.??	?
FntqZI7c	Mainz-ch	Mainz	1995.??.??	3
EfiFNMaL	Dortmund op	Dortmund	1987.??.??	9
Ms903eH3	Lugano op	Lugano	1986.??.??	?
mGUw1WTd	Reykjavik op	Reykjavik	1996.??.??	3
jm1on2za	US op	Chicago	1989.??.??	7
yzV0DgUq	Falkoner International Team	San Francisco	1999.03.13	2
cPw8b97O	New York op	New York	1992.??.??	?
EnSW98a7	EU-ch U20	Sas van Gent	1992.??.??	3
h55Dcqn1	RUS-chT2	Sochi	2007.05.04	2
aY9yHZx3	Moscow ol (Men)	Moscow	1994.??.??	11
chFcA1F8	IND-ch 48th	New Delhi	2010.12.14	6
PAC7pouM	EU-Cup Gr1	Luxembourg	1993.??.??	?
kRsEW9bI	Gibraltar Masters 2015	Caleta ENG	2015.01.28	2.35
Nlc5GkkI	ARG-ch	Buenos Aires	2000.10.16	6
aEHAU7hO	SWE-chT 1011	Sweden	2011.02.05	7
3KlVrZYT	MT-Paroulek (CZE)	ICCF	2007.12.01	?
Iqbd81UU	CCCSA GM 2017	Charlotte USA	2017.03.30	2.3
hvA9Y395	CZE-chT 0405	Czechia	2005.02.20	7.3
Od844w6k	Qatar Masters Open 2023	Doha QAT	2023.10.13	3.31
4Q8zjtqK	SCG-ch 2nd	Pancevo	2006.03.08	9
b9hIkYIo	10th Norway Chess 2022	Stavanger NOR	2022.06.05	5.1
IpH0SIZZ	Vugar Gashimov Mem 2019	Shamkir AZE	2019.03.31	1.3
6O2T5J1L	FIDE World Cup 2025	Goa IND	2025.11.13	4.4
fbQdd2N8	European Online CC Final	Tornelo INT	2021.03.30	2.1
mCpuUae6	Julius Baer Gen Cup D2 W	chess.com INT	2024.09.27	1.3
X9GARyX7	Zonal 2.5 2017	Villa Martelli ARG	2017.05.06	7.4
xlkM7vQU	Donetsk Masters 1st	Donetsk	2011.03.04	10
0ohJRZ6p	Bundesliga 9798	Germany	1997.11.08	3.6
TCS8oLxV	Saint Affrique op 09th	Saint Affrique	2001.07.24	5.9
Ec2Cj2K6	18th Asian Continental	Xingtai CHN	2019.06.12	6.8
AUZKrcL8	ESP-5/Alhambra (ESP)	ICCF	2007.09.10	?
td65vW4z	Online Olym Div2 A 2021	chess.com INT	2021.09.02	2.3
PkJ5b7AQ	39th ECC Open 2024	Vrnjacka Banja SRB	2024.10.21	2.19
71KNbk3S	EU-chT (Men) 16th	Heraklio	2007.10.31	4.1
x4qCNghm	PCA/Intel-GP	London	1995.??.??	1
LQB6riYp	Graz Casino Open 2014	Graz AUT	2014.02.17	5.3
cGD20AcK	La Fere op 7th	La Fere	2008.07.07	4
qCZyiKgy	MT-Barrios/B (ESP)	ICCF	2010.12.01	?
G6zSFqq3	Moscow 07	Moscow	2009.07.16	4
